"HHID","A10itemcod","Farm_Implement","A10Q1_other","a10q1","a10q2","a10q3","a10q4","a10q5","a10q6","a10q7","a10q8","hh","wgt_X"
141110401,15,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,16,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,17,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,18,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,19,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,20,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,21,2,,,,,,,,,,"H14111-04-01",2935.46557617188
141110401,22,2,,,,,,,,,,"H14111-04-01",2935.46557617188
142010401,1,1,,5,20000,5,1,,2,,,"H14201-04-01",2935.46557617188
142010401,2,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,3,1,,3,8000,3,1,,2,,,"H14201-04-01",2935.46557617188
142010401,4,1,,2,10000,2,1,,2,,,"H14201-04-01",2935.46557617188
142010401,5,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,6,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,7,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,8,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,9,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,10,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,11,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,12,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,13,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,14,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,15,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,16,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,17,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,18,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,19,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,20,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,21,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142010401,22,2,,,,,,,,,,"H14201-04-01",2935.46557617188
142020401,1,1,,2,1200,3,1,,1,2,500,"H14202-04-01",2935.46557617188
142020401,2,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,3,1,,1,2000,1,1,,2,,,"H14202-04-01",2935.46557617188
142020401,4,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,5,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,6,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,7,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,8,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,9,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,10,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,11,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,12,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,13,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,14,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,15,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,16,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,17,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,18,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,19,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,20,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,21,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142020401,22,2,,,,,,,,,,"H14202-04-01",2935.46557617188
142030401,1,1,,4,20000,2,1,,2,,,"H14203-04-01",2935.46557617188
142030401,2,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,3,1,,2,10000,2,1,,2,,,"H14203-04-01",2935.46557617188
142030401,4,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,5,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,6,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,7,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,8,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,9,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,10,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,11,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,12,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,13,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,14,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,15,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,16,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,17,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,18,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,19,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,20,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,21,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142030401,22,2,,,,,,,,,,"H14203-04-01",2935.46557617188
142060401,1,1,,7,35000,7,1,,2,,,"H14206-04-01",2935.46557617188
142060401,2,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,3,1,,2,10000,2,1,,2,,,"H14206-04-01",2935.46557617188
142060401,4,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,5,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,6,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,7,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,8,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,9,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,10,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,11,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,12,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,13,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,14,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,15,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,16,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,17,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,18,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,19,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,20,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,21,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142060401,22,2,,,,,,,,,,"H14206-04-01",2935.46557617188
142070401,1,1,,8,18000,6,1,,1,3,18000,"H14207-04-01",978.488586425781
142070401,2,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,3,1,,2,14000,2,1,,2,,,"H14207-04-01",978.488586425781
142070401,4,1,,1,5000,1,1,,2,,,"H14207-04-01",978.488586425781
142070401,5,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,6,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,7,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,8,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,9,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,10,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,11,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,12,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,13,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,14,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,15,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,16,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,17,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,18,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,19,1,,1,60000,1,1,,2,,,"H14207-04-01",978.488586425781
142070401,20,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,21,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070401,22,2,,,,,,,,,,"H14207-04-01",978.488586425781
142070402,1,1,,2,18000,2,1,,2,,,"H14207-04-02",978.488586425781
142070402,2,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,3,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,4,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,5,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,6,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,7,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,8,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,9,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,10,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,11,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,12,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,13,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,14,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,15,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,16,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,17,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,18,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,19,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,20,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,21,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070402,22,2,,,,,,,,,,"H14207-04-02",978.488586425781
142070403,1,1,,7,40000,4,1,,1,1,5000,"H14207-04-03",978.488586425781
142070403,2,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,3,1,,1,6000,1,1,,2,,,"H14207-04-03",978.488586425781
142070403,4,1,,1,5000,1,1,,2,,,"H14207-04-03",978.488586425781
142070403,5,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,6,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,7,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,8,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,9,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,10,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,11,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,12,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,13,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,14,1,,0,,0,1,,1,1,150000,"H14207-04-03",978.488586425781
142070403,15,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,16,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,17,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,18,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,19,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,20,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,21,2,,,,,,,,,,"H14207-04-03",978.488586425781
142070403,22,2,,,,,,,,,,"H14207-04-03",978.488586425781
142080401,1,1,,4,32000,4,1,,2,,,"H14208-04-01",2935.46557617188
142080401,2,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,3,1,,2,5000,2,1,,2,,,"H14208-04-01",2935.46557617188
142080401,4,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,5,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,6,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,7,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,8,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,9,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,10,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,11,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,12,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,13,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,14,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,15,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,16,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,17,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,18,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,19,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,20,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,21,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142080401,22,2,,,,,,,,,,"H14208-04-01",2935.46557617188
142090401,1,1,,5,30000,5,1,,2,,,"H14209-04-01",2935.46557617188
142090401,2,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,3,1,,2,18000,2,1,,2,,,"H14209-04-01",2935.46557617188
142090401,4,1,,1,8000,1,1,,2,,,"H14209-04-01",2935.46557617188
142090401,5,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,6,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,7,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,8,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,9,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,10,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,11,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,12,1,,1,12000,0,1,,2,,,"H14209-04-01",2935.46557617188
142090401,13,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,14,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,15,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,16,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,17,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,18,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,19,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,20,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,21,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142090401,22,2,,,,,,,,,,"H14209-04-01",2935.46557617188
142100401,1,1,,3,28000,3,1,,1,1,0,"H14210-04-01",2935.46557617188
142100401,2,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,3,1,,0,,0,1,,1,2,0,"H14210-04-01",2935.46557617188
142100401,4,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,5,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,6,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,7,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,8,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,9,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,10,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,11,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,12,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,13,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,14,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,15,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,16,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,17,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,18,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,19,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,20,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,21,2,,,,,,,,,,"H14210-04-01",2935.46557617188
142100401,22,2,,,,,,,,,,"H14210-04-01",2935.46557617188
143010401,1,1,,6,50000,6,1,,2,,,"H14301-04-01",1467.73278808594
143010401,2,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,3,1,,1,5000,1,1,,2,,,"H14301-04-01",1467.73278808594
143010401,4,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,5,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,6,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,7,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,8,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,9,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,10,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,11,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,12,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,13,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,14,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,15,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,16,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,17,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,18,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,19,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,20,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,21,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010401,22,2,,,,,,,,,,"H14301-04-01",1467.73278808594
143010402,1,1,,4,32000,4,1,,1,1,6000,"H14301-04-02",1467.73278808594
143010402,2,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,3,1,,1,5000,1,1,,2,,,"H14301-04-02",1467.73278808594
143010402,4,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,5,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,6,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,7,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,8,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,9,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,10,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,11,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,12,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,13,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,14,1,,1,200000,1,1,,2,,,"H14301-04-02",1467.73278808594
143010402,15,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,16,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,17,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,18,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,19,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,20,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,21,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143010402,22,2,,,,,,,,,,"H14301-04-02",1467.73278808594
143020401,1,1,,6,30000,6,1,,2,,,"H14302-04-01",733.866394042969
143020401,2,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,3,1,,2,10000,2,1,,2,,,"H14302-04-01",733.866394042969
143020401,4,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,5,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,6,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,7,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,8,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,9,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,10,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,11,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,12,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,13,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,14,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,15,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,16,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,17,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,18,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,19,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,20,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,21,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020401,22,2,,,,,,,,,,"H14302-04-01",733.866394042969
143020402,1,1,,2,4000,2,1,,2,,,"H14302-04-02",733.866394042969
143020402,2,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,3,1,,1,3000,1,1,,2,,,"H14302-04-02",733.866394042969
143020402,4,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,5,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,6,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,7,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,8,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,9,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,10,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,11,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,12,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,13,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,14,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,15,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,16,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,17,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,18,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,19,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,20,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,21,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020402,22,2,,,,,,,,,,"H14302-04-02",733.866394042969
143020403,1,1,,2,6000,2,1,,2,,,"H14302-04-03",733.866394042969
143020403,2,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,3,1,,1,3500,1,1,,2,,,"H14302-04-03",733.866394042969
143020403,4,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,5,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,6,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,7,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,8,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,9,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,10,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,11,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,12,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,13,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,14,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,15,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,16,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,17,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,18,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,19,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,20,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,21,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020403,22,2,,,,,,,,,,"H14302-04-03",733.866394042969
143020404,1,1,,8,30000,10,1,,2,,,"H14302-04-04",733.866394042969
143020404,2,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,3,1,,3,10000,3,1,,2,,,"H14302-04-04",733.866394042969
143020404,4,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,5,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,6,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,7,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,8,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,9,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,10,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,11,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,12,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,13,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,14,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,15,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,16,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,17,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,18,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,19,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,20,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,21,2,,,,,,,,,,"H14302-04-04",733.866394042969
143020404,22,2,,,,,,,,,,"H14302-04-04",733.866394042969
143030401,1,1,,4,15000,4,1,,1,3,5000,"H14303-04-01",2935.46557617188
143030401,2,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,3,1,,2,3000,2,1,,2,,,"H14303-04-01",2935.46557617188
143030401,4,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,5,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,6,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,7,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,8,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,9,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,10,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,11,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,12,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,13,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,14,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,15,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,16,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,17,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,18,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,19,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,20,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,21,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143030401,22,2,,,,,,,,,,"H14303-04-01",2935.46557617188
143040401,1,1,,2,10000,2,1,,1,2,0,"H14304-04-01",733.866394042969
143040401,2,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,3,1,,1,5000,1,1,,1,1,0,"H14304-04-01",733.866394042969
143040401,4,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,5,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,6,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,7,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,8,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,9,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,10,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,11,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,12,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,13,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,14,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,15,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,16,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,17,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,18,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,19,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,20,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,21,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040401,22,2,,,,,,,,,,"H14304-04-01",733.866394042969
143040402,1,1,,2,16000,2,1,,2,,,"H14304-04-02",733.866394042969
143040402,2,2,,,,,,,,,,"H14304-04-02",733.866394042969
