"PID","HHID","h6q23_1","h6q23","wgt_X"
"P13307-021","H13307-04-01",12,2,1136.32177734375
"P13307-021","H13307-04-01",19,2,1136.32177734375
"P13307-021","H13307-04-01",99,2,1136.32177734375
"P13307-021","H13307-04-01",17,2,1136.32177734375
"P13307-021","H13307-04-01",1,2,1136.32177734375
"P13307-021","H13307-04-01",18,2,1136.32177734375
"P13307-021","H13307-04-01",16,2,1136.32177734375
"P13307-021","H13307-04-01",2,2,1136.32177734375
"P13307-021","H13307-04-01",7,2,1136.32177734375
"P13307-021","H13307-04-01",15,2,1136.32177734375
"P13307-021","H13307-04-01",13,2,1136.32177734375
"P13307-021","H13307-04-01",14,2,1136.32177734375
"P13307-021","H13307-04-01",6,2,1136.32177734375
"P13307-021","H13307-04-01",8,1,1136.32177734375
"P13310-100","H13310-04-05",16,2,324.663391113281
"P13310-100","H13310-04-05",6,2,324.663391113281
"P13310-100","H13310-04-05",12,2,324.663391113281
"P13310-100","H13310-04-05",11,2,324.663391113281
"P13310-100","H13310-04-05",1,2,324.663391113281
"P13310-100","H13310-04-05",19,2,324.663391113281
"P13310-100","H13310-04-05",7,1,324.663391113281
"P13310-100","H13310-04-05",15,2,324.663391113281
"P13310-100","H13310-04-05",13,2,324.663391113281
"P13310-100","H13310-04-05",2,1,324.663391113281
"P13310-100","H13310-04-05",18,2,324.663391113281
"P13310-100","H13310-04-05",17,2,324.663391113281
"P13310-100","H13310-04-05",14,2,324.663391113281
"P13310-100","H13310-04-05",99,2,324.663391113281
"P13310-100","H13310-04-05",8,2,324.663391113281
"P14008-012","H14008-04-01",15,2,1467.73278808594
"P14008-012","H14008-04-01",11,2,1467.73278808594
"P14008-012","H14008-04-01",2,2,1467.73278808594
"P14008-012","H14008-04-01",6,2,1467.73278808594
"P14008-012","H14008-04-01",17,2,1467.73278808594
"P14008-012","H14008-04-01",14,2,1467.73278808594
"P14008-012","H14008-04-01",8,2,1467.73278808594
"P14008-012","H14008-04-01",99,2,1467.73278808594
"P14008-012","H14008-04-01",7,2,1467.73278808594
"P14008-012","H14008-04-01",16,1,1467.73278808594
"P14008-012","H14008-04-01",13,2,1467.73278808594
"P14008-012","H14008-04-01",18,2,1467.73278808594
"P14008-012","H14008-04-01",19,2,1467.73278808594
"P14008-012","H14008-04-01",12,2,1467.73278808594
"P14008-012","H14008-04-01",1,2,1467.73278808594
"P14008-013","H14008-04-02",2,2,1467.73278808594
"P14008-013","H14008-04-02",18,2,1467.73278808594
"P14008-013","H14008-04-02",15,2,1467.73278808594
"P14008-013","H14008-04-02",99,2,1467.73278808594
"P14008-013","H14008-04-02",14,2,1467.73278808594
"P14008-013","H14008-04-02",17,2,1467.73278808594
"P14008-013","H14008-04-02",16,1,1467.73278808594
"P14008-013","H14008-04-02",13,2,1467.73278808594
"P14008-013","H14008-04-02",7,2,1467.73278808594
"P14008-013","H14008-04-02",1,2,1467.73278808594
"P14008-013","H14008-04-02",19,2,1467.73278808594
"P14008-013","H14008-04-02",11,2,1467.73278808594
"P14008-013","H14008-04-02",8,2,1467.73278808594
"P14008-013","H14008-04-02",6,2,1467.73278808594
"P14008-013","H14008-04-02",12,2,1467.73278808594
"P14207-016","H14207-04-02",13,2,978.488586425781
"P14207-016","H14207-04-02",8,2,978.488586425781
"P14207-016","H14207-04-02",14,2,978.488586425781
"P14207-016","H14207-04-02",17,2,978.488586425781
"P14207-016","H14207-04-02",6,2,978.488586425781
"P14207-016","H14207-04-02",18,2,978.488586425781
"P14207-016","H14207-04-02",12,2,978.488586425781
"P14207-016","H14207-04-02",19,2,978.488586425781
"P14207-016","H14207-04-02",2,2,978.488586425781
"P14207-016","H14207-04-02",99,2,978.488586425781
"P14207-016","H14207-04-02",11,2,978.488586425781
"P14207-016","H14207-04-02",15,2,978.488586425781
"P14207-016","H14207-04-02",16,1,978.488586425781
"P14207-016","H14207-04-02",7,2,978.488586425781
"P14207-016","H14207-04-02",1,2,978.488586425781
"P14210-011","H14210-04-01",13,2,2935.46557617188
"P14210-011","H14210-04-01",7,2,2935.46557617188
"P14210-011","H14210-04-01",99,2,2935.46557617188
"P14210-011","H14210-04-01",15,2,2935.46557617188
"P14210-011","H14210-04-01",8,2,2935.46557617188
"P14210-011","H14210-04-01",18,2,2935.46557617188
"P14210-011","H14210-04-01",6,2,2935.46557617188
"P14210-011","H14210-04-01",12,2,2935.46557617188
"P14210-011","H14210-04-01",16,2,2935.46557617188
"P14210-011","H14210-04-01",19,2,2935.46557617188
"P14210-011","H14210-04-01",2,2,2935.46557617188
"P14210-011","H14210-04-01",14,2,2935.46557617188
"P14210-011","H14210-04-01",1,2,2935.46557617188
"P14210-011","H14210-04-01",11,2,2935.46557617188
"P14210-011","H14210-04-01",17,2,2935.46557617188
"P14302-033","H14302-04-02",18,2,733.866394042969
"P14302-033","H14302-04-02",1,2,733.866394042969
"P14302-033","H14302-04-02",2,2,733.866394042969
"P14302-033","H14302-04-02",19,2,733.866394042969
"P14302-033","H14302-04-02",11,2,733.866394042969
"P14302-033","H14302-04-02",15,2,733.866394042969
"P14302-033","H14302-04-02",8,2,733.866394042969
"P14302-033","H14302-04-02",7,2,733.866394042969
"P14302-033","H14302-04-02",12,2,733.866394042969
"P14302-033","H14302-04-02",16,2,733.866394042969
"P14302-033","H14302-04-02",13,2,733.866394042969
"P14302-033","H14302-04-02",14,2,733.866394042969
"P14302-033","H14302-04-02",17,2,733.866394042969
"P14302-033","H14302-04-02",99,2,733.866394042969
"P14302-033","H14302-04-02",6,2,733.866394042969
"P14302-035","H14302-04-03",99,2,733.866394042969
"P14302-035","H14302-04-03",2,2,733.866394042969
"P14302-035","H14302-04-03",16,1,733.866394042969
"P14302-035","H14302-04-03",1,2,733.866394042969
"P14302-035","H14302-04-03",14,2,733.866394042969
"P14302-035","H14302-04-03",7,2,733.866394042969
"P14302-035","H14302-04-03",6,2,733.866394042969
"P14302-035","H14302-04-03",11,2,733.866394042969
"P14302-035","H14302-04-03",13,2,733.866394042969
"P14302-035","H14302-04-03",15,2,733.866394042969
"P14302-035","H14302-04-03",17,2,733.866394042969
"P14302-035","H14302-04-03",19,2,733.866394042969
"P14302-035","H14302-04-03",12,2,733.866394042969
"P14302-035","H14302-04-03",18,2,733.866394042969
"P14302-035","H14302-04-03",8,2,733.866394042969
"P14302-036","H14302-04-04",17,2,733.866394042969
"P14302-036","H14302-04-04",7,2,733.866394042969
"P14302-036","H14302-04-04",8,1,733.866394042969
"P14302-036","H14302-04-04",2,2,733.866394042969
"P14302-036","H14302-04-04",1,2,733.866394042969
"P14302-036","H14302-04-04",18,2,733.866394042969
"P14302-036","H14302-04-04",12,2,733.866394042969
"P14302-036","H14302-04-04",19,2,733.866394042969
"P14302-036","H14302-04-04",11,2,733.866394042969
"P14302-036","H14302-04-04",99,2,733.866394042969
"P14302-036","H14302-04-04",16,2,733.866394042969
"P14302-036","H14302-04-04",14,2,733.866394042969
"P14302-036","H14302-04-04",6,2,733.866394042969
"P14302-036","H14302-04-04",13,2,733.866394042969
"P14302-036","H14302-04-04",15,2,733.866394042969
"P14304-014","H14304-04-02",6,2,733.866394042969
"P14304-014","H14304-04-02",18,2,733.866394042969
"P14304-014","H14304-04-02",15,2,733.866394042969
"P14304-014","H14304-04-02",1,2,733.866394042969
"P14304-014","H14304-04-02",16,1,733.866394042969
"P14304-014","H14304-04-02",19,2,733.866394042969
"P14304-014","H14304-04-02",13,2,733.866394042969
"P14304-014","H14304-04-02",2,2,733.866394042969
"P14304-014","H14304-04-02",11,2,733.866394042969
"P14304-014","H14304-04-02",8,2,733.866394042969
"P14304-014","H14304-04-02",14,2,733.866394042969
"P14304-014","H14304-04-02",99,2,733.866394042969
"P14304-014","H14304-04-02",7,2,733.866394042969
"P14304-014","H14304-04-02",17,2,733.866394042969
"P14304-014","H14304-04-02",12,2,733.866394042969
"P14309-037","H14309-04-03",13,2,587.093139648438
"P14309-037","H14309-04-03",7,2,587.093139648438
"P14309-037","H14309-04-03",17,2,587.093139648438
"P14309-037","H14309-04-03",8,1,587.093139648438
"P14309-037","H14309-04-03",14,2,587.093139648438
"P14309-037","H14309-04-03",15,2,587.093139648438
"P14309-037","H14309-04-03",19,2,587.093139648438
"P14309-037","H14309-04-03",2,2,587.093139648438
"P14309-037","H14309-04-03",11,2,587.093139648438
"P14309-037","H14309-04-03",6,2,587.093139648438
"P14309-037","H14309-04-03",1,2,587.093139648438
"P14309-037","H14309-04-03",12,2,587.093139648438
"P14309-037","H14309-04-03",99,2,587.093139648438
"P14309-037","H14309-04-03",16,2,587.093139648438
"P14309-037","H14309-04-03",18,2,587.093139648438
"P14403-009","H14403-04-01",19,2,2935.46557617188
"P14403-009","H14403-04-01",8,2,2935.46557617188
"P14403-009","H14403-04-01",17,2,2935.46557617188
"P14403-009","H14403-04-01",7,2,2935.46557617188
"P14403-009","H14403-04-01",2,2,2935.46557617188
"P14403-009","H14403-04-01",16,2,2935.46557617188
"P14403-009","H14403-04-01",6,2,2935.46557617188
"P14403-009","H14403-04-01",14,2,2935.46557617188
"P14403-009","H14403-04-01",11,2,2935.46557617188
"P14403-009","H14403-04-01",13,2,2935.46557617188
"P14403-009","H14403-04-01",15,2,2935.46557617188
"P14403-009","H14403-04-01",12,2,2935.46557617188
"P14403-009","H14403-04-01",18,2,2935.46557617188
"P14403-009","H14403-04-01",1,1,2935.46557617188
"P14403-009","H14403-04-01",99,2,2935.46557617188
"P14408-006","H14408-04-01",8,2,2935.46557617188
"P14408-006","H14408-04-01",13,2,2935.46557617188
"P14408-006","H14408-04-01",14,2,2935.46557617188
"P14408-006","H14408-04-01",17,2,2935.46557617188
"P14408-006","H14408-04-01",7,2,2935.46557617188
"P14408-006","H14408-04-01",15,1,2935.46557617188
"P14408-006","H14408-04-01",6,2,2935.46557617188
"P14408-006","H14408-04-01",11,2,2935.46557617188
"P14408-006","H14408-04-01",19,2,2935.46557617188
"P14408-006","H14408-04-01",1,2,2935.46557617188
"P14408-006","H14408-04-01",2,2,2935.46557617188
"P14408-006","H14408-04-01",18,2,2935.46557617188
"P14408-006","H14408-04-01",16,2,2935.46557617188
"P14408-006","H14408-04-01",99,2,2935.46557617188
"P14408-006","H14408-04-01",12,2,2935.46557617188
"P14803-008","H14803-04-01",8,2,2935.46557617188
"P14803-008","H14803-04-01",15,2,2935.46557617188
"P14803-008","H14803-04-01",2,2,2935.46557617188
"P14803-008","H14803-04-01",17,2,2935.46557617188
"P14803-008","H14803-04-01",12,2,2935.46557617188
"P14803-008","H14803-04-01",13,2,2935.46557617188
"P14803-008","H14803-04-01",14,2,2935.46557617188
"P14803-008","H14803-04-01",16,1,2935.46557617188
"P14803-008","H14803-04-01",18,2,2935.46557617188
"P14803-008","H14803-04-01",7,2,2935.46557617188
"P14803-008","H14803-04-01",99,2,2935.46557617188
"P14803-008","H14803-04-01",19,2,2935.46557617188
"P14803-008","H14803-04-01",6,2,2935.46557617188
"P14803-008","H14803-04-01",1,2,2935.46557617188
"P14803-008","H14803-04-01",11,2,2935.46557617188
"P14903-014","H14903-04-02",18,2,1467.73278808594
"P14903-014","H14903-04-02",14,2,1467.73278808594
"P14903-014","H14903-04-02",1,2,1467.73278808594
"P14903-014","H14903-04-02",11,2,1467.73278808594
"P14903-014","H14903-04-02",13,2,1467.73278808594
"P14903-014","H14903-04-02",19,2,1467.73278808594
"P14903-014","H14903-04-02",15,2,1467.73278808594
"P14903-014","H14903-04-02",17,2,1467.73278808594
"P14903-014","H14903-04-02",7,2,1467.73278808594
"P14903-014","H14903-04-02",16,1,1467.73278808594
"P14903-014","H14903-04-02",12,2,1467.73278808594
"P14903-014","H14903-04-02",2,2,1467.73278808594
"P14903-014","H14903-04-02",99,2,1467.73278808594
"P14903-014","H14903-04-02",8,2,1467.73278808594
"P14903-014","H14903-04-02",6,2,1467.73278808594
"P14908-007","H14908-04-01",6,2,2935.46557617188
"P14908-007","H14908-04-01",14,2,2935.46557617188
"P14908-007","H14908-04-01",2,1,2935.46557617188
"P14908-007","H14908-04-01",7,2,2935.46557617188
"P14908-007","H14908-04-01",11,2,2935.46557617188
"P14908-007","H14908-04-01",16,2,2935.46557617188
"P14908-007","H14908-04-01",15,2,2935.46557617188
"P14908-007","H14908-04-01",17,2,2935.46557617188
"P14908-007","H14908-04-01",8,2,2935.46557617188
"P14908-007","H14908-04-01",12,2,2935.46557617188
"P14908-007","H14908-04-01",19,2,2935.46557617188
"P14908-007","H14908-04-01",13,2,2935.46557617188
"P14908-007","H14908-04-01",1,2,2935.46557617188
"P14908-007","H14908-04-01",99,2,2935.46557617188
"P14908-007","H14908-04-01",18,2,2935.46557617188
"P15007-024","H15007-04-01",15,2,1467.73278808594
"P15007-024","H15007-04-01",19,2,1467.73278808594
"P15007-024","H15007-04-01",17,2,1467.73278808594
"P15007-024","H15007-04-01",8,1,1467.73278808594
"P15007-024","H15007-04-01",11,2,1467.73278808594
"P15007-024","H15007-04-01",7,2,1467.73278808594
"P15007-024","H15007-04-01",99,2,1467.73278808594
"P15007-024","H15007-04-01",12,2,1467.73278808594
"P15007-024","H15007-04-01",16,2,1467.73278808594
"P15007-024","H15007-04-01",6,2,1467.73278808594
"P15007-024","H15007-04-01",14,2,1467.73278808594
"P15007-024","H15007-04-01",13,2,1467.73278808594
"P15007-024","H15007-04-01",1,2,1467.73278808594
"P15007-024","H15007-04-01",2,2,1467.73278808594
"P15007-024","H15007-04-01",18,2,1467.73278808594
"P15302-012","H15302-04-01",1,2,2935.46557617188
"P15302-012","H15302-04-01",7,2,2935.46557617188
"P15302-012","H15302-04-01",2,2,2935.46557617188
"P15302-012","H15302-04-01",8,2,2935.46557617188
"P15302-012","H15302-04-01",11,2,2935.46557617188
"P15302-012","H15302-04-01",13,2,2935.46557617188
"P15302-012","H15302-04-01",6,2,2935.46557617188
"P15302-012","H15302-04-01",12,2,2935.46557617188
"P15302-012","H15302-04-01",18,2,2935.46557617188
"P15302-012","H15302-04-01",19,2,2935.46557617188
"P15302-012","H15302-04-01",99,2,2935.46557617188
"P15302-012","H15302-04-01",17,2,2935.46557617188
"P15302-012","H15302-04-01",14,2,2935.46557617188
"P15302-012","H15302-04-01",15,2,2935.46557617188
"P15302-012","H15302-04-01",16,1,2935.46557617188
"P15505-016","H15505-04-02",99,1,1467.73278808594
"P15505-016","H15505-04-02",16,2,1467.73278808594
"P15505-016","H15505-04-02",2,2,1467.73278808594
"P15505-016","H15505-04-02",17,2,1467.73278808594
"P15505-016","H15505-04-02",1,2,1467.73278808594
"P15505-016","H15505-04-02",13,2,1467.73278808594
"P15505-016","H15505-04-02",7,2,1467.73278808594
"P15505-016","H15505-04-02",14,2,1467.73278808594
"P15505-016","H15505-04-02",8,2,1467.73278808594
"P15505-016","H15505-04-02",15,2,1467.73278808594
"P15505-016","H15505-04-02",6,2,1467.73278808594
"P15505-016","H15505-04-02",19,2,1467.73278808594
"P15505-016","H15505-04-02",11,2,1467.73278808594
"P15505-016","H15505-04-02",12,2,1467.73278808594
"P15505-016","H15505-04-02",18,2,1467.73278808594
"P15909-027","H15909-04-03",18,2,978.488708496094
"P15909-027","H15909-04-03",11,2,978.488708496094
"P15909-027","H15909-04-03",12,2,978.488708496094
"P15909-027","H15909-04-03",14,2,978.488708496094
"P15909-027","H15909-04-03",6,2,978.488708496094
"P15909-027","H15909-04-03",2,2,978.488708496094
"P15909-027","H15909-04-03",13,2,978.488708496094
"P15909-027","H15909-04-03",16,1,978.488708496094
"P15909-027","H15909-04-03",1,2,978.488708496094
"P15909-027","H15909-04-03",19,2,978.488708496094
"P15909-027","H15909-04-03",99,2,978.488708496094
"P15909-027","H15909-04-03",17,2,978.488708496094
"P15909-027","H15909-04-03",8,2,978.488708496094
"P15909-027","H15909-04-03",15,2,978.488708496094
"P15909-027","H15909-04-03",7,2,978.488708496094
"P16205-015","H16205-04-01",99,2,2935.46557617188
"P16205-015","H16205-04-01",16,2,2935.46557617188
"P16205-015","H16205-04-01",8,2,2935.46557617188
"P16205-015","H16205-04-01",7,2,2935.46557617188
"P16205-015","H16205-04-01",1,2,2935.46557617188
"P16205-015","H16205-04-01",12,2,2935.46557617188
"P16205-015","H16205-04-01",11,2,2935.46557617188
"P16205-015","H16205-04-01",6,2,2935.46557617188
"P16205-015","H16205-04-01",17,2,2935.46557617188
"P16205-015","H16205-04-01",18,2,2935.46557617188
"P16205-015","H16205-04-01",2,1,2935.46557617188
"P16205-015","H16205-04-01",14,2,2935.46557617188
"P16205-015","H16205-04-01",15,2,2935.46557617188
"P16205-015","H16205-04-01",13,2,2935.46557617188
"P16205-015","H16205-04-01",19,2,2935.46557617188
"P16206-010","H16206-04-01",7,2,2935.46557617188
"P16206-010","H16206-04-01",19,2,2935.46557617188
"P16206-010","H16206-04-01",6,2,2935.46557617188
"P16206-010","H16206-04-01",13,2,2935.46557617188
"P16206-010","H16206-04-01",14,2,2935.46557617188
"P16206-010","H16206-04-01",12,2,2935.46557617188
"P16206-010","H16206-04-01",16,2,2935.46557617188
"P16206-010","H16206-04-01",99,2,2935.46557617188
"P16206-010","H16206-04-01",18,2,2935.46557617188
"P16206-010","H16206-04-01",17,2,2935.46557617188
"P16206-010","H16206-04-01",1,2,2935.46557617188
"P16206-010","H16206-04-01",2,1,2935.46557617188
"P16206-010","H16206-04-01",8,2,2935.46557617188
"P16206-010","H16206-04-01",11,2,2935.46557617188
"P16206-010","H16206-04-01",15,2,2935.46557617188
"P16208-013","H16208-04-01",18,2,2935.46557617188
"P16208-013","H16208-04-01",17,2,2935.46557617188
"P16208-013","H16208-04-01",16,2,2935.46557617188
"P16208-013","H16208-04-01",6,2,2935.46557617188
"P16208-013","H16208-04-01",1,2,2935.46557617188
"P16208-013","H16208-04-01",19,2,2935.46557617188
"P16208-013","H16208-04-01",7,2,2935.46557617188
"P16208-013","H16208-04-01",8,1,2935.46557617188
"P16208-013","H16208-04-01",99,2,2935.46557617188
"P16208-013","H16208-04-01",2,2,2935.46557617188
"P16208-013","H16208-04-01",13,2,2935.46557617188
"P16208-013","H16208-04-01",14,2,2935.46557617188
"P16208-013","H16208-04-01",12,2,2935.46557617188
"P16208-013","H16208-04-01",15,2,2935.46557617188
"P16208-013","H16208-04-01",11,2,2935.46557617188
"P16209-009","H16209-04-01",11,2,2935.46557617188
"P16209-009","H16209-04-01",13,2,2935.46557617188
"P16209-009","H16209-04-01",19,2,2935.46557617188
"P16209-009","H16209-04-01",12,2,2935.46557617188
"P16209-009","H16209-04-01",14,2,2935.46557617188
"P16209-009","H16209-04-01",2,2,2935.46557617188
"P16209-009","H16209-04-01",6,2,2935.46557617188
"P16209-009","H16209-04-01",15,1,2935.46557617188
"P16209-009","H16209-04-01",7,2,2935.46557617188
"P16209-009","H16209-04-01",17,2,2935.46557617188
"P16209-009","H16209-04-01",1,2,2935.46557617188
"P16209-009","H16209-04-01",8,2,2935.46557617188
"P16209-009","H16209-04-01",16,2,2935.46557617188
"P16209-009","H16209-04-01",18,2,2935.46557617188
"P16209-009","H16209-04-01",99,2,2935.46557617188
"P16304-011","H16304-04-01",7,2,2935.46557617188
"P16304-011","H16304-04-01",16,1,2935.46557617188
"P16304-011","H16304-04-01",18,2,2935.46557617188
"P16304-011","H16304-04-01",17,2,2935.46557617188
"P16304-011","H16304-04-01",11,2,2935.46557617188
"P16304-011","H16304-04-01",6,2,2935.46557617188
"P16304-011","H16304-04-01",19,2,2935.46557617188
"P16304-011","H16304-04-01",15,2,2935.46557617188
"P16304-011","H16304-04-01",8,2,2935.46557617188
"P16304-011","H16304-04-01",14,2,2935.46557617188
"P16304-011","H16304-04-01",1,2,2935.46557617188
"P16304-011","H16304-04-01",13,2,2935.46557617188
"P16304-011","H16304-04-01",99,2,2935.46557617188
"P16304-011","H16304-04-01",2,2,2935.46557617188
"P16304-011","H16304-04-01",12,2,2935.46557617188
"P16305-009","H16305-04-03",18,2,978.488586425781
"P16305-009","H16305-04-03",11,2,978.488586425781
"P16305-009","H16305-04-03",2,2,978.488586425781
"P16305-009","H16305-04-03",19,2,978.488586425781
"P16305-009","H16305-04-03",13,2,978.488586425781
"P16305-009","H16305-04-03",14,2,978.488586425781
"P16305-009","H16305-04-03",12,2,978.488586425781
"P16305-009","H16305-04-03",8,2,978.488586425781
"P16305-009","H16305-04-03",1,1,978.488586425781
"P16305-009","H16305-04-03",15,2,978.488586425781
"P16305-009","H16305-04-03",16,2,978.488586425781
"P16305-009","H16305-04-03",99,2,978.488586425781
"P16305-009","H16305-04-03",6,2,978.488586425781
"P16305-009","H16305-04-03",17,2,978.488586425781
"P16305-009","H16305-04-03",7,2,978.488586425781
"P16306-006","H16306-04-01",15,2,2935.46557617188
"P16306-006","H16306-04-01",17,2,2935.46557617188
"P16306-006","H16306-04-01",7,2,2935.46557617188
"P16306-006","H16306-04-01",2,2,2935.46557617188
"P16306-006","H16306-04-01",14,2,2935.46557617188
"P16306-006","H16306-04-01",11,2,2935.46557617188
"P16306-006","H16306-04-01",19,2,2935.46557617188
"P16306-006","H16306-04-01",13,2,2935.46557617188
"P16306-006","H16306-04-01",8,1,2935.46557617188
"P16306-006","H16306-04-01",18,2,2935.46557617188
"P16306-006","H16306-04-01",1,2,2935.46557617188
"P16306-006","H16306-04-01",12,2,2935.46557617188
"P16306-006","H16306-04-01",99,2,2935.46557617188
"P16306-006","H16306-04-01",6,2,2935.46557617188
"P16306-006","H16306-04-01",16,2,2935.46557617188
"P16308-017","H16308-04-01",19,2,1467.73278808594
"P16308-017","H16308-04-01",16,2,1467.73278808594
"P16308-017","H16308-04-01",11,2,1467.73278808594
"P16308-017","H16308-04-01",12,2,1467.73278808594
"P16308-017","H16308-04-01",14,2,1467.73278808594
"P16308-017","H16308-04-01",99,2,1467.73278808594
"P16308-017","H16308-04-01",7,2,1467.73278808594
"P16308-017","H16308-04-01",8,2,1467.73278808594
"P16308-017","H16308-04-01",15,2,1467.73278808594
"P16308-017","H16308-04-01",13,2,1467.73278808594
"P16308-017","H16308-04-01",6,2,1467.73278808594
"P16308-017","H16308-04-01",18,2,1467.73278808594
"P16308-017","H16308-04-01",17,2,1467.73278808594
"P16308-017","H16308-04-01",2,1,1467.73278808594
"P16308-017","H16308-04-01",1,2,1467.73278808594
"P16402-009","H16402-04-01",17,2,2935.46557617188
"P16402-009","H16402-04-01",13,2,2935.46557617188
"P16402-009","H16402-04-01",2,1,2935.46557617188
"P16402-009","H16402-04-01",6,2,2935.46557617188
"P16402-009","H16402-04-01",14,2,2935.46557617188
"P16402-009","H16402-04-01",12,2,2935.46557617188
"P16402-009","H16402-04-01",7,2,2935.46557617188
"P16402-009","H16402-04-01",1,2,2935.46557617188
"P16402-009","H16402-04-01",99,2,2935.46557617188
"P16402-009","H16402-04-01",18,2,2935.46557617188
"P16402-009","H16402-04-01",15,2,2935.46557617188
"P16402-009","H16402-04-01",11,2,2935.46557617188
"P16402-009","H16402-04-01",16,2,2935.46557617188
"P16402-009","H16402-04-01",8,2,2935.46557617188
"P16402-009","H16402-04-01",19,2,2935.46557617188
"P16404-019","H16404-04-01",1,2,2935.46557617188
"P16404-019","H16404-04-01",11,2,2935.46557617188
"P16404-019","H16404-04-01",15,2,2935.46557617188
"P16404-019","H16404-04-01",17,2,2935.46557617188
"P16404-019","H16404-04-01",99,2,2935.46557617188
"P16404-019","H16404-04-01",12,2,2935.46557617188
"P16404-019","H16404-04-01",18,2,2935.46557617188
"P16404-019","H16404-04-01",14,2,2935.46557617188
"P16404-019","H16404-04-01",2,2,2935.46557617188
"P16404-019","H16404-04-01",8,2,2935.46557617188
"P16404-019","H16404-04-01",13,2,2935.46557617188
"P16404-019","H16404-04-01",19,2,2935.46557617188
"P16404-019","H16404-04-01",16,1,2935.46557617188
"P16404-019","H16404-04-01",7,2,2935.46557617188
"P16404-019","H16404-04-01",6,2,2935.46557617188
"P16407-019","H16407-04-02",1,1,978.488586425781
"P16407-019","H16407-04-02",15,2,978.488586425781
"P16407-019","H16407-04-02",19,2,978.488586425781
"P16407-019","H16407-04-02",14,2,978.488586425781
"P16407-019","H16407-04-02",2,2,978.488586425781
"P16407-019","H16407-04-02",17,2,978.488586425781
"P16407-019","H16407-04-02",16,2,978.488586425781
"P16407-019","H16407-04-02",12,2,978.488586425781
"P16407-019","H16407-04-02",11,2,978.488586425781
"P16407-019","H16407-04-02",7,2,978.488586425781
"P16407-019","H16407-04-02",99,2,978.488586425781
"P16407-019","H16407-04-02",13,2,978.488586425781
"P16407-019","H16407-04-02",6,2,978.488586425781
"P16407-019","H16407-04-02",18,2,978.488586425781
"P16407-019","H16407-04-02",8,2,978.488586425781
"P16409-024","H16409-04-01",12,2,733.866394042969
"P16409-024","H16409-04-01",1,2,733.866394042969
"P16409-024","H16409-04-01",13,2,733.866394042969
"P16409-024","H16409-04-01",99,2,733.866394042969
"P16409-024","H16409-04-01",6,2,733.866394042969
"P16409-024","H16409-04-01",18,2,733.866394042969
"P16409-024","H16409-04-01",16,1,733.866394042969
"P16409-024","H16409-04-01",11,2,733.866394042969
"P16409-024","H16409-04-01",14,2,733.866394042969
"P16409-024","H16409-04-01",7,2,733.866394042969
"P16409-024","H16409-04-01",2,2,733.866394042969
"P16409-024","H16409-04-01",8,2,733.866394042969
"P16409-024","H16409-04-01",15,2,733.866394042969
"P16409-024","H16409-04-01",19,2,733.866394042969
"P16409-024","H16409-04-01",17,2,733.866394042969
"P16409-026","H16409-04-04",11,2,733.866394042969
"P16409-026","H16409-04-04",8,2,733.866394042969
"P16409-026","H16409-04-04",6,2,733.866394042969
"P16409-026","H16409-04-04",7,2,733.866394042969
"P16409-026","H16409-04-04",13,2,733.866394042969
"P16409-026","H16409-04-04",18,2,733.866394042969
"P16409-026","H16409-04-04",99,2,733.866394042969
"P16409-026","H16409-04-04",14,2,733.866394042969
"P16409-026","H16409-04-04",2,1,733.866394042969
"P16409-026","H16409-04-04",16,2,733.866394042969
"P16409-026","H16409-04-04",19,2,733.866394042969
"P16409-026","H16409-04-04",12,2,733.866394042969
"P16409-026","H16409-04-04",17,2,733.866394042969
"P16409-026","H16409-04-04",1,2,733.866394042969
"P16409-026","H16409-04-04",15,2,733.866394042969
"P16505-042","H16505-04-03",15,1,978.488586425781
"P16505-042","H16505-04-03",7,2,978.488586425781
"P16505-042","H16505-04-03",2,2,978.488586425781
"P16505-042","H16505-04-03",14,2,978.488586425781
"P16505-042","H16505-04-03",12,2,978.488586425781
"P16505-042","H16505-04-03",16,2,978.488586425781
"P16505-042","H16505-04-03",1,2,978.488586425781
"P16505-042","H16505-04-03",6,2,978.488586425781
"P16505-042","H16505-04-03",18,2,978.488586425781
"P16505-042","H16505-04-03",19,2,978.488586425781
"P16505-042","H16505-04-03",99,2,978.488586425781
"P16505-042","H16505-04-03",8,2,978.488586425781
"P16505-042","H16505-04-03",13,2,978.488586425781
"P16505-042","H16505-04-03",11,2,978.488586425781
"P16505-042","H16505-04-03",17,2,978.488586425781
"P16506-012","H16506-04-01",8,2,2935.46557617188
"P16506-012","H16506-04-01",99,2,2935.46557617188
"P16506-012","H16506-04-01",16,1,2935.46557617188
"P16506-012","H16506-04-01",17,2,2935.46557617188
"P16506-012","H16506-04-01",2,1,2935.46557617188
"P16506-012","H16506-04-01",15,2,2935.46557617188
"P16506-012","H16506-04-01",19,2,2935.46557617188
"P16506-012","H16506-04-01",13,2,2935.46557617188
"P16506-012","H16506-04-01",7,2,2935.46557617188
"P16506-012","H16506-04-01",12,2,2935.46557617188
"P16506-012","H16506-04-01",14,2,2935.46557617188
"P16506-012","H16506-04-01",1,2,2935.46557617188
"P16506-012","H16506-04-01",6,2,2935.46557617188
"P16506-012","H16506-04-01",11,2,2935.46557617188
"P16506-012","H16506-04-01",18,2,2935.46557617188
