"HHID","PID","h6q18","h6q18_1","wgt_X"
"H15305-04-01","P15305-004",10,,2935.46557617188
"H15305-04-01","P15305-009",10,,2935.46557617188
"H15305-04-01","P15305-010",1,,2935.46557617188
"H15305-04-01","P15305-010",10,,2935.46557617188
"H15306-04-01","P15306-007",9,,2935.46557617188
"H15306-04-01","P15306-008",10,,2935.46557617188
"H15306-04-01","P15306-007",10,,2935.46557617188
"H15306-04-01","P15306-007",8,,2935.46557617188
"H15306-04-01","P15306-008",2,,2935.46557617188
"H15306-04-01","P15306-007",1,,2935.46557617188
"H15306-04-01","P15306-008",1,,2935.46557617188
"H15306-04-01","P15306-008",8,,2935.46557617188
"H15306-04-01","P15306-008",9,,2935.46557617188
"H15306-04-01","P15306-007",2,,2935.46557617188
"H15309-04-02","P15309-008",1,,1467.73278808594
"H15309-04-02","P15309-008",2,,1467.73278808594
"H15309-04-02","P15309-008",10,,1467.73278808594
"H15309-04-02","P15309-008",9,,1467.73278808594
"H15309-04-02","P15309-008",8,,1467.73278808594
"H15310-04-01","P15310-012",9,,2935.46557617188
"H15310-04-01","P15310-012",10,,2935.46557617188
"H15310-04-01","P15310-012",8,,2935.46557617188
"H15310-04-01","P15310-012",2,,2935.46557617188
"H15310-04-01","P15310-012",1,,2935.46557617188
"H15505-04-01","P15505-005",8,,1467.73278808594
"H15505-04-01","P15505-015",2,,1467.73278808594
"H15505-04-01","P15505-005",9,,1467.73278808594
"H15505-04-01","P15505-015",8,,1467.73278808594
"H15505-04-01","P15505-005",10,,1467.73278808594
"H15505-04-01","P15505-005",1,,1467.73278808594
"H15505-04-01","P15505-005",2,,1467.73278808594
"H15505-04-01","P15505-015",1,,1467.73278808594
"H15505-04-01","P15505-015",9,,1467.73278808594
"H15505-04-01","P15505-015",10,,1467.73278808594
"H15505-04-02","P15505-017",1,,1467.73278808594
"H15505-04-02","P15505-016",1,,1467.73278808594
"H15505-04-02","P15505-017",10,,1467.73278808594
"H15505-04-02","P15505-016",2,,1467.73278808594
"H15505-04-02","P15505-016",10,,1467.73278808594
"H15505-04-02","P15505-017",9,,1467.73278808594
"H15505-04-02","P15505-016",8,,1467.73278808594
"H15505-04-02","P15505-016",9,,1467.73278808594
"H15505-04-02","P15505-017",2,,1467.73278808594
"H15505-04-02","P15505-017",8,,1467.73278808594
"H15508-04-01","P15508-003",1,,2935.46557617188
"H15508-04-01","P15508-005",8,,2935.46557617188
"H15508-04-01","P15508-003",9,,2935.46557617188
"H15508-04-01","P15508-005",1,,2935.46557617188
"H15508-04-01","P15508-005",10,,2935.46557617188
"H15508-04-01","P15508-003",8,,2935.46557617188
"H15508-04-01","P15508-003",2,,2935.46557617188
"H15508-04-01","P15508-003",10,,2935.46557617188
"H15508-04-01","P15508-005",2,,2935.46557617188
"H15508-04-01","P15508-005",9,,2935.46557617188
"H15509-04-01","P15509-011",9,,2935.46557617188
"H15509-04-01","P15509-011",2,,2935.46557617188
"H15509-04-01","P15509-011",10,,2935.46557617188
"H15509-04-01","P15509-011",1,,2935.46557617188
"H15509-04-01","P15509-012",9,,2935.46557617188
"H15509-04-01","P15509-011",8,,2935.46557617188
"H15509-04-01","P15509-012",2,,2935.46557617188
"H15509-04-01","P15509-012",8,,2935.46557617188
"H15509-04-01","P15509-012",10,,2935.46557617188
"H15509-04-01","P15509-012",1,,2935.46557617188
"H15903-04-01","P15903-005",10,,2935.46606445313
"H15903-04-01","P15903-006",2,,2935.46606445313
"H15903-04-01","P15903-006",8,,2935.46606445313
"H15903-04-01","P15903-006",10,,2935.46606445313
"H15903-04-01","P15903-005",2,,2935.46606445313
"H15903-04-01","P15903-006",1,,2935.46606445313
"H15903-04-01","P15903-006",3,,2935.46606445313
"H15903-04-01","P15903-005",8,,2935.46606445313
"H15903-04-01","P15903-005",9,,2935.46606445313
"H15903-04-01","P15903-005",1,,2935.46606445313
"H15903-04-01","P15903-005",3,,2935.46606445313
"H15903-04-01","P15903-006",9,,2935.46606445313
"H15904-04-01","P15904-010",9,,2935.46606445313
"H15904-04-01","P15904-009",10,,2935.46606445313
"H15904-04-01","P15904-009",9,,2935.46606445313
"H15904-04-01","P15904-010",1,,2935.46606445313
"H15904-04-01","P15904-009",2,,2935.46606445313
"H15904-04-01","P15904-010",8,,2935.46606445313
"H15904-04-01","P15904-010",2,,2935.46606445313
"H15904-04-01","P15904-010",10,,2935.46606445313
"H15904-04-01","P15904-009",1,,2935.46606445313
"H15904-04-01","P15904-009",8,,2935.46606445313
"H15905-04-01","P15905-008",9,,2935.46606445313
"H15905-04-01","P15905-008",2,,2935.46606445313
"H15905-04-01","P15905-008",10,,2935.46606445313
"H15905-04-01","P15905-007",8,,2935.46606445313
"H15905-04-01","P15905-007",2,,2935.46606445313
"H15905-04-01","P15905-007",10,,2935.46606445313
"H15905-04-01","P15905-008",8,,2935.46606445313
"H15905-04-01","P15905-008",1,,2935.46606445313
"H15905-04-01","P15905-007",9,,2935.46606445313
"H15905-04-01","P15905-008",3,,2935.46606445313
"H15905-04-01","P15905-007",1,,2935.46606445313
"H15905-04-01","P15905-007",3,,2935.46606445313
"H15907-04-01","P15907-009",9,,1467.73303222656
"H15907-04-01","P15907-010",2,,1467.73303222656
"H15907-04-01","P15907-008",10,,1467.73303222656
"H15907-04-01","P15907-010",9,,1467.73303222656
"H15907-04-01","P15907-009",8,,1467.73303222656
"H15907-04-01","P15907-008",2,,1467.73303222656
"H15907-04-01","P15907-008",8,,1467.73303222656
"H15907-04-01","P15907-008",1,,1467.73303222656
"H15907-04-01","P15907-009",1,,1467.73303222656
"H15907-04-01","P15907-009",10,,1467.73303222656
"H15907-04-01","P15907-010",10,,1467.73303222656
"H15907-04-01","P15907-009",2,,1467.73303222656
"H15907-04-01","P15907-010",1,,1467.73303222656
"H15907-04-01","P15907-010",8,,1467.73303222656
"H15907-04-01","P15907-008",9,,1467.73303222656
"H15907-04-02","P15907-012",1,,1467.73303222656
"H15907-04-02","P15907-012",9,,1467.73303222656
"H15907-04-02","P15907-012",8,,1467.73303222656
"H15907-04-02","P15907-012",2,,1467.73303222656
"H15907-04-02","P15907-012",10,,1467.73303222656
"H15907-04-02","P15907-012",3,,1467.73303222656
"H15909-04-02","P15909-013",3,,978.488708496094
"H15909-04-02","P15909-013",8,,978.488708496094
"H15909-04-02","P15909-013",1,,978.488708496094
"H15909-04-02","P15909-013",2,,978.488708496094
"H15909-04-02","P15909-013",10,,978.488708496094
"H15909-04-02","P15909-013",9,,978.488708496094
"H15909-04-03","P15909-027",1,,978.488708496094
"H15909-04-03","P15909-027",3,,978.488708496094
"H15909-04-03","P15909-022",1,,978.488708496094
"H15909-04-03","P15909-027",9,,978.488708496094
"H15909-04-03","P15909-022",8,,978.488708496094
"H15909-04-03","P15909-027",10,,978.488708496094
"H15909-04-03","P15909-027",8,,978.488708496094
"H15909-04-03","P15909-022",3,,978.488708496094
"H15909-04-03","P15909-022",10,,978.488708496094
"H15909-04-03","P15909-022",2,,978.488708496094
"H15909-04-03","P15909-022",9,,978.488708496094
"H15909-04-03","P15909-027",2,,978.488708496094
"H16205-04-01","P16205-015",1,,2935.46557617188
"H16205-04-01","P16205-014",10,,2935.46557617188
"H16205-04-01","P16205-012",9,,2935.46557617188
"H16205-04-01","P16205-010",8,,2935.46557617188
"H16205-04-01","P16205-017",10,,2935.46557617188
"H16205-04-01","P16205-014",2,,2935.46557617188
"H16205-04-01","P16205-014",9,,2935.46557617188
"H16205-04-01","P16205-012",10,,2935.46557617188
"H16205-04-01","P16205-017",8,,2935.46557617188
"H16205-04-01","P16205-012",1,,2935.46557617188
"H16205-04-01","P16205-016",9,,2935.46557617188
"H16205-04-01","P16205-017",9,,2935.46557617188
"H16205-04-01","P16205-015",2,,2935.46557617188
"H16205-04-01","P16205-016",1,,2935.46557617188
"H16205-04-01","P16205-015",8,,2935.46557617188
"H16205-04-01","P16205-014",8,,2935.46557617188
"H16205-04-01","P16205-016",8,,2935.46557617188
"H16205-04-01","P16205-015",10,,2935.46557617188
"H16205-04-01","P16205-010",1,,2935.46557617188
"H16205-04-01","P16205-016",2,,2935.46557617188
"H16205-04-01","P16205-016",10,,2935.46557617188
"H16205-04-01","P16205-015",9,,2935.46557617188
"H16205-04-01","P16205-017",2,,2935.46557617188
"H16205-04-01","P16205-012",2,,2935.46557617188
"H16205-04-01","P16205-010",2,,2935.46557617188
"H16205-04-01","P16205-012",8,,2935.46557617188
"H16205-04-01","P16205-010",10,,2935.46557617188
"H16205-04-01","P16205-017",1,,2935.46557617188
"H16205-04-01","P16205-010",9,,2935.46557617188
"H16205-04-01","P16205-014",1,,2935.46557617188
"H16206-04-01","P16206-009",8,,2935.46557617188
"H16206-04-01","P16206-009",1,,2935.46557617188
"H16206-04-01","P16206-009",10,,2935.46557617188
"H16206-04-01","P16206-010",10,,2935.46557617188
"H16206-04-01","P16206-010",9,,2935.46557617188
"H16206-04-01","P16206-010",8,,2935.46557617188
"H16206-04-01","P16206-009",2,,2935.46557617188
"H16206-04-01","P16206-009",9,,2935.46557617188
"H16206-04-01","P16206-010",2,,2935.46557617188
"H16206-04-01","P16206-010",1,,2935.46557617188
"H16208-04-01","P16208-013",10,,2935.46557617188
"H16208-04-01","P16208-013",2,,2935.46557617188
"H16208-04-01","P16208-015",2,,2935.46557617188
"H16208-04-01","P16208-015",1,,2935.46557617188
"H16208-04-01","P16208-013",8,,2935.46557617188
"H16208-04-01","P16208-013",9,,2935.46557617188
"H16208-04-01","P16208-015",8,,2935.46557617188
"H16208-04-01","P16208-015",10,,2935.46557617188
"H16208-04-01","P16208-013",1,,2935.46557617188
"H16208-04-01","P16208-015",9,,2935.46557617188
"H16209-04-01","P16209-008",10,,2935.46557617188
"H16209-04-01","P16209-008",9,,2935.46557617188
"H16209-04-01","P16209-009",1,,2935.46557617188
"H16209-04-01","P16209-009",8,,2935.46557617188
"H16209-04-01","P16209-009",10,,2935.46557617188
"H16209-04-01","P16209-008",8,,2935.46557617188
"H16209-04-01","P16209-009",2,,2935.46557617188
"H16209-04-01","P16209-008",1,,2935.46557617188
"H16209-04-01","P16209-008",2,,2935.46557617188
"H16209-04-01","P16209-009",9,,2935.46557617188
"H16210-04-01","P16210-010",9,,2935.46557617188
"H16210-04-01","P16210-009",10,,2935.46557617188
"H16210-04-01","P16210-010",10,,2935.46557617188
"H16210-04-01","P16210-010",1,,2935.46557617188
"H16210-04-01","P16210-009",9,,2935.46557617188
"H16210-04-01","P16210-010",8,,2935.46557617188
"H16210-04-01","P16210-009",2,,2935.46557617188
"H16210-04-01","P16210-010",2,,2935.46557617188
"H16210-04-01","P16210-009",1,,2935.46557617188
"H16210-04-01","P16210-009",8,,2935.46557617188
"H16304-04-01","P16304-011",1,,2935.46557617188
"H16304-04-01","P16304-011",3,,2935.46557617188
"H16304-04-01","P16304-009",2,,2935.46557617188
"H16304-04-01","P16304-011",2,,2935.46557617188
"H16304-04-01","P16304-011",10,,2935.46557617188
"H16304-04-01","P16304-011",8,,2935.46557617188
"H16304-04-01","P16304-009",10,,2935.46557617188
"H16304-04-01","P16304-009",9,,2935.46557617188
"H16304-04-01","P16304-009",3,,2935.46557617188
"H16304-04-01","P16304-009",8,,2935.46557617188
"H16304-04-01","P16304-009",1,,2935.46557617188
"H16304-04-01","P16304-011",9,,2935.46557617188
"H16305-04-03","P16305-009",9,,978.488586425781
"H16305-04-03","P16305-006",10,,978.488586425781
"H16305-04-03","P16305-006",8,,978.488586425781
"H16305-04-03","P16305-006",1,,978.488586425781
"H16305-04-03","P16305-009",1,,978.488586425781
"H16305-04-03","P16305-009",10,,978.488586425781
"H16305-04-03","P16305-006",9,,978.488586425781
"H16305-04-03","P16305-009",8,,978.488586425781
"H16305-04-03","P16305-006",2,,978.488586425781
"H16305-04-03","P16305-009",2,,978.488586425781
"H16306-04-01","P16306-005",9,,2935.46557617188
"H16306-04-01","P16306-005",3,,2935.46557617188
"H16306-04-01","P16306-005",8,,2935.46557617188
"H16306-04-01","P16306-006",2,,2935.46557617188
"H16306-04-01","P16306-005",10,,2935.46557617188
"H16306-04-01","P16306-005",2,,2935.46557617188
"H16306-04-01","P16306-006",9,,2935.46557617188
"H16306-04-01","P16306-006",8,,2935.46557617188
"H16306-04-01","P16306-006",10,,2935.46557617188
"H16306-04-01","P16306-005",1,,2935.46557617188
"H16306-04-01","P16306-006",3,,2935.46557617188
"H16306-04-01","P16306-006",1,,2935.46557617188
"H16307-04-01","P16307-010",1,,2935.46557617188
"H16307-04-01","P16307-010",3,,2935.46557617188
"H16307-04-01","P16307-010",2,,2935.46557617188
"H16308-04-01","P16308-017",9,,1467.73278808594
"H16308-04-01","P16308-017",2,,1467.73278808594
"H16308-04-01","P16308-017",10,,1467.73278808594
"H16308-04-01","P16308-006",8,,1467.73278808594
"H16308-04-01","P16308-017",8,,1467.73278808594
"H16308-04-01","P16308-006",10,,1467.73278808594
"H16308-04-01","P16308-017",1,,1467.73278808594
"H16308-04-01","P16308-006",9,,1467.73278808594
"H16308-04-01","P16308-017",3,,1467.73278808594
"H16308-04-01","P16308-006",2,,1467.73278808594
"H16308-04-01","P16308-006",1,,1467.73278808594
"H16308-04-01","P16308-006",3,,1467.73278808594
"H16308-04-02","P16308-015",1,,1467.73278808594
"H16308-04-02","P16308-015",10,,1467.73278808594
"H16308-04-02","P16308-015",2,,1467.73278808594
"H16308-04-02","P16308-015",8,,1467.73278808594
"H16308-04-02","P16308-015",9,,1467.73278808594
"H16310-04-01","P16310-007",8,,2935.46557617188
"H16310-04-01","P16310-007",9,,2935.46557617188
"H16310-04-01","P16310-011",10,,2935.46557617188
"H16310-04-01","P16310-012",1,,2935.46557617188
"H16310-04-01","P16310-011",9,,2935.46557617188
"H16310-04-01","P16310-011",2,,2935.46557617188
"H16310-04-01","P16310-012",8,,2935.46557617188
"H16310-04-01","P16310-007",10,,2935.46557617188
"H16310-04-01","P16310-012",10,,2935.46557617188
"H16310-04-01","P16310-012",2,,2935.46557617188
"H16310-04-01","P16310-011",1,,2935.46557617188
"H16310-04-01","P16310-012",9,,2935.46557617188
"H16310-04-01","P16310-011",8,,2935.46557617188
"H16310-04-01","P16310-007",1,,2935.46557617188
"H16310-04-01","P16310-007",2,,2935.46557617188
"H16401-04-01","P16401-014",10,,2935.46557617188
"H16401-04-01","P16401-014",2,,2935.46557617188
"H16401-04-01","P16401-014",8,,2935.46557617188
"H16401-04-01","P16401-014",1,,2935.46557617188
"H16401-04-01","P16401-014",9,,2935.46557617188
"H16402-04-01","P16402-009",10,,2935.46557617188
"H16402-04-01","P16402-009",1,,2935.46557617188
"H16402-04-01","P16402-009",9,,2935.46557617188
"H16402-04-01","P16402-009",2,,2935.46557617188
"H16402-04-01","P16402-009",8,,2935.46557617188
"H16404-04-01","P16404-019",2,,2935.46557617188
"H16404-04-01","P16404-019",1,,2935.46557617188
"H16404-04-01","P16404-019",8,,2935.46557617188
"H16404-04-01","P16404-019",9,,2935.46557617188
"H16404-04-01","P16404-019",10,,2935.46557617188
"H16405-04-02","P16405-006",8,,1467.73278808594
"H16405-04-02","P16405-006",1,,1467.73278808594
"H16405-04-02","P16405-006",2,,1467.73278808594
"H16405-04-02","P16405-006",9,,1467.73278808594
"H16405-04-02","P16405-006",10,,1467.73278808594
"H16406-04-01","P16406-010",1,,2935.46557617188
"H16406-04-01","P16406-010",8,,2935.46557617188
"H16406-04-01","P16406-010",10,,2935.46557617188
"H16406-04-01","P16406-010",9,,2935.46557617188
"H16406-04-01","P16406-010",2,,2935.46557617188
"H16407-04-01","P16407-014",10,,978.488586425781
"H16407-04-01","P16407-013",1,,978.488586425781
"H16407-04-01","P16407-012",2,,978.488586425781
"H16407-04-01","P16407-013",9,,978.488586425781
"H16407-04-01","P16407-014",8,,978.488586425781
"H16407-04-01","P16407-012",8,,978.488586425781
"H16407-04-01","P16407-013",10,,978.488586425781
"H16407-04-01","P16407-013",2,,978.488586425781
"H16407-04-01","P16407-014",9,,978.488586425781
"H16407-04-01","P16407-014",2,,978.488586425781
"H16407-04-01","P16407-012",1,,978.488586425781
"H16407-04-01","P16407-012",9,,978.488586425781
"H16407-04-01","P16407-013",8,,978.488586425781
"H16407-04-01","P16407-012",10,,978.488586425781
"H16407-04-01","P16407-014",1,,978.488586425781
"H16407-04-02","P16407-019",9,,978.488586425781
"H16407-04-02","P16407-019",2,,978.488586425781
"H16407-04-02","P16407-019",1,,978.488586425781
"H16407-04-02","P16407-019",8,,978.488586425781
"H16407-04-02","P16407-019",10,,978.488586425781
"H16409-04-01","P16409-006",2,,733.866394042969
"H16409-04-01","P16409-024",1,,733.866394042969
"H16409-04-01","P16409-006",10,,733.866394042969
"H16409-04-01","P16409-024",2,,733.866394042969
"H16409-04-01","P16409-006",9,,733.866394042969
"H16409-04-01","P16409-024",9,,733.866394042969
"H16409-04-01","P16409-006",1,,733.866394042969
"H16409-04-01","P16409-006",8,,733.866394042969
"H16409-04-01","P16409-024",8,,733.866394042969
"H16409-04-01","P16409-024",10,,733.866394042969
"H16409-04-03","P16409-022",9,,733.866394042969
"H16409-04-03","P16409-022",10,,733.866394042969
"H16409-04-03","P16409-022",8,,733.866394042969
"H16409-04-03","P16409-022",1,,733.866394042969
"H16409-04-03","P16409-022",2,,733.866394042969
"H16409-04-04","P16409-026",1,,733.866394042969
"H16409-04-04","P16409-026",9,,733.866394042969
"H16409-04-04","P16409-026",10,,733.866394042969
"H16409-04-04","P16409-026",2,,733.866394042969
"H16409-04-04","P16409-026",8,,733.866394042969
"H16502-04-01","P16502-005",8,,2935.46557617188
"H16502-04-01","P16502-006",2,,2935.46557617188
"H16502-04-01","P16502-002",1,,2935.46557617188
"H16502-04-01","P16502-006",3,,2935.46557617188
"H16502-04-01","P16502-006",9,,2935.46557617188
"H16502-04-01","P16502-005",10,,2935.46557617188
"H16502-04-01","P16502-006",8,,2935.46557617188
"H16502-04-01","P16502-002",2,,2935.46557617188
"H16502-04-01","P16502-005",9,,2935.46557617188
"H16502-04-01","P16502-005",3,,2935.46557617188
"H16502-04-01","P16502-005",2,,2935.46557617188
"H16502-04-01","P16502-005",1,,2935.46557617188
"H16502-04-01","P16502-006",1,,2935.46557617188
"H16502-04-01","P16502-002",8,,2935.46557617188
"H16502-04-01","P16502-006",10,,2935.46557617188
"H16502-04-01","P16502-002",3,,2935.46557617188
"H16502-04-01","P16502-002",10,,2935.46557617188
"H16502-04-01","P16502-002",9,,2935.46557617188
"H16505-04-01","P16505-030",1,,978.488586425781
"H16505-04-01","P16505-030",3,,978.488586425781
"H16505-04-01","P16505-030",8,,978.488586425781
"H16505-04-01","P16505-030",9,,978.488586425781
"H16505-04-01","P16505-030",10,,978.488586425781
"H16505-04-01","P16505-030",2,,978.488586425781
"H16505-04-02","P16505-016",3,,978.488586425781
"H16505-04-02","P16505-016",9,,978.488586425781
"H16505-04-02","P16505-016",8,,978.488586425781
"H16505-04-02","P16505-016",2,,978.488586425781
"H16505-04-02","P16505-016",10,,978.488586425781
"H16505-04-02","P16505-016",1,,978.488586425781
"H16505-04-03","P16505-041",10,,978.488586425781
"H16505-04-03","P16505-042",10,,978.488586425781
"H16505-04-03","P16505-042",2,,978.488586425781
"H16505-04-03","P16505-042",8,,978.488586425781
"H16505-04-03","P16505-041",8,,978.488586425781
"H16505-04-03","P16505-041",1,,978.488586425781
"H16505-04-03","P16505-042",1,,978.488586425781
"H16505-04-03","P16505-041",2,,978.488586425781
"H16505-04-03","P16505-042",9,,978.488586425781
"H16505-04-03","P16505-041",9,,978.488586425781
"H16506-04-01","P16506-012",9,,2935.46557617188
"H16506-04-01","P16506-010",8,,2935.46557617188
"H16506-04-01","P16506-010",3,,2935.46557617188
"H16506-04-01","P16506-010",10,,2935.46557617188
"H16506-04-01","P16506-010",2,,2935.46557617188
"H16506-04-01","P16506-012",3,,2935.46557617188
"H16506-04-01","P16506-012",8,,2935.46557617188
"H16506-04-01","P16506-010",1,,2935.46557617188
"H16506-04-01","P16506-012",2,,2935.46557617188
"H16506-04-01","P16506-012",10,,2935.46557617188
"H16506-04-01","P16506-012",1,,2935.46557617188
"H16506-04-01","P16506-010",9,,2935.46557617188
"H16507-04-01","P16507-010",2,,2935.46557617188
"H16507-04-01","P16507-009",9,,2935.46557617188
"H16507-04-01","P16507-008",8,,2935.46557617188
"H16507-04-01","P16507-008",10,,2935.46557617188
"H16507-04-01","P16507-008",3,,2935.46557617188
"H16507-04-01","P16507-010",10,,2935.46557617188
"H16507-04-01","P16507-008",2,,2935.46557617188
"H16507-04-01","P16507-008",9,,2935.46557617188
"H16507-04-01","P16507-009",8,,2935.46557617188
"H16507-04-01","P16507-010",9,,2935.46557617188
"H16507-04-01","P16507-009",3,,2935.46557617188
"H16507-04-01","P16507-008",1,,2935.46557617188
"H16507-04-01","P16507-010",3,,2935.46557617188
"H16507-04-01","P16507-010",1,,2935.46557617188
"H16507-04-01","P16507-009",1,,2935.46557617188
"H16507-04-01","P16507-009",2,,2935.46557617188
"H16507-04-01","P16507-009",10,,2935.46557617188
"H16507-04-01","P16507-010",8,,2935.46557617188
"H16508-04-01","P16508-008",1,,2935.46557617188
"H16508-04-01","P16508-010",8,,2935.46557617188
"H16508-04-01","P16508-008",2,,2935.46557617188
"H16508-04-01","P16508-010",1,,2935.46557617188
"H16508-04-01","P16508-010",10,,2935.46557617188
"H16508-04-01","P16508-010",9,,2935.46557617188
"H16508-04-01","P16508-010",2,,2935.46557617188
"H16508-04-01","P16508-008",9,,2935.46557617188
"H16508-04-01","P16508-008",10,,2935.46557617188
"H16508-04-01","P16508-008",8,,2935.46557617188
"H16609-04-01","P16609-011",1,,2935.46557617188
"H16609-04-01","P16609-011",9,,2935.46557617188
"H16609-04-01","P16609-011",2,,2935.46557617188
"H16609-04-01","P16609-011",8,,2935.46557617188
"H16609-04-01","P16609-011",10,,2935.46557617188
"H16611-04-01","P16611-006",10,,2935.46557617188
"H16611-04-01","P16611-006",8,,2935.46557617188
"H16611-04-01","P16611-006",9,,2935.46557617188
"H16611-04-01","P16611-006",2,,2935.46557617188
"H16611-04-01","P16611-006",1,,2935.46557617188
"H16701-04-01","P16701-008",1,,2935.46557617188
"H16701-04-01","P16701-008",9,,2935.46557617188
"H16701-04-01","P16701-007",10,,2935.46557617188
"H16701-04-01","P16701-007",8,,2935.46557617188
"H16701-04-01","P16701-008",10,,2935.46557617188
"H16701-04-01","P16701-007",1,,2935.46557617188
"H16701-04-01","P16701-007",2,,2935.46557617188
"H16701-04-01","P16701-007",9,,2935.46557617188
"H16701-04-01","P16701-008",2,,2935.46557617188
"H16701-04-01","P16701-008",8,,2935.46557617188
"H16702-04-01","P16702-009",2,,2935.46557617188
"H16702-04-01","P16702-009",9,,2935.46557617188
"H16702-04-01","P16702-009",1,,2935.46557617188
"H16702-04-01","P16702-007",8,,2935.46557617188
"H16702-04-01","P16702-007",1,,2935.46557617188
"H16702-04-01","P16702-007",2,,2935.46557617188
"H16702-04-01","P16702-009",8,,2935.46557617188
"H16702-04-01","P16702-007",9,,2935.46557617188
"H16702-04-01","P16702-009",10,,2935.46557617188
"H16702-04-01","P16702-007",10,,2935.46557617188
"H16703-04-02","P16703-011",1,,1467.73278808594
"H16703-04-02","P16703-011",9,,1467.73278808594
"H16703-04-02","P16703-011",10,,1467.73278808594
"H16703-04-02","P16703-011",2,,1467.73278808594
"H16703-04-02","P16703-011",8,,1467.73278808594
"H16704-04-01","P16704-010",8,,1467.73278808594
"H16704-04-01","P16704-010",1,,1467.73278808594
"H16704-04-01","P16704-010",2,,1467.73278808594
"H16704-04-01","P16704-010",9,,1467.73278808594
"H16704-04-01","P16704-010",10,,1467.73278808594
"H16704-04-02","P16704-012",9,,1467.73278808594
"H16704-04-02","P16704-012",10,,1467.73278808594
"H16704-04-02","P16704-012",1,,1467.73278808594
"H16704-04-02","P16704-012",8,,1467.73278808594
"H16704-04-02","P16704-012",2,,1467.73278808594
"H16705-04-01","P16705-008",10,,2935.46557617188
"H16705-04-01","P16705-008",9,,2935.46557617188
"H16705-04-01","P16705-008",2,,2935.46557617188
"H16705-04-01","P16705-008",1,,2935.46557617188
"H16705-04-01","P16705-008",8,,2935.46557617188
"H16708-04-01","P16708-009",10,,2935.46557617188
"H16708-04-01","P16708-008",10,,2935.46557617188
"H16708-04-01","P16708-008",9,,2935.46557617188
"H16708-04-01","P16708-009",8,,2935.46557617188
"H16708-04-01","P16708-008",8,,2935.46557617188
"H16708-04-01","P16708-008",2,,2935.46557617188
"H16708-04-01","P16708-009",1,,2935.46557617188
"H16708-04-01","P16708-009",9,,2935.46557617188
"H16708-04-01","P16708-009",2,,2935.46557617188
"H16708-04-01","P16708-008",1,,2935.46557617188
"H16802-04-01","P16802-006",2,,2935.46606445313
"H16802-04-01","P16802-006",1,,2935.46606445313
"H16802-04-01","P16802-006",10,,2935.46606445313
"H16802-04-01","P16802-006",9,,2935.46606445313
"H16802-04-01","P16802-006",8,,2935.46606445313
"H16803-04-01","P16803-007",2,,2935.46606445313
"H16803-04-01","P16803-008",10,,2935.46606445313
"H16803-04-01","P16803-008",1,,2935.46606445313
"H16803-04-01","P16803-008",9,,2935.46606445313
"H16803-04-01","P16803-007",8,,2935.46606445313
"H16803-04-01","P16803-008",2,,2935.46606445313
"H16803-04-01","P16803-007",10,,2935.46606445313
"H16803-04-01","P16803-008",8,,2935.46606445313
"H16803-04-01","P16803-007",1,,2935.46606445313
"H16803-04-01","P16803-007",9,,2935.46606445313
"H16804-04-01","P16804-006",9,,1467.73303222656
"H16804-04-01","P16804-006",2,,1467.73303222656
"H16804-04-01","P16804-006",8,,1467.73303222656
"H16804-04-01","P16804-006",10,,1467.73303222656
"H16804-04-01","P16804-006",1,,1467.73303222656
"H16804-04-03","P16804-008",9,,1467.73303222656
"H16804-04-03","P16804-008",8,,1467.73303222656
"H16804-04-03","P16804-008",10,,1467.73303222656
"H16804-04-03","P16804-008",1,,1467.73303222656
"H16804-04-03","P16804-008",2,,1467.73303222656
"H16806-04-01","P16806-007",10,,1467.73303222656
"H16806-04-01","P16806-007",2,,1467.73303222656
"H16806-04-01","P16806-007",1,,1467.73303222656
"H16806-04-01","P16806-007",8,,1467.73303222656
"H16806-04-01","P16806-007",9,,1467.73303222656
"H16806-04-02","P16806-012",9,,1467.73303222656
"H16806-04-02","P16806-012",1,,1467.73303222656
"H16806-04-02","P16806-012",10,,1467.73303222656
"H16806-04-02","P16806-012",8,,1467.73303222656
"H16806-04-02","P16806-012",2,,1467.73303222656
"H16807-04-01","P16807-008",8,,2935.46606445313
"H16807-04-01","P16807-008",9,,2935.46606445313
"H16807-04-01","P16807-008",2,,2935.46606445313
"H16807-04-01","P16807-008",10,,2935.46606445313
"H16807-04-01","P16807-008",1,,2935.46606445313
"H16808-04-01","P16808-005",2,,2935.46606445313
"H16808-04-01","P16808-005",8,,2935.46606445313
"H16808-04-01","P16808-005",9,,2935.46606445313
"H16808-04-01","P16808-005",10,,2935.46606445313
"H16808-04-01","P16808-005",1,,2935.46606445313
"H16809-04-02","P16809-014",1,,978.488708496094
"H16809-04-02","P16809-014",9,,978.488708496094
"H16809-04-02","P16809-014",2,,978.488708496094
"H16809-04-02","P16809-014",8,,978.488708496094
"H16809-04-02","P16809-014",10,,978.488708496094
"H16809-04-03","P16809-015",8,,978.488708496094
"H16809-04-03","P16809-015",2,,978.488708496094
"H16809-04-03","P16809-015",9,,978.488708496094
"H16809-04-03","P16809-015",10,,978.488708496094
"H16809-04-03","P16809-015",1,,978.488708496094
"H16810-04-01","P16810-009",1,,2935.46606445313
"H16810-04-01","P16810-009",8,,2935.46606445313
"H16810-04-01","P16810-009",10,,2935.46606445313
"H16810-04-01","P16810-009",9,,2935.46606445313
"H16810-04-01","P16810-009",2,,2935.46606445313
