"HHID","AGroup_ID","a7aq1","a7bq1a","a7bq1b","a7bq1c","a7bq2a","a7bq2b","a7bq2c","a7bq2d_1","a7bq2d_2","a7bq2d_3","a7bq2d_4","a7bq2d_5","a7bq2d_6","a7bq2d_7","a7bq2d_8","a7bq2d_9","a7bq2d_10","a7bq2d_11","a7bq2d_12","a7bq2e","a7bq3a","a7bq3b","a7bq3c","a7bq3f","a7abq4","a7abq5a","a7abq5b","a7bq5c_1","a7bq5c_2","a7bq5c_3","a7bq5c_4","a7bq5c_5","a7bq5c_6","a7bq5c_7","a7bq5c_8","a7bq5c_9","a7bq5c_10","a7bq5c_11","a7bq5c_12","a7bq5c_13","a7bq5c_14","a7bq5c_14_other","a7bq5c_15","a7bq5d","a7bq6a","a7bq6b","a7bq6c","a7bq7a","a7bq7b","a7bq7c","a7bq8a","a7bq8b","a7bq8c","hh","wgt_X"
85090401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08509-04-01",2792.466796875
85090401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08509-04-01",2792.466796875
85090401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08509-04-01",2792.466796875
85100401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,106,1,2,,,2,2,2,,,,,,,,,,,,,,3,4,4,0,1,3,,,,,,,,,,,,,,,,,,,3,,,3,,,3,,,"H08510-04-01",1396.2333984375
85100401,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
85100401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08510-04-01",1396.2333984375
86020401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,107,1,2,,,1,2,2,,,,,,,,,,,,,,1,9,10,0,7,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08602-04-01",930.822265625
86020401,108,1,2,,,5,5,2,,,,,,,,,,,,,,2,4,2,0,7,3,,,,,,,,,,,,,,,,,,,1,1,6000,3,,,3,,,"H08602-04-01",930.822265625
86020401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-01",930.822265625
86020402,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020402,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-02",930.822265625
86020403,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,108,1,2,,,2,2,2,,,,,,,,,,,,,,2,9,4,0,1,1,6,"N",,,,"N",,,,,,,,"N","N",,"Y",10000,1,1,10000,3,,,3,,,"H08602-04-03",930.822265625
86020403,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86020403,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08602-04-03",930.822265625
86030401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86030401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86030401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86030401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86030401,105,1,2,,,2,1,2,,,,,,,,,,,,,,2,2,4,0,7,1,1,"N","N",,"N","N","N",,,,,,,"N","N",,"N",12000,3,,,1,1,96000,3,,,"H08603-04-01",1396.23327636719
86030401,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86030401,107,1,2,,,2,2,2,,,,,,,,,,,,,,2,2,4,0,7,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08603-04-01",1396.23327636719
86030401,108,1,2,,,4,4,2,,,,,,,,,,,,,,2,2,4,0,7,3,,,,,,,,,,,,,,,,,,,1,1,20000,3,,,3,,,"H08603-04-01",1396.23327636719
86030401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86030401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08603-04-01",1396.23327636719
86050401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,107,1,2,,,1,1,2,,,,,,,,,,,,,,1,9,4,0,7,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08605-04-01",2792.46655273438
86050401,108,1,2,,,4,6,2,,,,,,,,,,,,,,2,9,4,0,1,1,6,"N",,,,"N",,,,,,,,"N","N",,"Y",3000,3,,,3,,,1,6,5000,"H08605-04-01",2792.46655273438
86050401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86050401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08605-04-01",2792.46655273438
86090401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,107,1,2,,,1,3,2,,,,,,,,,,,,,,1,4,4,0,1,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08609-04-01",2792.46655273438
86090401,108,1,1,5,2,2,4,1,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",60000,4,4,4,5000,2,3,,,,,,,,,,,,,,,,,,,1,6,0,3,,,1,6,0,"H08609-04-01",2792.46655273438
86090401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86090401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08609-04-01",2792.46655273438
86110401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,107,1,2,,,1,2,2,,,,,,,,,,,,,,2,4,9,0,7,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08611-04-01",2792.46655273438
86110401,108,1,2,,,4,5,2,,,,,,,,,,,,,,2,4,9,0,7,3,,,,,,,,,,,,,,,,,,,1,1,8000,3,,,3,,,"H08611-04-01",2792.46655273438
86110401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
86110401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08611-04-01",2792.46655273438
87010401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,105,1,1,2,5,2,3,2,,,,,,,,,,,,,,3,3,3,0,3,3,,,,,,,,,,,,,,,,,,,1,2,50000,1,6,100000,1,2,200000,"H08701-04-01",2792.466796875
87010401,106,1,1,2,5,2,3,2,,,,,,,,,,,,,,3,3,3,0,3,3,,,,,,,,,,,,,,,,,,,1,6,20000,1,6,10000,1,2,30000,"H08701-04-01",2792.466796875
87010401,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87010401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08701-04-01",2792.466796875
87030401,101,1,2,,,1,5,2,,,,,,,,,,,,,,3,3,3,0,3,1,2,"N","N",,"N","N","N",,,,,,,"N","N",,"Y",100000,1,2,23000,1,6,200000,3,,,"H08703-04-01",2792.466796875
87030401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87030401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87030401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87030401,105,1,2,,,1,5,2,,,,,,,,,,,,,,3,3,3,0,3,1,2,"N","N",,"N","N","N",,,,,,,"N","N",,"Y",100000,1,2,23000,1,6,210000,3,,,"H08703-04-01",2792.466796875
87030401,106,1,2,,,1,5,2,,,,,,,,,,,,,,3,3,3,0,3,1,2,"N",,"N",,"N",,"N","N",,,,,"N","N",,"Y",100000,1,2,23000,1,6,210000,3,,,"H08703-04-01",2792.466796875
87030401,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87030401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87030401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87030401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08703-04-01",2792.466796875
87040401,101,1,2,,,1,5,2,,,,,,,,,,,,,,3,7,6,0,4,3,,,,,,,,,,,,,,,,,,,1,6,250000,1,6,600000,3,,,"H08704-04-01",2792.466796875
87040401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08704-04-01",2792.466796875
87040401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08704-04-01",2792.466796875
87040401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08704-04-01",2792.466796875
87040401,105,1,2,,,1,5,2,,,,,,,,,,,,,,3,6,7,0,1,3,,,,,,,,,,,,,,,,,,,1,6,250000,1,6,600000,3,,,"H08704-04-01",2792.466796875
87040401,106,1,2,,,1,5,2,,,,,,,,,,,,,,3,7,6,0,4,3,,,,,,,,,,,,,,,,,,,1,6,250000,1,6,600000,3,,,"H08704-04-01",2792.466796875
87040401,107,1,2,,,1,2,2,,,,,,,,,,,,,,1,6,7,0,1,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08704-04-01",2792.466796875
87040401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08704-04-01",2792.466796875
87040401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08704-04-01",2792.466796875
87040401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08704-04-01",2792.466796875
87060401,101,1,1,2,14,1,1,1,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",50000,3,3,6,5000,3,1,1,"N","N",,"N","N","Y",,,,,,,"N","N",,"N",600000,1,1,40000,1,1,40000,1,1,40000,"H08706-04-01",2792.466796875
87060401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87060401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08706-04-01",2792.466796875
87070401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87070401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87070401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87070401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87070401,105,1,2,,,1,1,2,,,,,,,,,,,,,,3,3,3,60000,3,1,1,"N","N",,"N","N","N",,,,,,,"N","Y","'Maiso and Kipumpulo'","N",45000,3,,,1,6,50000,3,,,"H08707-04-01",2792.466796875
87070401,106,1,2,,,1,1,2,,,,,,,,,,,,,,3,3,3,20000,3,1,1,"N",,"N",,"N",,"N","N",,,,,"N","N",,"Y",5000,3,,,3,,,3,,,"H08707-04-01",2792.466796875
87070401,107,1,2,,,6,6,2,,,,,,,,,,,,,,5,3,3,5000,7,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08707-04-01",2792.466796875
87070401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87070401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87070401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08707-04-01",2792.466796875
87080401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,105,1,1,2,5,2,1,2,,,,,,,,,,,,,,2,3,4,0,2,1,1,"N","N",,"N","N","Y",,,,,,,"Y","N",,"N",300000,1,2,50000,1,6,300000,1,2,200000,"H08708-04-01",1396.2333984375
87080401,106,1,1,2,4,2,1,2,,,,,,,,,,,,,,3,4,3,0,2,3,,,,,,,,,,,,,,,,,,,1,6,50000,1,6,50000,3,,,"H08708-04-01",1396.2333984375
87080401,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-01",1396.2333984375
87080402,101,1,2,,,1,7,2,,,,,,,,,,,,,,3,3,9,0,1,2,1,"N","Y",,"N","N","N",,,,,,,"N","N",,"N",40000,2,1,50000,2,1,30000,3,,,"H08708-04-02",1396.2333984375
87080402,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87080402,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08708-04-02",1396.2333984375
87090401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87090401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87090401,103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87090401,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87090401,105,1,1,2,1,1,1,1,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",25000,3,3,5,0,3,1,1,"Y","N",,"N","N","N",,,,,,,"N","N",,"N",100000,1,1,240000,1,1,300000,1,1,70000,"H08709-04-01",2792.466796875
87090401,106,1,1,2,1,2,1,1,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",25000,3,3,5,0,3,1,1,"N",,"N",,"N",,"N","N",,,,,"N","N",,"Y",50000,1,1,5000,3,,,3,,,"H08709-04-01",2792.466796875
87090401,107,1,2,,,1,1,1,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",50000,4,4,9,0,5,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,"H08709-04-01",2792.466796875
87090401,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87090401,109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87090401,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08709-04-01",2792.466796875
87100401,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08710-04-01",2792.466796875
87100401,102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H08710-04-01",2792.466796875
