"HHID","parcelID","plotID","a3aq3_1","a3aq3_2","a3aq3_3","a3aq3_4a","a3aq3_4b","a3aq3a","a3aq4","a3aq5","a3aq6","a3aq7","a3aq8","a3aq9","a3aq12","a3aq13","a3aq14","a3aq15","a3aq16","a3aq17","a3aq18","a3aq19","a3aq22","a3aq23","a3aq24b","a3aq24a","a3aq25","a3aq26","a3aq27","a3aq28","a3aq33a","a3aq33b","a3aq33c","a3aq33d","a3aq33e","a3aq33a_1","a3aq33b_1","a3aq33c_1","a3aq33d_1","a3aq33e_1","a3aq34","a3aq35a","a3aq35b","a3aq35c","a3aq36","a3aq33","hh","wgt_X"
155020401,4,4,15502002,2,,15502001,15502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15502001,15502002,15502003,,,21,21,21,,,1,21,21,0,210000,3,"H15502-04-01",2935.46557617188
155020401,5,5,15502002,2,,15502001,15502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15502001,15502002,15502003,,,14,14,14,,,1,14,14,0,140000,3,"H15502-04-01",2935.46557617188
155030401,1,1,15503001,1,15503001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15503001,15503005,,,,14,14,,,,2,,,,,2,"H15503-04-01",2935.46557617188
155030401,2,2,15503001,1,15503001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15503001,15503005,,,,21,21,,,,2,,,,,2,"H15503-04-01",2935.46557617188
155040401,1,1,15504001,2,,15504001,15504002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15504002,,,,,7,,,,,2,,,,,1,"H15504-04-01",2935.46557617188
155040401,2,2,15504001,1,15504002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15504002,,,,,2,,,,,2,,,,,1,"H15504-04-01",2935.46557617188
155050401,1,1,15505002,1,15505001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15505001,15505002,,,,5,5,,,,2,,,,,2,"H15505-04-01",1467.73278808594
155050401,2,2,15505002,2,,15505001,15505002,2,1,500,2,,,,1,2,,,,,,,2,,,,,,,,15505002,,,,,28,,,,,2,,,,,1,"H15505-04-01",1467.73278808594
155050401,3,3,15505002,2,,15505001,15505002,2,1,40,2,,,,1,2,,,,,,,2,,,,,,,,15505002,15505001,,,,11,11,,,,1,11,0,0,22000,2,"H15505-04-01",1467.73278808594
155050401,3,4,15505002,2,,15505002,15505001,2,2,,,,,,,1,4,2,1,2,6000,3,1,1,0.300000011920929,2,1,0.300000011920929,6000,3,15505001,,,,,30,,,,,1,6,0,0,18000,1,"H15505-04-01",1467.73278808594
155050401,4,5,15505002,2,,15505001,15505002,2,1,30,2,,,,1,1,4,2,1,2,6000,3,2,,,,,,,,15505001,15505002,,,,16,16,,,,1,6,0,0,12000,2,"H15505-04-01",1467.73278808594
155050401,5,6,15505002,2,,15505001,15505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15505001,15505002,,,,18,18,,,,2,,,,,2,"H15505-04-01",1467.73278808594
155050402,1,1,15505007,2,,15505007,15505008,2,1,2400,2,,,,1,2,,,,,,,2,,,,,,,,15505007,15505008,15505009,15505011,15505010,14,14,14,14,14,2,,,,,8,"H15505-04-02",1467.73278808594
155050402,2,2,15505007,2,,15505007,15505008,2,2,,,,,,,2,,,,,,,2,,,,,,,,15505007,15505008,15505009,15505010,15505011,18,18,18,18,18,2,,,,,8,"H15505-04-02",1467.73278808594
155050402,3,3,15505007,2,,15505007,15505008,2,2,,,,,,,2,,,,,,,2,,,,,,,,15505008,15505009,15505010,15505011,15505012,20,20,20,20,20,2,,,,,5,"H15505-04-02",1467.73278808594
155050402,4,4,15505007,2,,15505007,15505008,2,2,,,,,,,2,,,,,,,2,,,,,,,,15505008,15505010,15505011,15505012,,7,7,7,7,,2,,,,,4,"H15505-04-02",1467.73278808594
155060401,1,1,15506001,2,,15506001,15506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15506002,15506001,,,,60,60,,,,2,,,,,2,"H15506-04-01",2935.46557617188
155060401,2,2,15506001,2,,15506001,15506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15506002,,,,,60,,,,,2,,,,,1,"H15506-04-01",2935.46557617188
155080401,1,1,15508001,2,,15508001,15508002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15508001,15508002,,,,7,7,,,,2,,,,,2,"H15508-04-01",2935.46557617188
155080401,2,2,15508001,2,,15508001,15508002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15508001,15508002,,,,7,7,,,,2,,,,,2,"H15508-04-01",2935.46557617188
155080401,3,3,15508001,2,,15508001,15508002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15508001,15508002,,,,14,14,,,,2,,,,,2,"H15508-04-01",2935.46557617188
155090401,1,1,15509009,2,,15509001,15509009,2,2,,,,,,,2,,,,,,,2,,,,,,,,15509001,15509003,15509004,15509009,,5,5,5,5,,2,,,,,4,"H15509-04-01",2935.46557617188
155090401,2,2,15509009,2,,15509001,15509009,2,2,,,,,,,2,,,,,,,2,,,,,,,,15509009,15509010,,,,4,4,,,,2,,,,,2,"H15509-04-01",2935.46557617188
155090401,3,3,15509009,2,,15509001,15509009,2,2,,,,,,,2,,,,,,,2,,,,,,,,15509001,15509003,15509004,15509009,15509010,4,4,4,4,4,2,,,,,5,"H15509-04-01",2935.46557617188
155090401,4,4,15509009,2,,15509001,15509009,2,2,,,,,,,2,,,,,,,2,,,,,,,,15509001,15509003,15509004,15509009,15509010,4,4,4,4,4,2,,,,,5,"H15509-04-01",2935.46557617188
155100401,1,1,15510001,1,15510001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15510001,15510008,15510009,,,30,10,10,,,2,,,,,3,"H15510-04-01",2935.46557617188
155100401,2,2,15510001,1,15510001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15510001,15510008,15510009,,,7,4,4,,,1,4,0,0,10000,3,"H15510-04-01",2935.46557617188
155100401,3,3,15510001,1,15510001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15510001,15510008,15510009,,,2,2,2,,,1,4,4,0,28000,3,"H15510-04-01",2935.46557617188
155100401,4,4,15510001,1,15510001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15510001,15510008,15510009,,,3,3,3,,,2,,,,,3,"H15510-04-01",2935.46557617188
159020401,1,1,15902001,1,15902001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15902001,15902003,,,,30,30,,,,2,,,,,2,"H15902-04-01",2935.46606445313
159030401,1,1,15903001,1,15903002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15903002,,,,,45,,,,,2,,,,,1,"H15903-04-01",2935.46606445313
159030401,1,3,15903001,1,15903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15903001,15903002,15903003,,,20,20,6,,,2,,,,,3,"H15903-04-01",2935.46606445313
159030401,2,4,15903001,1,15903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15903001,15903002,,,,18,7,,,,2,,,,,2,"H15903-04-01",2935.46606445313
159040401,1,1,15904002,1,15904002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15904002,15904003,15904004,,,33,15,15,,,2,,,,,3,"H15904-04-01",2935.46606445313
159050401,1,1,15905002,2,,15905001,15905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15905001,15905002,,,,5,5,,,,2,,,,,2,"H15905-04-01",2935.46606445313
159050401,2,2,15905002,2,,15905001,15905002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15905001,15905002,,,,14,14,,,,2,,,,,2,"H15905-04-01",2935.46606445313
159070401,1,1,15907001,2,,15907001,15907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15907001,15907002,15907004,,,14,14,14,,,2,,,,,3,"H15907-04-01",1467.73303222656
159070401,1,2,15907001,2,,15907001,15907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15907001,15907002,15907004,,,14,14,14,,,2,,,,,3,"H15907-04-01",1467.73303222656
159070401,2,3,15907001,2,,15907001,15907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15907001,15907002,15907004,,,14,14,14,,,2,,,,,3,"H15907-04-01",1467.73303222656
159070401,3,4,15907001,2,,15907001,15907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15907001,15907002,15907004,,,14,14,14,,,2,,,,,3,"H15907-04-01",1467.73303222656
159080401,1,1,15908001,1,15908001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15908001,,,,,6,,,,,2,,,,,1,"H15908-04-01",2935.46606445313
159080401,1,2,15908001,1,15908001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15908001,,,,,6,,,,,2,,,,,1,"H15908-04-01",2935.46606445313
159090401,1,1,15909002,2,,15909001,15909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15909001,15909002,,,,4,4,,,,1,7,7,0,60000,2,"H15909-04-01",978.488708496094
159090401,1,2,15909002,2,,15909001,15909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,15909001,15909002,,,,4,4,,,,1,6,6,0,30000,2,"H15909-04-01",978.488708496094
159090401,2,3,15909002,2,,15909001,15909002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,8,8,0,70000,0,"H15909-04-01",978.488708496094
159090402,1,1,15909010,1,15909010,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15909010,,,,,14,,,,,2,,,,,1,"H15909-04-02",978.488708496094
159090403,1,1,15909014,2,,15909014,15909015,2,2,,,,,,,2,,,,,,,2,,,,,,,,15909014,15909015,15909016,15909017,15909018,2,2,2,2,2,2,,,,,6,"H15909-04-03",978.488708496094
159090403,1,2,15909014,2,,15909014,15909015,2,2,,,,,,,2,,,,,,,2,,,,,,,,15909014,15909015,15909016,15909017,15909018,1,1,1,1,1,2,,,,,6,"H15909-04-03",978.488708496094
159090403,2,3,15909014,2,,15909014,15909015,2,2,,,,,,,2,,,,,,,2,,,,,,,,15909014,15909015,15909016,15909017,15909018,2,2,2,2,2,2,,,,,6,"H15909-04-03",978.488708496094
159100401,1,1,15910001,1,15910001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,15910001,,,,,2,,,,,1,4,2,0,60000,1,"H15910-04-01",2935.46606445313
162010401,1,1,16201001,1,16201001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16201001,,,,,10,,,,,2,,,,,1,"H16201-04-01",1467.73278808594
162010402,1,1,16201002,1,16201002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16201002,,,,,8,,,,,2,,,,,1,"H16201-04-02",1467.73278808594
162020401,1,1,16202002,2,,16202001,16202002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16202001,16202002,,,,10,5,,,,2,,,,,2,"H16202-04-01",2935.46557617188
162030401,1,1,16203001,1,16203001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16203001,,,,,4,,,,,1,4,4,0,16000,1,"H16203-04-01",2935.46557617188
162030401,1,2,16203001,1,16203001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16203001,16203003,,,,6,4,,,,1,2,4,0,12000,2,"H16203-04-01",2935.46557617188
162040401,1,1,16204001,2,,16204001,16204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16204001,16204002,16204006,16204007,16204008,10,12,8,8,8,2,,,,,7,"H16204-04-01",2935.46557617188
162040401,1,2,16204001,2,,16204001,16204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16204001,16204002,16204006,16204007,16204008,6,6,6,6,6,2,,,,,7,"H16204-04-01",2935.46557617188
162040401,1,3,16204001,2,,16204001,16204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16204001,16204002,16204006,16204007,16204008,8,8,5,5,5,2,,,,,7,"H16204-04-01",2935.46557617188
162040401,1,4,16204001,2,,16204001,16204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16204001,16204002,16204006,16204007,16204008,9,8,4,4,4,2,,,,,5,"H16204-04-01",2935.46557617188
162040401,1,5,16204001,2,,16204001,16204002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16204001,16204002,16204006,16204007,,8,6,4,4,,2,,,,,4,"H16204-04-01",2935.46557617188
162050401,1,1,16205001,1,16205001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16205001,16205009,16205008,16205007,,28,25,26,28,,2,,,,,4,"H16205-04-01",2935.46557617188
162050401,2,2,16205003,2,,16205001,16205003,2,2,,,,,,,2,,,,,,,2,,,,,,,,16205001,16205002,16205004,16205011,,14,14,12,14,,2,,,,,4,"H16205-04-01",2935.46557617188
162050401,2,3,16205003,2,,16205001,16205003,2,2,,,,,,,2,,,,,,,2,,,,,,,,16205001,16205002,16205003,16205004,16205011,4,5,2,5,5,2,,,,,5,"H16205-04-01",2935.46557617188
162060401,1,1,16206008,2,,16206001,16206008,2,2,,,,,,,2,,,,,,,2,,,,,,,,16206001,16206008,,,,30,28,,,,2,,,,,2,"H16206-04-01",2935.46557617188
162060401,2,2,16206001,2,,16206001,16206008,2,2,,,,,,,2,,,,,,,2,,,,,,,,16206001,16206008,,,,15,12,,,,2,,,,,2,"H16206-04-01",2935.46557617188
162060401,2,3,16206008,2,,16206001,16206008,2,2,,,,,,,2,,,,,,,2,,,,,,,,16206001,16206008,,,,16,14,,,,2,,,,,2,"H16206-04-01",2935.46557617188
162070401,1,1,16207002,1,16207002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16207002,16207008,,,,21,6,,,,1,0,6,0,7000,2,"H16207-04-01",2935.46557617188
162070401,1,2,16207002,1,16207002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16207002,16207008,,,,12,7,,,,2,,,,,2,"H16207-04-01",2935.46557617188
162070401,1,3,16207002,1,16207002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16207002,16207008,,,,10,8,,,,2,,,,,2,"H16207-04-01",2935.46557617188
162070401,1,4,16207002,1,16207002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16207002,16207008,,,,10,10,,,,2,,,,,2,"H16207-04-01",2935.46557617188
162070401,1,5,16207002,1,16207002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16207002,16207008,,,,14,12,,,,2,,,,,2,"H16207-04-01",2935.46557617188
162080401,1,1,16208001,2,,16208001,16208002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16208003,16208005,16208006,16208007,,14,14,14,14,,2,,,,,4,"H16208-04-01",2935.46557617188
162090401,1,1,16209002,2,,16209001,16209002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16209001,16209002,16209003,,,25,20,18,,,2,,,,,3,"H16209-04-01",2935.46557617188
162090401,1,2,16209002,2,,16209001,16209002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16209001,16209002,16209003,,,20,17,115,,,2,,,,,3,"H16209-04-01",2935.46557617188
162090401,1,3,16209002,2,,16209001,16209002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H16209-04-01",2935.46557617188
162100401,1,1,16210002,2,,16210001,16210002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16210002,,,,,6,,,,,1,2,5,0,20000,1,"H16210-04-01",2935.46557617188
162100401,2,2,16210002,2,,16210001,16210002,1,2,,,,,,,2,,,,,,,2,,,,,,,,16210001,16210002,,,,5,3,,,,1,2,5,0,30000,2,"H16210-04-01",2935.46557617188
163040401,1,1,16304002,2,,16304002,16304001,2,2,,,,,,,2,,,,,,,2,,,,,,,,16304002,16304001,16304003,16304004,16304010,10,8,12,12,10,2,,,,,5,"H16304-04-01",2935.46557617188
163040401,1,2,16304002,2,,16304002,16304001,2,2,,,,,,,2,,,,,,,1,1,0.100000001490116,2,1,0.100000001490116,4000,3,16304002,16304001,16304003,16304004,16304010,8,12,8,8,8,1,8,18,0,78000,5,"H16304-04-01",2935.46557617188
163040401,1,3,16304002,2,,16304002,16304001,2,2,,,,,,,2,,,,,,,2,,,,,,,,16304002,16304001,16304003,16304004,16304010,6,15,6,6,6,1,4,0,0,12000,5,"H16304-04-01",2935.46557617188
163040401,1,4,16304002,2,,16304002,16304003,2,2,,,,,,,2,,,,,,,1,1,0.200000002980232,2,1,0.200000002980232,8000,2,16304002,16304001,16304003,16304004,16304010,4,6,2,2,2,2,,,,,5,"H16304-04-01",2935.46557617188
163040401,1,5,16304002,2,,16304002,16304001,2,2,,,,,,,2,,,,,,,2,,,,,,,,16304001,16304003,16304010,,,16,8,8,,,1,0,6,0,18000,3,"H16304-04-01",2935.46557617188
163050401,1,1,16305001,1,16305001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16305001,,,,,20,,,,,1,0,10,0,3000,1,"H16305-04-01",978.488586425781
163050401,1,2,16305001,1,16305001,,,2,2,,,,,,,2,,,,,,,1,1,0.5,2,1,0.5,5000,2,16305001,,,,,5,,,,,1,2,3,0,9000,1,"H16305-04-01",978.488586425781
163050402,1,1,16305003,1,16305003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,0,4,4,16000,0,"H16305-04-02",978.488586425781
163050403,1,1,16305005,1,16305005,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16305005,,,,,15,,,,,1,0,12,0,24000,1,"H16305-04-03",978.488586425781
163050403,1,2,16305005,1,16305005,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16305005,,,,,14,,,,,2,,,,,1,"H16305-04-03",978.488586425781
163060401,,1,16306001,2,,16306001,16306002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,4,2,0,30000,0,"H16306-04-01",2935.46557617188
163070401,1,1,16307007,1,16307007,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16307002,16307004,16307005,16307008,16307007,24,24,24,24,24,2,,,,,5,"H16307-04-01",2935.46557617188
163070401,1,2,16307007,1,16307007,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16307002,16307004,16307005,16307008,16307007,24,24,24,24,30,2,,,,,5,"H16307-04-01",2935.46557617188
163070401,2,3,16307007,1,16307007,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16307002,16307004,16307005,16307008,16307007,24,24,24,24,28,2,,,,,5,"H16307-04-01",2935.46557617188
163070401,2,4,16307007,1,16307007,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,16307002,16307004,16307005,16307008,16307007,24,24,24,24,28,2,,,,,5,"H16307-04-01",2935.46557617188
163080402,1,1,16308007,2,,16308007,16308009,2,2,,,,,,,2,,,,,,,2,,,,,,,,16308007,16308009,16308010,16308011,16308012,5,5,4,4,4,2,,,,,5,"H16308-04-02",1467.73278808594
163080402,1,2,16308007,2,,16308007,16308009,2,2,,,,,,,2,,,,,,,2,,,,,,,,16308007,16308009,16308010,16308011,16308012,6,6,4,4,4,2,,,,,5,"H16308-04-02",1467.73278808594
163100401,1,1,16310001,2,,16310006,16310001,2,2,,,,,,,2,,,,,,,2,,,,,,,,16310006,16310001,16310002,16310009,16310010,12,18,10,9,6,1,0,6,0,40000,5,"H16310-04-01",2935.46557617188
163100401,2,2,16310001,2,,16310006,16310001,2,2,,,,,,,2,,,,,,,2,,,,,,,,16310006,16310001,16310002,16310009,16310010,2,2,2,2,2,1,0,6,0,40000,5,"H16310-04-01",2935.46557617188
164010401,1,1,16401001,2,,16401001,16401002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16401001,16401002,16401003,16401006,,5,5,5,5,,2,,,,,4,"H16401-04-01",2935.46557617188
164010401,2,2,16401001,2,,16401001,16401002,1,2,,,,,,,2,,,,,,,2,,,,,,,,16401001,16401002,16401003,,,5,5,5,,,2,,,,,3,"H16401-04-01",2935.46557617188
164020401,1,1,16402001,2,,16402001,16402002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16402001,16402002,16402003,,,15,18,10,,,2,,,,,3,"H16402-04-01",2935.46557617188
164020401,1,2,16402001,2,,16402001,16402002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16402001,16402002,,,,5,5,,,,2,,,,,2,"H16402-04-01",2935.46557617188
164020401,1,3,16402001,2,,16402001,16402002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16402001,16402002,16402003,,,8,14,7,,,2,,,,,3,"H16402-04-01",2935.46557617188
164020401,2,4,16402001,2,,16402001,16402002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16402001,16402002,,,,8,10,,,,1,0,4,0,8000,2,"H16402-04-01",2935.46557617188
164020401,2,5,16402001,2,,16402001,16402002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16402001,16402002,16402003,,,6,15,8,,,1,0,2,0,3000,3,"H16402-04-01",2935.46557617188
164030401,1,1,16403001,1,16403001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16403001,16403003,,,,25,26,,,,2,,,,,2,"H16403-04-01",2935.46557617188
164030401,1,2,16403001,1,16403001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16403001,16403003,,,,25,25,,,,2,,,,,2,"H16403-04-01",2935.46557617188
164040401,1,1,16404001,1,16404001,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,16404001,,,,,10,,,,,1,2,4,0,30000,1,"H16404-04-01",2935.46557617188
164050401,1,1,16405002,2,,16405001,16405002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16405001,16405002,,,,10,15,,,,1,2,3,0,10000,2,"H16405-04-01",1467.73278808594
164050401,1,2,16405002,2,,16405001,16405002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16405001,16405002,,,,7,15,,,,1,2,4,0,12000,2,"H16405-04-01",1467.73278808594
164050402,1,1,16405004,2,,16405004,16405005,2,2,,,,,,,2,,,,,,,2,,,,,,,,16405004,16405005,,,,20,28,,,,2,,,,,2,"H16405-04-02",1467.73278808594
164060401,1,1,16406001,1,16406002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16406002,16406003,16406004,16406005,,14,14,14,14,,2,,,,,4,"H16406-04-01",2935.46557617188
164060401,2,2,16406001,1,16406002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16406002,16406003,16406004,16406005,,10,15,15,15,,2,,,,,4,"H16406-04-01",2935.46557617188
164060401,3,3,16406001,1,16406002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H16406-04-01",2935.46557617188
164060401,4,4,16406001,1,16406002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H16406-04-01",2935.46557617188
164060401,5,5,16406001,1,16406002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H16406-04-01",2935.46557617188
164070401,1,1,16407002,2,,16407001,16407005,2,2,,,,,,,2,,,,,,,2,,,,,,,,16407002,16407003,16407004,16407005,16407009,26,27,26,28,30,2,,,,,5,"H16407-04-01",978.488586425781
164070401,2,2,16407002,2,,16407001,16407005,2,2,,,,,,,2,,,,,,,2,,,,,,,,16407002,16407003,16407005,16407009,,25,26,26,25,,2,,,,,4,"H16407-04-01",978.488586425781
164070401,3,3,16407002,2,,16407001,16407005,2,2,,,,,,,2,,,,,,,2,,,,,,,,16407002,16407009,16407004,,,15,16,16,,,2,,,,,3,"H16407-04-01",978.488586425781
164080401,1,1,16408001,1,16408001,,,1,2,,,,,,,2,,,,,,,2,,,,,,,,16408001,16408002,,,,5,5,,,,2,,,,,2,"H16408-04-01",2935.46557617188
164090401,1,1,16409002,2,,16409001,16409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16409002,,,,,7,,,,,1,3,0,0,12000,1,"H16409-04-01",733.866394042969
164090401,1,2,16409002,2,,16409001,16409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16409002,,,,,9,,,,,1,3,0,0,9000,1,"H16409-04-01",733.866394042969
164090402,1,1,16409007,2,,16409007,16409008,2,2,,,,,,,2,,,,,,,2,,,,,,,,16409007,16409008,16409010,16409009,,12,18,9,10,,2,,,,,4,"H16409-04-02",733.866394042969
164090403,1,1,16409019,2,,16409018,16409019,2,2,,,,,,,2,,,,,,,2,,,,,,,,16409019,,,,,28,,,,,1,12,10,0,45000,1,"H16409-04-03",733.866394042969
164090404,1,1,16409015,2,,16409014,16409015,2,2,,,,,,,2,,,,,,,2,,,,,,,,16409014,16409015,,,,10,18,,,,2,,,,,2,"H16409-04-04",733.866394042969
164090404,1,2,16409015,2,,16409014,16409015,2,2,,,,,,,2,,,,,,,2,,,,,,,,16409014,16409015,,,,8,20,,,,2,,,,,2,"H16409-04-04",733.866394042969
164100401,1,1,16410001,1,16410001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16410001,,,,,15,,,,,1,3,4,0,16000,1,"H16410-04-01",2935.46557617188
164100401,2,2,16410001,1,16410001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16410001,,,,,10,,,,,1,3,4,0,20000,1,"H16410-04-01",2935.46557617188
164100401,3,3,16410003,1,16410003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16410003,16410004,16410009,16410002,,12,10,10,8,,1,3,0,0,10000,4,"H16410-04-01",2935.46557617188
165010401,1,1,16501001,1,16501001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16501001,,,,,14,,,,,2,,,,,1,"H16501-04-01",1467.73278808594
165010401,1,2,16501001,1,16501001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16501001,,,,,21,,,,,1,0,3,0,6000,1,"H16501-04-01",1467.73278808594
165010402,1,1,16501004,1,16501004,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,16501004,16501005,16501006,16501007,,15,8,10,10,,2,,,,,4,"H16501-04-02",1467.73278808594
165020401,1,1,16502001,2,,16502001,16502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16502001,16502002,,,,8,8,,,,2,,,,,2,"H16502-04-01",2935.46557617188
165020401,1,2,16502001,2,,16502001,16502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16502001,16502002,,,,6,6,,,,2,,,,,2,"H16502-04-01",2935.46557617188
165030401,1,1,16503001,2,,16503001,16503002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16503001,16503002,,,,9,9,,,,1,6,5,0,45000,2,"H16503-04-01",2935.46557617188
165050401,1,1,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505001,16505002,16505006,16505013,16505005,20,18,18,18,18,2,,,,,6,"H16505-04-01",978.488586425781
165050401,1,2,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505001,16505004,16505006,16505005,16505013,10,12,12,12,12,2,,,,,5,"H16505-04-01",978.488586425781
165050401,1,3,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505001,16505002,16505004,16505005,16505006,8,14,10,10,10,2,,,,,6,"H16505-04-01",978.488586425781
165050401,1,4,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505001,16505002,16505006,16505013,,15,15,15,15,,2,,,,,4,"H16505-04-01",978.488586425781
165050401,1,5,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505001,16505002,16505004,16505005,16505006,14,14,14,14,14,2,,,,,7,"H16505-04-01",978.488586425781
165050401,1,6,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505013,16505006,16505005,16505004,,8,8,8,8,,2,,,,,4,"H16505-04-01",978.488586425781
165050401,1,7,16505006,2,,16505001,16505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505013,16505005,16505006,16505004,,7,7,7,7,,2,,,,,4,"H16505-04-01",978.488586425781
165050402,1,1,16505015,2,,16505014,16505015,2,2,,,,,,,2,,,,,,,2,,,,,,,,16505014,16505015,,,,18,20,,,,2,,,,,2,"H16505-04-02",978.488586425781
