"District_Name","SubCounty","Parish","Villagecode","Health_Water_ID","C4KQ103","C4KQ103_Other","C4KQ104","C4KQ105","Health_Response","Reason_Health_Not_Done"
113,113112,11311203,1131120307,1,1,,0,1,1,
113,113112,11311203,1131120307,2,4,,,,1,
113,113112,11311203,1131120307,3,4,,,,1,
113,113112,11311203,1131120307,4,2,,0,2,1,
113,113112,11311203,1131120307,5,4,,,,1,
113,113112,11311203,1131120307,6,4,,,,1,
113,113112,11311203,1131120307,7,4,,,,1,
113,113113,11311302,1131130204,1,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,2,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,3,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,4,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,5,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,6,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,7,,,,,3,"Hospital Level"
113,113113,11311306,1131130602,1,1,,0,1,1,
113,113113,11311306,1131130602,2,2,,0.400000005960464,1,1,
113,113113,11311306,1131130602,3,4,,,,1,
113,113113,11311306,1131130602,4,4,,,,1,
113,113113,11311306,1131130602,5,4,,,,1,
113,113113,11311306,1131130602,6,4,,,,1,
113,113113,11311306,1131130602,7,4,,,,1,
113,113303,11330301,1133030101,1,,,,,,
113,113303,11330301,1133030101,2,,,,,,
113,113303,11330301,1133030101,3,,,,,,
113,113303,11330301,1133030101,4,,,,,,
113,113303,11330301,1133030101,5,,,,,,
113,113303,11330301,1133030101,6,,,,,,
113,113303,11330301,1133030101,7,,,,,,
113,113303,11330301,1133030109,1,1,,0,8,1,
113,113303,11330301,1133030109,2,4,,,,1,
113,113303,11330301,1133030109,3,4,,,,1,
113,113303,11330301,1133030109,4,2,,0,2,1,
113,113303,11330301,1133030109,5,4,,,,1,
113,113303,11330301,1133030109,6,4,,,,1,
113,113303,11330301,1133030109,7,4,,,,1,
113,113303,11330305,1133030504,1,1,,0,1,1,
113,113303,11330305,1133030504,2,4,,,,1,
113,113303,11330305,1133030504,3,4,,,,1,
113,113303,11330305,1133030504,4,4,,,,1,
113,113303,11330305,1133030504,5,4,,,,1,
113,113303,11330305,1133030504,6,4,,,,1,
113,113303,11330305,1133030504,7,4,,,,1,
113,113304,11330403,1133040308,1,1,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,2,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,3,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,4,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,5,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,6,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,7,2,"FROM VENDORS",,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113306,11330606,1133060601,1,4,,,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,2,4,,,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,3,4,,,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,4,4,,,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,5,4,,,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,6,4,,,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,7,1,"PUMP FROM UNDER GROUNG",0,1,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113307,11330701,1133070102,1,2,,0,1,1,
113,113307,11330701,1133070102,2,4,,,,1,
113,113307,11330701,1133070102,3,4,,,,1,
113,113307,11330701,1133070102,4,1,,0,2,1,
113,113307,11330701,1133070102,5,4,,,,1,
113,113307,11330701,1133070102,6,4,,,,1,
113,113307,11330701,1133070102,7,4,,,,1,
115,115103,11510302,1151030204,1,4,,,,1,
115,115103,11510302,1151030204,2,4,,,,1,
115,115103,11510302,1151030204,3,4,,,,1,
115,115103,11510302,1151030204,4,1,,0,2,1,
115,115103,11510302,1151030204,5,4,,,,1,
115,115103,11510302,1151030204,6,4,,,,1,
115,115103,11510302,1151030204,7,2,"Protected spring",0.200000002980232,1,1,
115,115104,11510403,1151040307,1,4,,,,1,
115,115104,11510403,1151040307,2,4,,,,1,
115,115104,11510403,1151040307,3,4,,,,1,
115,115104,11510403,1151040307,4,1,,0,2,1,
115,115104,11510403,1151040307,5,4,,,,1,
115,115104,11510403,1151040307,6,4,,,,1,
115,115104,11510403,1151040307,7,2,"BUYING FROM VENDORS",0,1,1,
115,115202,11520209,1152020907,1,4,,,,1,
115,115202,11520209,1152020907,2,4,,,,1,
115,115202,11520209,1152020907,3,4,,,,1,
115,115202,11520209,1152020907,4,1,,0,1,1,
115,115202,11520209,1152020907,5,4,,,,1,
115,115202,11520209,1152020907,6,4,,,,1,
115,115202,11520209,1152020907,7,4,,,,1,
115,115203,11520307,1152030702,1,4,,,,1,
115,115203,11520307,1152030702,2,4,,,,1,
115,115203,11520307,1152030702,3,4,,,,1,
115,115203,11520307,1152030702,4,2,,0,2,1,
115,115203,11520307,1152030702,5,4,,,,1,
115,115203,11520307,1152030702,6,4,,,,1,
115,115203,11520307,1152030702,7,1,"BUYING FROM VENDORS",0,1,1,
115,115205,11520504,1152050405,1,4,,,,1,
115,115205,11520504,1152050405,2,4,,,,1,
115,115205,11520504,1152050405,3,4,,,,1,
115,115205,11520504,1152050405,4,2,,0,2,1,
115,115205,11520504,1152050405,5,4,,,,1,
115,115205,11520504,1152050405,6,4,,,,1,
115,115205,11520504,1152050405,7,1,"BUYING FROM VENDORS",0,2,1,
115,115207,11520703,1152070306,1,4,,,,1,
115,115207,11520703,1152070306,2,4,,,,1,
115,115207,11520703,1152070306,3,4,,,,1,
115,115207,11520703,1152070306,4,1,,0,1,1,
115,115207,11520703,1152070306,5,4,,,,1,
115,115207,11520703,1152070306,6,4,,,,1,
115,115207,11520703,1152070306,7,4,,,,1,
116,116102,11610205,1161020501,1,4,,,,1,
116,116102,11610205,1161020501,2,4,,,,1,
116,116102,11610205,1161020501,3,4,,,,1,
116,116102,11610205,1161020501,4,1,,0,1,1,
116,116102,11610205,1161020501,5,4,,,,1,
116,116102,11610205,1161020501,6,4,,,,1,
116,116102,11610205,1161020501,7,4,,,,1,
117,117103,11710308,1171030802,1,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,2,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,3,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,4,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,5,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,6,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,7,,,,,3,"Refferal Hospital"
117,117104,11710405,1171040504,1,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,2,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,3,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,4,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,5,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,6,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,7,,,,,3,"Refferal hospital"
117,117110,11711003,1171100309,1,4,,,,1,
117,117110,11711003,1171100309,2,4,,,,1,
117,117110,11711003,1171100309,3,4,,,,1,
117,117110,11711003,1171100309,4,1,,0,2,1,
117,117110,11711003,1171100309,5,4,,,,1,
117,117110,11711003,1171100309,6,4,,,,1,
117,117110,11711003,1171100309,7,2,"Vendors",0,1,1,
117,117110,11711003,1171100312,1,4,,,,1,
117,117110,11711003,1171100312,2,4,,,,1,
117,117110,11711003,1171100312,3,2,,2,1,1,
117,117110,11711003,1171100312,4,1,,0,2,1,
117,117110,11711003,1171100312,5,4,,,,1,
117,117110,11711003,1171100312,6,4,,,,1,
117,117110,11711003,1171100312,7,4,,,,1,
118,118101,11810104,1181010407,1,4,,,,1,
118,118101,11810104,1181010407,2,2,,1,1,1,
118,118101,11810104,1181010407,3,4,,,,1,
118,118101,11810104,1181010407,4,1,,0,2,1,
118,118101,11810104,1181010407,5,4,,,,1,
118,118101,11810104,1181010407,6,4,,,,1,
118,118101,11810104,1181010407,7,4,,,,1,
119,119103,11910303,1191030304,1,4,,,,1,
119,119103,11910303,1191030304,2,4,,,,1,
119,119103,11910303,1191030304,3,1,,2,1,1,
119,119103,11910303,1191030304,4,2,,0,2,1,
119,119103,11910303,1191030304,5,4,,,,1,
119,119103,11910303,1191030304,6,4,,,,1,
119,119103,11910303,1191030304,7,4,,,,1,
120,120105,12010502,1201050202,1,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,2,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,3,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,4,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,5,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,6,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,7,,,,,3,"Not there. Go to mainland at different locations"
122,122102,12210206,1221020604,1,1,,0,2,1,
122,122102,12210206,1221020604,2,4,,,,1,
122,122102,12210206,1221020604,3,4,,,,1,
122,122102,12210206,1221020604,4,2,,0,2,1,
122,122102,12210206,1221020604,5,4,,,,1,
122,122102,12210206,1221020604,6,4,,,,1,
122,122102,12210206,1221020604,7,3,"Vendors",0,1,1,
122,122105,12210502,1221050203,1,1,,0,1,1,
122,122105,12210502,1221050203,2,4,,,,1,
122,122105,12210502,1221050203,3,4,,,,1,
122,122105,12210502,1221050203,4,4,,,,1,
122,122105,12210502,1221050203,5,4,,,,1,
122,122105,12210502,1221050203,6,4,,,,1,
122,122105,12210502,1221050203,7,2,"RESERVIOR TANK",0,1,1,
122,122106,12210602,1221060206,1,4,,,,1,
122,122106,12210602,1221060206,2,4,,,,1,
122,122106,12210602,1221060206,3,4,,,,1,
122,122106,12210602,1221060206,4,1,,0,1,1,
122,122106,12210602,1221060206,5,4,,,,1,
122,122106,12210602,1221060206,6,4,,,,1,
122,122106,12210602,1221060206,7,4,,,,1,
123,123108,12310803,1231080303,1,4,,,,1,
123,123108,12310803,1231080303,2,4,,,,1,
123,123108,12310803,1231080303,3,4,,,,1,
123,123108,12310803,1231080303,4,1,,0,2,1,
123,123108,12310803,1231080303,5,4,,,,1,
123,123108,12310803,1231080303,6,4,,,,1,
123,123108,12310803,1231080303,7,2,"BUYING FROM VENDORS",0,1,1,
124,124101,12410106,1241010603,1,2,,0,2,1,
124,124101,12410106,1241010603,2,4,,,,1,
124,124101,12410106,1241010603,3,4,,,,1,
124,124101,12410106,1241010603,4,1,,0,2,1,
124,124101,12410106,1241010603,5,4,,,,1,
124,124101,12410106,1241010603,6,4,,,,1,
124,124101,12410106,1241010603,7,3,"from vendors",0,1,1,
124,124103,12410302,1241030216,1,4,,,,1,
124,124103,12410302,1241030216,2,4,,,,1,
124,124103,12410302,1241030216,3,4,,,,1,
124,124103,12410302,1241030216,4,4,,,,1,
124,124103,12410302,1241030216,5,4,,,,1,
124,124103,12410302,1241030216,6,4,,,,1,
124,124103,12410302,1241030216,7,1,"Vendors",0,1,1,
124,124104,12410401,1241040102,1,2,,0,2,1,
124,124104,12410401,1241040102,2,4,,,,1,
124,124104,12410401,1241040102,3,4,,,,1,
124,124104,12410401,1241040102,4,1,,0,2,1,
124,124104,12410401,1241040102,5,4,,,,1,
124,124104,12410401,1241040102,6,4,,,,1,
124,124104,12410401,1241040102,7,3,"Vendors",0,1,1,
124,124107,12410701,1241070106,1,4,,,,1,
124,124107,12410701,1241070106,2,4,,,,1,
124,124107,12410701,1241070106,3,4,,,,1,
124,124107,12410701,1241070106,4,4,,,,1,
124,124107,12410701,1241070106,5,4,,,,1,
124,124107,12410701,1241070106,6,4,,,,1,
124,124107,12410701,1241070106,7,1,"Vendor",0.400000005960464,1,1,
124,124108,12410802,1241080210,1,4,,,,1,
124,124108,12410802,1241080210,2,1,,0,1,1,
124,124108,12410802,1241080210,3,4,,,,1,
124,124108,12410802,1241080210,4,2,,0,2,1,
124,124108,12410802,1241080210,5,4,,,,1,
124,124108,12410802,1241080210,6,4,,,,1,
124,124108,12410802,1241080210,7,4,,,,1,
201,201106,20110602,2011060205,1,4,,,,1,
201,201106,20110602,2011060205,1,4,,,,1,
201,201106,20110602,2011060205,2,1,,1,1,1,
201,201106,20110602,2011060205,2,1,,1,1,1,
201,201106,20110602,2011060205,3,4,,,,1,
201,201106,20110602,2011060205,3,4,,,,1,
201,201106,20110602,2011060205,4,2,,0,2,1,
201,201106,20110602,2011060205,4,2,,0,2,1,
201,201106,20110602,2011060205,5,4,,,,1,
201,201106,20110602,2011060205,5,4,,,,1,
201,201106,20110602,2011060205,6,4,,,,1,
201,201106,20110602,2011060205,6,4,,,,1,
201,201106,20110602,2011060205,7,4,,,,1,
201,201106,20110602,2011060205,7,4,,,,1,
201,201110,20111009,2011100902,1,4,,,,1,
201,201110,20111009,2011100902,2,1,,0.100000001490116,1,1,
201,201110,20111009,2011100902,3,4,,,,1,
201,201110,20111009,2011100902,4,4,,,,1,
201,201110,20111009,2011100902,5,4,,,,1,
201,201110,20111009,2011100902,6,2,,2,1,1,
201,201110,20111009,2011100902,7,4,,,,1,
203,203202,20320203,2032020304,1,1,,0,1,2,
203,203202,20320203,2032020304,2,4,,,,2,
203,203202,20320203,2032020304,3,4,,,,2,
203,203202,20320203,2032020304,4,2,,0,2,2,
203,203202,20320203,2032020304,5,4,,,,2,
203,203202,20320203,2032020304,6,4,,,,2,
203,203202,20320203,2032020304,7,4,,,,2,
203,203301,20330101,2033010101,1,4,,,,1,
203,203301,20330101,2033010101,2,2,,0.5,1,1,
203,203301,20330101,2033010101,3,3,,1,1,1,
203,203301,20330101,2033010101,4,1,,0,1,1,
203,203301,20330101,2033010101,5,4,,,,1,
203,203301,20330101,2033010101,6,4,,,,1,
203,203301,20330101,2033010101,7,4,,,,1,
203,203303,20330304,2033030403,1,4,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,2,1,,0,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,3,4,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,4,2,,0,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,5,4,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,6,4,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,7,4,,,,3,"Main facility is a Hospital"
204,204101,20410103,2041010302,1,1,,0,1,,
204,204101,20410103,2041010302,2,4,,,,,
204,204101,20410103,2041010302,3,4,,,,,
204,204101,20410103,2041010302,4,4,,,,,
204,204101,20410103,2041010302,5,4,,,,,
204,204101,20410103,2041010302,6,4,,,,,
204,204101,20410103,2041010302,7,4,,,,,
204,204102,20410204,2041020405,1,4,,,,1,
204,204102,20410204,2041020405,2,1,,0,8,1,
204,204102,20410204,2041020405,3,4,,,,1,
204,204102,20410204,2041020405,4,3,,0,2,1,
204,204102,20410204,2041020405,5,4,,,,1,
204,204102,20410204,2041020405,6,2,,1,1,1,
204,204102,20410204,2041020405,7,4,,,,1,
204,204203,20420301,2042030105,1,2,,0.100000001490116,1,,
204,204203,20420301,2042030105,2,4,,,,,
204,204203,20420301,2042030105,3,4,,,,,
204,204203,20420301,2042030105,4,1,,0,2,,
204,204203,20420301,2042030105,5,3,,0.5,1,,
204,204203,20420301,2042030105,6,4,,,,,
204,204203,20420301,2042030105,7,4,,,,,
204,204301,20430101,2043010103,1,1,,0,1,1,
204,204301,20430101,2043010103,2,4,,,,1,
204,204301,20430101,2043010103,3,4,,,,1,
204,204301,20430101,2043010103,4,2,,0,2,1,
204,204301,20430101,2043010103,5,4,,,,1,
204,204301,20430101,2043010103,6,4,,,,1,
204,204301,20430101,2043010103,7,4,,,,1,
204,204301,20430102,2043010202,1,4,,,,,
204,204301,20430102,2043010202,2,1,,0.300000011920929,1,,
204,204301,20430102,2043010202,3,4,,,,,
204,204301,20430102,2043010202,4,4,,,,,
204,204301,20430102,2043010202,5,4,,,,,
204,204301,20430102,2043010202,6,4,,,,,
204,204301,20430102,2043010202,7,4,,,,,
204,204302,20430205,2043020514,1,4,,,,2,
204,204302,20430205,2043020514,2,4,,,,2,
204,204302,20430205,2043020514,3,4,,,,2,
204,204302,20430205,2043020514,4,1,,0,2,2,
204,204302,20430205,2043020514,5,2,,1,1,2,
204,204302,20430205,2043020514,6,4,,,,2,
204,204302,20430205,2043020514,7,4,,,,2,
205,205104,20510401,2051040101,1,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,2,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,3,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,4,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,5,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,6,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,7,,,,,3,"they use a gov''t hospital (kamuli hospital)"
207,207103,20710301,2071030105,1,4,,,,1,
207,207103,20710301,2071030105,2,1,,0.5,1,1,
207,207103,20710301,2071030105,3,4,,,,1,
207,207103,20710301,2071030105,4,4,,,,1,
207,207103,20710301,2071030105,5,4,,,,1,
207,207103,20710301,2071030105,6,4,,,,1,
207,207103,20710301,2071030105,7,4,,,,1,
208,208102,20810214,2081021402,1,4,,,,1,
208,208102,20810214,2081021402,1,4,,,,1,
208,208102,20810214,2081021402,2,4,,,,1,
208,208102,20810214,2081021402,2,4,,,,1,
208,208102,20810214,2081021402,3,1,,2,1,1,
208,208102,20810214,2081021402,3,1,,2,1,1,
208,208102,20810214,2081021402,4,4,,,,1,
208,208102,20810214,2081021402,4,4,,,,1,
208,208102,20810214,2081021402,5,4,,,,1,
208,208102,20810214,2081021402,5,4,,,,1,
208,208102,20810214,2081021402,6,4,,,,1,
208,208102,20810214,2081021402,6,4,,,,1,
208,208102,20810214,2081021402,7,4,,,,1,
208,208102,20810214,2081021402,7,4,,,,1,
208,208104,20810404,2081040401,1,1,,0,2,1,
208,208104,20810404,2081040401,2,2,,0,2,1,
208,208104,20810404,2081040401,3,4,,,,1,
208,208104,20810404,2081040401,4,3,,0,2,1,
208,208104,20810404,2081040401,5,4,,,,1,
208,208104,20810404,2081040401,6,4,,,,1,
208,208104,20810404,2081040401,7,4,,,,1,
208,208107,20810713,2081071301,1,4,,,,1,
208,208107,20810713,2081071301,2,1,,0.5,1,1,
208,208107,20810713,2081071301,3,4,,,,1,
208,208107,20810713,2081071301,4,2,,0,2,1,
208,208107,20810713,2081071301,5,4,,,,1,
208,208107,20810713,2081071301,6,4,,,,1,
208,208107,20810713,2081071301,7,4,,,,1,
209,209201,20920101,2092010105,1,1,,0,1,1,
209,209201,20920101,2092010105,2,4,,,,1,
209,209201,20920101,2092010105,3,4,,,,1,
209,209201,20920101,2092010105,4,2,,0,2,1,
209,209201,20920101,2092010105,5,4,,,,1,
209,209201,20920101,2092010105,6,4,,,,1,
209,209201,20920101,2092010105,7,4,,,,1,
209,209201,20920104,2092010401,1,,,,,3,"weekend"
209,209201,20920104,2092010401,2,,,,,3,"weekend"
209,209201,20920104,2092010401,3,,,,,3,"weekend"
209,209201,20920104,2092010401,4,,,,,3,"weekend"
209,209201,20920104,2092010401,5,,,,,3,"weekend"
209,209201,20920104,2092010401,6,,,,,3,"weekend"
209,209201,20920104,2092010401,7,,,,,3,"weekend"
210,210205,21020504,2102050401,1,4,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,1,4,,,,1,
210,210205,21020504,2102050401,1,,,,,1,
210,210205,21020504,2102050401,1,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,2,,,,,1,
210,210205,21020504,2102050401,2,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,2,1,,0,1,3,"staff gone on outreach"
210,210205,21020504,2102050401,2,1,,0,1,1,
210,210205,21020504,2102050401,3,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,3,,,,,1,
210,210205,21020504,2102050401,3,2,,3,1,3,"staff gone on outreach"
210,210205,21020504,2102050401,3,2,,3,1,1,
210,210205,21020504,2102050401,4,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,4,,,,,1,
210,210205,21020504,2102050401,4,3,,0,2,3,"staff gone on outreach"
210,210205,21020504,2102050401,4,3,,0,2,1,
210,210205,21020504,2102050401,5,,,,,1,
210,210205,21020504,2102050401,5,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,5,4,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,5,4,,,,1,
210,210205,21020504,2102050401,6,4,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,6,4,,,,1,
210,210205,21020504,2102050401,6,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,6,,,,,1,
210,210205,21020504,2102050401,7,,,,,1,
210,210205,21020504,2102050401,7,,,,,3,"staff gone on outreach"
210,210205,21020504,2102050401,7,4,,,,1,
210,210205,21020504,2102050401,7,4,,,,3,"staff gone on outreach"
211,211101,21110105,2111010504,1,4,,,,1,
211,211101,21110105,2111010504,2,1,,0,1,1,
211,211101,21110105,2111010504,3,4,,,,1,
211,211101,21110105,2111010504,4,4,,,,1,
211,211101,21110105,2111010504,5,4,,,,1,
211,211101,21110105,2111010504,6,4,,,,1,
211,211101,21110105,2111010504,7,4,,,,1,
211,211103,21110303,2111030302,1,4,,,,1,
211,211103,21110303,2111030302,2,1,,0,1,1,
211,211103,21110303,2111030302,3,4,,,,1,
211,211103,21110303,2111030302,4,4,,,,1,
211,211103,21110303,2111030302,5,4,,,,1,
211,211103,21110303,2111030302,6,4,,,,1,
211,211103,21110303,2111030302,7,4,,,,1,
211,211106,21110603,2111060303,1,1,,0,1,1,
211,211106,21110603,2111060303,2,2,,0.200000002980232,1,1,
211,211106,21110603,2111060303,3,4,,,,1,
211,211106,21110603,2111060303,4,3,,0,2,1,
211,211106,21110603,2111060303,5,4,,,,1,
211,211106,21110603,2111060303,6,4,,,,1,
211,211106,21110603,2111060303,7,4,,,,1,
212,212104,21210403,2121040306,1,4,,,,1,
212,212104,21210403,2121040306,2,1,,2,2,1,
212,212104,21210403,2121040306,3,4,,,,1,
212,212104,21210403,2121040306,4,2,,0,2,1,
212,212104,21210403,2121040306,5,4,,,,1,
212,212104,21210403,2121040306,6,4,,,,1,
212,212104,21210403,2121040306,7,4,,,,1,
212,212105,21210504,2121050407,1,4,,,,1,
212,212105,21210504,2121050407,2,1,,0.5,2,1,
212,212105,21210504,2121050407,3,4,,,,1,
212,212105,21210504,2121050407,4,4,,,,1,
212,212105,21210504,2121050407,5,4,,,,1,
212,212105,21210504,2121050407,6,4,,,,1,
212,212105,21210504,2121050407,7,4,,,,1,
212,212202,21220201,2122020101,1,4,,,,1,
212,212202,21220201,2122020101,2,1,,0.100000001490116,2,1,
212,212202,21220201,2122020101,3,2,,0.5,1,1,
212,212202,21220201,2122020101,4,4,,,,1,
212,212202,21220201,2122020101,5,4,,,,1,
212,212202,21220201,2122020101,6,4,,,,1,
212,212202,21220201,2122020101,7,4,,,,1,
212,212305,21230502,2123050204,1,4,,,,1,
212,212305,21230502,2123050204,2,1,,0.200000002980232,1,1,
212,212305,21230502,2123050204,3,4,,,,1,
212,212305,21230502,2123050204,4,2,,0,2,1,
212,212305,21230502,2123050204,5,4,,,,1,
212,212305,21230502,2123050204,6,3,,1,1,1,
212,212305,21230502,2123050204,7,4,,,,1,
212,212311,21231101,2123110101,1,4,,,,1,
212,212311,21231101,2123110101,2,1,,0.300000011920929,1,1,
212,212311,21231101,2123110101,3,4,,,,1,
212,212311,21231101,2123110101,4,2,,0,2,1,
212,212311,21231101,2123110101,5,4,,,,1,
212,212311,21231101,2123110101,6,4,,,,1,
212,212311,21231101,2123110101,7,4,,,,1,
214,214101,21410104,2141010403,1,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410104,2141010403,2,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410104,2141010403,3,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410104,2141010403,4,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410104,2141010403,5,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410104,2141010403,6,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410104,2141010403,7,,,,,3,"They use a hospital called buloba st. francis hospital"
214,214101,21410106,2141010604,1,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214101,21410106,2141010604,2,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214101,21410106,2141010604,3,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214101,21410106,2141010604,4,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214101,21410106,2141010604,5,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214101,21410106,2141010604,6,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214101,21410106,2141010604,7,,,,,3,"it''s a gorvenment hospital (st francis buluba hospital)"
214,214102,21410202,2141020206,1,4,,,,2,
214,214102,21410202,2141020206,2,2,,0.200000002980232,1,2,
214,214102,21410202,2141020206,3,4,,,,2,
214,214102,21410202,2141020206,4,4,,,,2,
214,214102,21410202,2141020206,5,1,,0.5,1,2,
214,214102,21410202,2141020206,6,4,,,,2,
214,214102,21410202,2141020206,7,4,,,,2,
214,214108,21410801,2141080105,1,,,,,,
214,214108,21410801,2141080105,2,,,,,,
214,214108,21410801,2141080105,3,,,,,,
214,214108,21410801,2141080105,4,,,,,,
214,214108,21410801,2141080105,5,,,,,,
214,214108,21410801,2141080105,6,,,,,,
214,214108,21410801,2141080105,7,,,,,,
214,214113,21411301,2141130103,1,4,,,,2,
214,214113,21411301,2141130103,2,1,,0.0500000007450581,1,2,
214,214113,21411301,2141130103,3,4,,,,2,
214,214113,21411301,2141130103,4,4,,,,2,
214,214113,21411301,2141130103,5,2,,0.300000011920929,1,2,
214,214113,21411301,2141130103,6,3,,1,1,2,
214,214113,21411301,2141130103,7,4,,,,2,
214,214113,21411303,2141130307,1,,,,,1,
214,214113,21411303,2141130307,1,,,,,,
214,214113,21411303,2141130307,1,1,,1,2,,
214,214113,21411303,2141130307,1,1,,1,2,1,
214,214113,21411303,2141130307,2,2,,1,1,1,
214,214113,21411303,2141130307,2,2,,1,1,,
214,214113,21411303,2141130307,2,,,,,1,
214,214113,21411303,2141130307,2,,,,,,
214,214113,21411303,2141130307,3,4,,,,1,
214,214113,21411303,2141130307,3,4,,,,,
214,214113,21411303,2141130307,3,,,,,1,
214,214113,21411303,2141130307,3,,,,,,
