"HHID","h11q2","h11q4","h11q5","h11q6","h11q6a","h11q6b","h11q7","wgt_X"
"H10003-04-01",42,2,,,,,,2792.466796875
"H10003-04-01",43,2,,,,,,2792.466796875
"H10003-04-01",44,2,,,,,,2792.466796875
"H10003-04-01",45,2,,,,,,2792.466796875
"H10004-04-01",21,2,,,,,,2792.466796875
"H10004-04-01",22,2,,,,,,2792.466796875
"H10004-04-01",23,2,,,,,,2792.466796875
"H10004-04-01",31,2,,,,,,2792.466796875
"H10004-04-01",32,2,,,,,,2792.466796875
"H10004-04-01",33,2,,,,,,2792.466796875
"H10004-04-01",34,2,,,,,,2792.466796875
"H10004-04-01",35,2,,,,,,2792.466796875
"H10004-04-01",36,2,,,,,,2792.466796875
"H10004-04-01",41,2,,,,,,2792.466796875
"H10004-04-01",42,2,,,,,,2792.466796875
"H10004-04-01",43,1,500000,0,"P10004-001","P10004-002",7,2792.466796875
"H10004-04-01",44,2,,,,,,2792.466796875
"H10004-04-01",45,2,,,,,,2792.466796875
"H10007-04-01",21,2,,,,,,1396.2333984375
"H10007-04-01",22,2,,,,,,1396.2333984375
"H10007-04-01",23,2,,,,,,1396.2333984375
"H10007-04-01",31,2,,,,,,1396.2333984375
"H10007-04-01",32,2,,,,,,1396.2333984375
"H10007-04-01",33,2,,,,,,1396.2333984375
"H10007-04-01",34,2,,,,,,1396.2333984375
"H10007-04-01",35,2,,,,,,1396.2333984375
"H10007-04-01",36,2,,,,,,1396.2333984375
"H10007-04-01",41,2,,,,,,1396.2333984375
"H10007-04-01",42,2,,,,,,1396.2333984375
"H10007-04-01",43,2,,,,,,1396.2333984375
"H10007-04-01",44,2,,,,,,1396.2333984375
"H10007-04-01",45,2,,,,,,1396.2333984375
"H10007-04-02",21,2,,,,,,1396.2333984375
"H10007-04-02",22,2,,,,,,1396.2333984375
"H10007-04-02",23,2,,,,,,1396.2333984375
"H10007-04-02",31,2,,,,,,1396.2333984375
"H10007-04-02",32,2,,,,,,1396.2333984375
"H10007-04-02",33,2,,,,,,1396.2333984375
"H10007-04-02",34,2,,,,,,1396.2333984375
"H10007-04-02",35,2,,,,,,1396.2333984375
"H10007-04-02",36,2,,,,,,1396.2333984375
"H10007-04-02",41,2,,,,,,1396.2333984375
"H10007-04-02",42,2,,,,,,1396.2333984375
"H10007-04-02",43,2,,,,,,1396.2333984375
"H10007-04-02",44,2,,,,,,1396.2333984375
"H10007-04-02",45,2,,,,,,1396.2333984375
"H10009-04-01",21,1,3000000,0,"P10009-001","P10009-007",,1396.2333984375
"H10009-04-01",22,2,,,,,,1396.2333984375
"H10009-04-01",23,2,,,,,,1396.2333984375
"H10009-04-01",31,1,10000,,"P10009-007","-111",,1396.2333984375
"H10009-04-01",32,2,,,,,,1396.2333984375
"H10009-04-01",33,2,,,,,,1396.2333984375
"H10009-04-01",34,2,,,,,,1396.2333984375
"H10009-04-01",35,2,,,,,,1396.2333984375
"H10009-04-01",36,2,,,,,,1396.2333984375
"H10009-04-01",41,2,,,,,,1396.2333984375
"H10009-04-01",42,2,,,,,,1396.2333984375
"H10009-04-01",43,2,,,,,,1396.2333984375
"H10009-04-01",44,2,,,,,,1396.2333984375
"H10009-04-01",45,2,,,,,,1396.2333984375
"H10009-04-02",21,2,,,,,,1396.2333984375
"H10009-04-02",22,2,,,,,,1396.2333984375
"H10009-04-02",23,2,,,,,,1396.2333984375
"H10009-04-02",31,2,,,,,,1396.2333984375
"H10009-04-02",32,2,,,,,,1396.2333984375
"H10009-04-02",33,2,,,,,,1396.2333984375
"H10009-04-02",34,2,,,,,,1396.2333984375
"H10009-04-02",35,2,,,,,,1396.2333984375
"H10009-04-02",36,2,,,,,,1396.2333984375
"H10009-04-02",41,2,,,,,,1396.2333984375
"H10009-04-02",42,1,500000,200000,"P10009-008","-111",7,1396.2333984375
"H10009-04-02",43,2,,,,,,1396.2333984375
"H10009-04-02",44,2,,,,,,1396.2333984375
"H10009-04-02",45,2,,,,,,1396.2333984375
"H10010-04-01",21,2,,,,,,2792.466796875
"H10010-04-01",22,2,,,,,,2792.466796875
"H10010-04-01",23,2,,,,,,2792.466796875
"H10010-04-01",31,2,,,,,,2792.466796875
"H10010-04-01",32,2,,,,,,2792.466796875
"H10010-04-01",33,2,,,,,,2792.466796875
"H10010-04-01",34,2,,,,,,2792.466796875
"H10010-04-01",35,2,,,,,,2792.466796875
"H10010-04-01",36,2,,,,,,2792.466796875
"H10010-04-01",41,2,,,,,,2792.466796875
"H10010-04-01",42,1,2000000,300000,"P10010-001","P10010-002",8,2792.466796875
"H10010-04-01",43,2,,,,,,2792.466796875
"H10010-04-01",44,2,,,,,,2792.466796875
"H10010-04-01",45,2,,,,,,2792.466796875
"H10011-04-01",21,1,300000,0,"P10011-001","-111",,2792.466796875
"H10011-04-01",22,2,,,,,,2792.466796875
"H10011-04-01",23,2,,,,,,2792.466796875
"H10011-04-01",31,1,10000,,"P10011-001","-111",,2792.466796875
"H10011-04-01",32,2,,,,,,2792.466796875
"H10011-04-01",33,2,,,,,,2792.466796875
"H10011-04-01",34,1,250000,,"P10011-001","-111",,2792.466796875
"H10011-04-01",35,2,,,,,,2792.466796875
"H10011-04-01",36,2,,,,,,2792.466796875
"H10011-04-01",41,2,,,,,,2792.466796875
"H10011-04-01",42,2,,,,,,2792.466796875
"H10011-04-01",43,2,,,,,,2792.466796875
"H10011-04-01",44,2,,,,,,2792.466796875
"H10011-04-01",45,2,,,,,,2792.466796875
"H10201-04-01",21,2,,,,,,1396.23327636719
"H10201-04-01",22,2,,,,,,1396.23327636719
"H10201-04-01",23,2,,,,,,1396.23327636719
"H10201-04-01",31,2,,,,,,1396.23327636719
"H10201-04-01",32,2,,,,,,1396.23327636719
"H10201-04-01",33,2,,,,,,1396.23327636719
"H10201-04-01",34,2,,,,,,1396.23327636719
"H10201-04-01",35,2,,,,,,1396.23327636719
"H10201-04-01",36,2,,,,,,1396.23327636719
"H10201-04-01",41,2,,,,,,1396.23327636719
"H10201-04-01",42,2,,,,,,1396.23327636719
"H10201-04-01",43,2,,,,,,1396.23327636719
"H10201-04-01",44,2,,,,,,1396.23327636719
"H10201-04-01",45,2,,,,,,1396.23327636719
"H10201-04-02",21,2,,,,,,1396.23327636719
"H10201-04-02",22,2,,,,,,1396.23327636719
"H10201-04-02",23,2,,,,,,1396.23327636719
"H10201-04-02",31,2,,,,,,1396.23327636719
"H10201-04-02",32,2,,,,,,1396.23327636719
"H10201-04-02",33,2,,,,,,1396.23327636719
"H10201-04-02",34,2,,,,,,1396.23327636719
"H10201-04-02",35,2,,,,,,1396.23327636719
"H10201-04-02",36,2,,,,,,1396.23327636719
"H10201-04-02",41,2,,,,,,1396.23327636719
"H10201-04-02",42,2,,,,,,1396.23327636719
"H10201-04-02",43,2,,,,,,1396.23327636719
"H10201-04-02",44,2,,,,,,1396.23327636719
"H10201-04-02",45,2,,,,,,1396.23327636719
"H10205-04-01",21,2,,,,,,2792.46655273438
"H10205-04-01",22,2,,,,,,2792.46655273438
"H10205-04-01",23,2,,,,,,2792.46655273438
"H10205-04-01",31,2,,,,,,2792.46655273438
"H10205-04-01",32,2,,,,,,2792.46655273438
"H10205-04-01",33,2,,,,,,2792.46655273438
"H10205-04-01",34,2,,,,,,2792.46655273438
"H10205-04-01",35,2,,,,,,2792.46655273438
"H10205-04-01",36,2,,,,,,2792.46655273438
"H10205-04-01",41,2,,,,,,2792.46655273438
"H10205-04-01",42,2,,,,,,2792.46655273438
"H10205-04-01",43,2,,,,,,2792.46655273438
"H10205-04-01",44,2,,,,,,2792.46655273438
"H10205-04-01",45,2,,,,,,2792.46655273438
"H10207-04-01",21,1,2880000,0,"P10207-001","-111",,2792.46655273438
"H10207-04-01",22,2,,,,,,2792.46655273438
"H10207-04-01",23,2,,,,,,2792.46655273438
"H10207-04-01",31,2,,,,,,2792.46655273438
"H10207-04-01",32,2,,,,,,2792.46655273438
"H10207-04-01",33,2,,,,,,2792.46655273438
"H10207-04-01",34,2,,,,,,2792.46655273438
"H10207-04-01",35,2,,,,,,2792.46655273438
"H10207-04-01",36,2,,,,,,2792.46655273438
"H10207-04-01",41,2,,,,,,2792.46655273438
"H10207-04-01",42,2,,,,,,2792.46655273438
"H10207-04-01",43,2,,,,,,2792.46655273438
"H10207-04-01",44,2,,,,,,2792.46655273438
"H10207-04-01",45,2,,,,,,2792.46655273438
"H10209-04-01",21,2,,,,,,2792.46655273438
"H10209-04-01",22,2,,,,,,2792.46655273438
"H10209-04-01",23,2,,,,,,2792.46655273438
"H10209-04-01",31,2,,,,,,2792.46655273438
"H10209-04-01",32,2,,,,,,2792.46655273438
"H10209-04-01",33,2,,,,,,2792.46655273438
"H10209-04-01",34,2,,,,,,2792.46655273438
"H10209-04-01",35,2,,,,,,2792.46655273438
"H10209-04-01",36,2,,,,,,2792.46655273438
"H10209-04-01",41,2,,,,,,2792.46655273438
"H10209-04-01",42,1,350000,200000,"P10209-001","-111",7,2792.46655273438
"H10209-04-01",43,2,,,,,,2792.46655273438
"H10209-04-01",44,2,,,,,,2792.46655273438
"H10209-04-01",45,2,,,,,,2792.46655273438
"H10210-04-01",21,2,,,,,,2792.46655273438
"H10210-04-01",22,2,,,,,,2792.46655273438
"H10210-04-01",23,2,,,,,,2792.46655273438
"H10210-04-01",31,2,,,,,,2792.46655273438
"H10210-04-01",32,2,,,,,,2792.46655273438
"H10210-04-01",33,2,,,,,,2792.46655273438
"H10210-04-01",34,2,,,,,,2792.46655273438
"H10210-04-01",35,2,,,,,,2792.46655273438
"H10210-04-01",36,2,,,,,,2792.46655273438
"H10210-04-01",41,2,,,,,,2792.46655273438
"H10210-04-01",42,1,400000,0,"P10210-002","-111",7,2792.46655273438
"H10210-04-01",43,2,,,,,,2792.46655273438
"H10210-04-01",44,2,,,,,,2792.46655273438
"H10210-04-01",45,2,,,,,,2792.46655273438
"H10303-04-01",21,2,,,,,,2792.466796875
"H10303-04-01",22,2,,,,,,2792.466796875
"H10303-04-01",23,2,,,,,,2792.466796875
"H10303-04-01",31,2,,,,,,2792.466796875
"H10303-04-01",32,2,,,,,,2792.466796875
"H10303-04-01",33,2,,,,,,2792.466796875
"H10303-04-01",34,2,,,,,,2792.466796875
"H10303-04-01",35,2,,,,,,2792.466796875
"H10303-04-01",36,2,,,,,,2792.466796875
"H10303-04-01",41,2,,,,,,2792.466796875
"H10303-04-01",42,2,,,,,,2792.466796875
"H10303-04-01",43,1,1560000,0,,"-111",7,2792.466796875
"H10303-04-01",44,2,,,,,,2792.466796875
"H10303-04-01",45,2,,,,,,2792.466796875
"H10304-04-01",21,1,6720000,0,"P10304-001","-111",,2792.466796875
"H10304-04-01",22,2,,,,,,2792.466796875
"H10304-04-01",23,2,,,,,,2792.466796875
"H10304-04-01",31,2,,,,,,2792.466796875
"H10304-04-01",32,2,,,,,,2792.466796875
"H10304-04-01",33,2,,,,,,2792.466796875
"H10304-04-01",34,2,,,,,,2792.466796875
"H10304-04-01",35,2,,,,,,2792.466796875
"H10304-04-01",36,2,,,,,,2792.466796875
"H10304-04-01",41,2,,,,,,2792.466796875
"H10304-04-01",42,2,,,,,,2792.466796875
"H10304-04-01",43,2,,,,,,2792.466796875
"H10304-04-01",44,2,,,,,,2792.466796875
"H10304-04-01",45,2,,,,,,2792.466796875
"H10306-04-01",21,2,,,,,,2792.466796875
"H10306-04-01",22,2,,,,,,2792.466796875
"H10306-04-01",23,2,,,,,,2792.466796875
"H10306-04-01",31,2,,,,,,2792.466796875
"H10306-04-01",32,2,,,,,,2792.466796875
"H10306-04-01",33,2,,,,,,2792.466796875
"H10306-04-01",34,2,,,,,,2792.466796875
"H10306-04-01",35,2,,,,,,2792.466796875
"H10306-04-01",36,2,,,,,,2792.466796875
"H10306-04-01",41,2,,,,,,2792.466796875
"H10306-04-01",42,2,,,,,,2792.466796875
"H10306-04-01",43,2,,,,,,2792.466796875
"H10306-04-01",44,2,,,,,,2792.466796875
"H10306-04-01",45,2,,,,,,2792.466796875
"H10309-04-01",21,2,,,,,,2792.466796875
"H10309-04-01",22,2,,,,,,2792.466796875
"H10309-04-01",23,2,,,,,,2792.466796875
"H10309-04-01",31,2,,,,,,2792.466796875
"H10309-04-01",32,2,,,,,,2792.466796875
"H10309-04-01",33,2,,,,,,2792.466796875
"H10309-04-01",34,2,,,,,,2792.466796875
"H10309-04-01",35,2,,,,,,2792.466796875
"H10309-04-01",36,2,,,,,,2792.466796875
"H10309-04-01",41,2,,,,,,2792.466796875
"H10309-04-01",42,1,0,60000,"P10309-001","-111",7,2792.466796875
"H10309-04-01",43,2,,,,,,2792.466796875
"H10309-04-01",44,2,,,,,,2792.466796875
"H10309-04-01",45,1,2400000,0,"P10309-001","-111",,2792.466796875
"H10311-04-01",21,1,2520000,0,"P10311-001","-111",,2792.466796875
"H10311-04-01",22,2,,,,,,2792.466796875
"H10311-04-01",23,2,,,,,,2792.466796875
"H10311-04-01",31,2,,,,,,2792.466796875
"H10311-04-01",32,2,,,,,,2792.466796875
"H10311-04-01",33,2,,,,,,2792.466796875
"H10311-04-01",34,2,,,,,,2792.466796875
"H10311-04-01",35,2,,,,,,2792.466796875
"H10311-04-01",36,2,,,,,,2792.466796875
"H10311-04-01",41,2,,,,,,2792.466796875
"H10311-04-01",42,2,,,,,,2792.466796875
"H10311-04-01",43,1,600000,10000,"P10311-001","-111",8,2792.466796875
"H10311-04-01",44,2,,,,,,2792.466796875
"H10311-04-01",45,2,,,,,,2792.466796875
"H10312-04-01",21,1,360000,0,"P10312-001","-111",,2792.466796875
"H10312-04-01",22,2,,,,,,2792.466796875
"H10312-04-01",23,2,,,,,,2792.466796875
"H10312-04-01",31,2,,,,,,2792.466796875
"H10312-04-01",32,2,,,,,,2792.466796875
"H10312-04-01",33,2,,,,,,2792.466796875
"H10312-04-01",34,2,,,,,,2792.466796875
"H10312-04-01",35,2,,,,,,2792.466796875
"H10312-04-01",36,2,,,,,,2792.466796875
"H10312-04-01",41,2,,,,,,2792.466796875
"H10312-04-01",42,2,,,,,,2792.466796875
"H10312-04-01",43,2,,,,,,2792.466796875
"H10312-04-01",44,2,,,,,,2792.466796875
"H10312-04-01",45,2,,,,,,2792.466796875
"H10701-04-01",21,2,,,,,,757.547973632813
"H10701-04-01",22,2,,,,,,757.547973632813
"H10701-04-01",23,2,,,,,,757.547973632813
"H10701-04-01",31,2,,,,,,757.547973632813
"H10701-04-01",32,2,,,,,,757.547973632813
"H10701-04-01",33,2,,,,,,757.547973632813
"H10701-04-01",34,2,,,,,,757.547973632813
"H10701-04-01",35,2,,,,,,757.547973632813
"H10701-04-01",36,2,,,,,,757.547973632813
"H10701-04-01",41,2,,,,,,757.547973632813
"H10701-04-01",42,2,,,,,,757.547973632813
"H10701-04-01",43,2,,,,,,757.547973632813
"H10701-04-01",44,1,800000,0,"P10701-001","-111",,757.547973632813
"H10701-04-01",45,2,,,,,,757.547973632813
"H10701-04-02",21,2,,,,,,757.547973632813
"H10701-04-02",22,2,,,,,,757.547973632813
"H10701-04-02",23,2,,,,,,757.547973632813
"H10701-04-02",31,2,,,,,,757.547973632813
"H10701-04-02",32,2,,,,,,757.547973632813
"H10701-04-02",33,2,,,,,,757.547973632813
"H10701-04-02",34,2,,,,,,757.547973632813
"H10701-04-02",35,2,,,,,,757.547973632813
"H10701-04-02",36,2,,,,,,757.547973632813
"H10701-04-02",41,2,,,,,,757.547973632813
"H10701-04-02",42,2,,,,,,757.547973632813
"H10701-04-02",43,2,,,,,,757.547973632813
"H10701-04-02",44,2,,,,,,757.547973632813
"H10701-04-02",45,2,,,,,,757.547973632813
"H10701-04-03",21,2,,,,,,757.547973632813
"H10701-04-03",22,2,,,,,,757.547973632813
"H10701-04-03",23,2,,,,,,757.547973632813
"H10701-04-03",31,2,,,,,,757.547973632813
"H10701-04-03",32,2,,,,,,757.547973632813
"H10701-04-03",33,2,,,,,,757.547973632813
"H10701-04-03",34,2,,,,,,757.547973632813
"H10701-04-03",35,2,,,,,,757.547973632813
"H10701-04-03",36,2,,,,,,757.547973632813
"H10701-04-03",41,2,,,,,,757.547973632813
"H10701-04-03",42,2,,,,,,757.547973632813
"H10701-04-03",43,2,,,,,,757.547973632813
"H10701-04-03",44,2,,,,,,757.547973632813
"H10701-04-03",45,2,,,,,,757.547973632813
"H10702-04-01",21,2,,,,,,2272.64404296875
"H10702-04-01",22,2,,,,,,2272.64404296875
"H10702-04-01",23,2,,,,,,2272.64404296875
"H10702-04-01",31,2,,,,,,2272.64404296875
"H10702-04-01",32,2,,,,,,2272.64404296875
"H10702-04-01",33,2,,,,,,2272.64404296875
"H10702-04-01",34,2,,,,,,2272.64404296875
"H10702-04-01",35,2,,,,,,2272.64404296875
"H10702-04-01",36,2,,,,,,2272.64404296875
"H10702-04-01",41,2,,,,,,2272.64404296875
"H10702-04-01",42,2,,,,,,2272.64404296875
"H10702-04-01",43,2,,,,,,2272.64404296875
"H10702-04-01",44,2,,,,,,2272.64404296875
"H10702-04-01",45,2,,,,,,2272.64404296875
"H10703-04-01",21,2,,,,,,2272.64404296875
"H10703-04-01",22,2,,,,,,2272.64404296875
"H10703-04-01",23,2,,,,,,2272.64404296875
"H10703-04-01",31,2,,,,,,2272.64404296875
"H10703-04-01",32,2,,,,,,2272.64404296875
"H10703-04-01",33,2,,,,,,2272.64404296875
"H10703-04-01",34,2,,,,,,2272.64404296875
"H10703-04-01",35,2,,,,,,2272.64404296875
"H10703-04-01",36,2,,,,,,2272.64404296875
"H10703-04-01",41,2,,,,,,2272.64404296875
"H10703-04-01",42,1,50000,0,"P10703-001","-111",8,2272.64404296875
"H10703-04-01",43,2,,,,,,2272.64404296875
"H10703-04-01",44,2,,,,,,2272.64404296875
"H10703-04-01",45,2,,,,,,2272.64404296875
"H10704-04-01",21,2,,,,,,1136.32202148438
"H10704-04-01",22,2,,,,,,1136.32202148438
"H10704-04-01",23,2,,,,,,1136.32202148438
"H10704-04-01",31,2,,,,,,1136.32202148438
"H10704-04-01",32,2,,,,,,1136.32202148438
"H10704-04-01",33,2,,,,,,1136.32202148438
"H10704-04-01",34,2,,,,,,1136.32202148438
"H10704-04-01",35,2,,,,,,1136.32202148438
"H10704-04-01",36,2,,,,,,1136.32202148438
"H10704-04-01",41,2,,,,,,1136.32202148438
"H10704-04-01",42,2,,,,,,1136.32202148438
"H10704-04-01",43,2,,,,,,1136.32202148438
"H10704-04-01",44,2,,,,,,1136.32202148438
"H10704-04-01",45,2,,,,,,1136.32202148438
"H10704-04-02",21,2,,,,,,1136.32202148438
"H10704-04-02",22,2,,,,,,1136.32202148438
"H10704-04-02",23,2,,,,,,1136.32202148438
"H10704-04-02",31,2,,,,,,1136.32202148438
"H10704-04-02",32,2,,,,,,1136.32202148438
"H10704-04-02",33,2,,,,,,1136.32202148438
"H10704-04-02",34,2,,,,,,1136.32202148438
"H10704-04-02",35,2,,,,,,1136.32202148438
"H10704-04-02",36,2,,,,,,1136.32202148438
"H10704-04-02",41,2,,,,,,1136.32202148438
"H10704-04-02",42,2,,,,,,1136.32202148438
"H10704-04-02",43,2,,,,,,1136.32202148438
"H10704-04-02",44,2,,,,,,1136.32202148438
"H10704-04-02",45,2,,,,,,1136.32202148438
"H10706-04-01",21,2,,,,,,1136.32202148438
"H10706-04-01",22,2,,,,,,1136.32202148438
"H10706-04-01",23,2,,,,,,1136.32202148438
"H10706-04-01",31,2,,,,,,1136.32202148438
"H10706-04-01",32,2,,,,,,1136.32202148438
"H10706-04-01",33,2,,,,,,1136.32202148438
"H10706-04-01",34,2,,,,,,1136.32202148438
"H10706-04-01",35,2,,,,,,1136.32202148438
"H10706-04-01",36,2,,,,,,1136.32202148438
"H10706-04-01",41,2,,,,,,1136.32202148438
"H10706-04-01",42,1,200000,0,"P10706-001","P10706-002",7,1136.32202148438
"H10706-04-01",43,2,,,,,,1136.32202148438
"H10706-04-01",44,2,,,,,,1136.32202148438
"H10706-04-01",45,2,,,,,,1136.32202148438
"H10706-04-02",21,2,,,,,,1136.32202148438
"H10706-04-02",22,2,,,,,,1136.32202148438
"H10706-04-02",23,2,,,,,,1136.32202148438
"H10706-04-02",31,2,,,,,,1136.32202148438
"H10706-04-02",32,2,,,,,,1136.32202148438
"H10706-04-02",33,2,,,,,,1136.32202148438
"H10706-04-02",34,2,,,,,,1136.32202148438
"H10706-04-02",35,2,,,,,,1136.32202148438
"H10706-04-02",36,2,,,,,,1136.32202148438
"H10706-04-02",41,2,,,,,,1136.32202148438
"H10706-04-02",42,2,,,,,,1136.32202148438
"H10706-04-02",43,2,,,,,,1136.32202148438
"H10706-04-02",44,1,100000,100000,"P10706-009","-111",,1136.32202148438
"H10706-04-02",45,2,,,,,,1136.32202148438
"H10707-04-01",21,2,,,,,,2272.64404296875
"H10707-04-01",22,2,,,,,,2272.64404296875
"H10707-04-01",23,2,,,,,,2272.64404296875
"H10707-04-01",31,2,,,,,,2272.64404296875
"H10707-04-01",32,2,,,,,,2272.64404296875
"H10707-04-01",33,2,,,,,,2272.64404296875
"H10707-04-01",34,2,,,,,,2272.64404296875
"H10707-04-01",35,2,,,,,,2272.64404296875
"H10707-04-01",36,2,,,,,,2272.64404296875
"H10707-04-01",41,2,,,,,,2272.64404296875
"H10707-04-01",42,2,,,,,,2272.64404296875
"H10707-04-01",43,2,,,,,,2272.64404296875
"H10707-04-01",44,2,,,,,,2272.64404296875
"H10707-04-01",45,2,,,,,,2272.64404296875
"H10708-04-01",21,2,,,,,,2272.64404296875
"H10708-04-01",22,2,,,,,,2272.64404296875
"H10708-04-01",23,2,,,,,,2272.64404296875
"H10708-04-01",31,2,,,,,,2272.64404296875
"H10708-04-01",32,2,,,,,,2272.64404296875
"H10708-04-01",33,2,,,,,,2272.64404296875
"H10708-04-01",34,2,,,,,,2272.64404296875
"H10708-04-01",35,2,,,,,,2272.64404296875
"H10708-04-01",36,2,,,,,,2272.64404296875
"H10708-04-01",41,2,,,,,,2272.64404296875
"H10708-04-01",42,2,,,,,,2272.64404296875
"H10708-04-01",43,2,,,,,,2272.64404296875
"H10708-04-01",44,2,,,,,,2272.64404296875
"H10708-04-01",45,1,0,30000,"P10708-001","-111",,2272.64404296875
"H10709-04-01",21,2,,,,,,2272.64404296875
"H10709-04-01",22,1,10000,0,"P10709-001","P10709-002",,2272.64404296875
"H10709-04-01",23,2,,,,,,2272.64404296875
"H10709-04-01",31,2,,,,,,2272.64404296875
"H10709-04-01",32,2,,,,,,2272.64404296875
"H10709-04-01",33,2,,,,,,2272.64404296875
"H10709-04-01",34,2,,,,,,2272.64404296875
"H10709-04-01",35,2,,,,,,2272.64404296875
"H10709-04-01",36,2,,,,,,2272.64404296875
"H10709-04-01",41,2,,,,,,2272.64404296875
"H10709-04-01",42,2,,,,,,2272.64404296875
"H10709-04-01",43,2,,,,,,2272.64404296875
"H10709-04-01",44,2,,,,,,2272.64404296875
"H10709-04-01",45,2,,,,,,2272.64404296875
"H10710-04-01",21,1,80000,0,"P10710-001","P10710-002",,454.52880859375
"H10710-04-01",22,2,,,,,,454.52880859375
"H10710-04-01",23,2,,,,,,454.52880859375
"H10710-04-01",31,2,,,,,,454.52880859375
"H10710-04-01",32,2,,,,,,454.52880859375
"H10710-04-01",33,2,,,,,,454.52880859375
"H10710-04-01",34,2,,,,,,454.52880859375
"H10710-04-01",35,2,,,,,,454.52880859375
"H10710-04-01",36,2,,,,,,454.52880859375
"H10710-04-01",41,2,,,,,,454.52880859375
"H10710-04-01",42,2,,,,,,454.52880859375
"H10710-04-01",43,2,,,,,,454.52880859375
"H10710-04-01",44,2,,,,,,454.52880859375
"H10710-04-01",45,2,,,,,,454.52880859375
"H10710-04-02",21,1,480000,0,"P10710-032","-111",,454.52880859375
"H10710-04-02",22,2,,,,,,454.52880859375
"H10710-04-02",23,2,,,,,,454.52880859375
"H10710-04-02",31,2,,,,,,454.52880859375
"H10710-04-02",32,2,,,,,,454.52880859375
"H10710-04-02",33,2,,,,,,454.52880859375
"H10710-04-02",34,2,,,,,,454.52880859375
"H10710-04-02",35,2,,,,,,454.52880859375
"H10710-04-02",36,2,,,,,,454.52880859375
"H10710-04-02",41,2,,,,,,454.52880859375
"H10710-04-02",42,2,,,,,,454.52880859375
"H10710-04-02",43,2,,,,,,454.52880859375
"H10710-04-02",44,2,,,,,,454.52880859375
"H10710-04-02",45,2,,,,,,454.52880859375
"H10710-04-03",21,2,,,,,,454.52880859375
"H10710-04-03",22,2,,,,,,454.52880859375
"H10710-04-03",23,2,,,,,,454.52880859375
"H10710-04-03",31,2,,,,,,454.52880859375
"H10710-04-03",32,2,,,,,,454.52880859375
"H10710-04-03",33,2,,,,,,454.52880859375
"H10710-04-03",34,2,,,,,,454.52880859375
"H10710-04-03",35,2,,,,,,454.52880859375
"H10710-04-03",36,2,,,,,,454.52880859375
"H10710-04-03",41,2,,,,,,454.52880859375
"H10710-04-03",42,2,,,,,,454.52880859375
"H10710-04-03",43,1,4000000,0,"P10710-023","-111",7,454.52880859375
"H10710-04-03",44,2,,,,,,454.52880859375
"H10710-04-03",45,2,,,,,,454.52880859375
"H10710-04-04",21,2,,,,,,454.52880859375
"H10710-04-04",22,2,,,,,,454.52880859375
"H10710-04-04",23,2,,,,,,454.52880859375
"H10710-04-04",31,2,,,,,,454.52880859375
"H10710-04-04",32,2,,,,,,454.52880859375
"H10710-04-04",33,2,,,,,,454.52880859375
"H10710-04-04",34,2,,,,,,454.52880859375
"H10710-04-04",35,2,,,,,,454.52880859375
"H10710-04-04",36,2,,,,,,454.52880859375
"H10710-04-04",41,2,,,,,,454.52880859375
"H10710-04-04",42,2,,,,,,454.52880859375
"H10710-04-04",43,2,,,,,,454.52880859375
"H10710-04-04",44,2,,,,,,454.52880859375
"H10710-04-04",45,2,,,,,,454.52880859375
"H10710-04-05",21,2,,,,,,454.52880859375
"H10710-04-05",22,2,,,,,,454.52880859375
"H10710-04-05",23,2,,,,,,454.52880859375
"H10710-04-05",31,2,,,,,,454.52880859375
"H10710-04-05",32,2,,,,,,454.52880859375
"H10710-04-05",33,2,,,,,,454.52880859375
"H10710-04-05",34,2,,,,,,454.52880859375
"H10710-04-05",35,2,,,,,,454.52880859375
"H10710-04-05",36,2,,,,,,454.52880859375
"H10710-04-05",41,2,,,,,,454.52880859375
"H10710-04-05",42,1,300000,0,"P10710-016","P10710-018",7,454.52880859375
"H10710-04-05",43,2,,,,,,454.52880859375
"H10710-04-05",44,1,50000,0,"P10710-016","P10710-018",,454.52880859375
"H10710-04-05",45,2,,,,,,454.52880859375
"H10801-04-01",21,2,,,,,,2272.64404296875
"H10801-04-01",22,2,,,,,,2272.64404296875
"H10801-04-01",23,2,,,,,,2272.64404296875
"H10801-04-01",31,2,,,,,,2272.64404296875
"H10801-04-01",32,2,,,,,,2272.64404296875
"H10801-04-01",33,2,,,,,,2272.64404296875
"H10801-04-01",34,2,,,,,,2272.64404296875
"H10801-04-01",35,2,,,,,,2272.64404296875
"H10801-04-01",36,2,,,,,,2272.64404296875
"H10801-04-01",41,2,,,,,,2272.64404296875
"H10801-04-01",42,2,,,,,,2272.64404296875
"H10801-04-01",43,2,,,,,,2272.64404296875
"H10801-04-01",44,2,,,,,,2272.64404296875
"H10801-04-01",45,2,,,,,,2272.64404296875
"H10802-04-01",21,2,,,,,,2272.64404296875
"H10802-04-01",22,2,,,,,,2272.64404296875
"H10802-04-01",23,2,,,,,,2272.64404296875
"H10802-04-01",31,2,,,,,,2272.64404296875
"H10802-04-01",32,2,,,,,,2272.64404296875
"H10802-04-01",33,2,,,,,,2272.64404296875
"H10802-04-01",34,2,,,,,,2272.64404296875
"H10802-04-01",35,2,,,,,,2272.64404296875
"H10802-04-01",36,2,,,,,,2272.64404296875
"H10802-04-01",41,2,,,,,,2272.64404296875
