"HHID","parcelID","plotID","Production2_ID","cropID","a5bq5_1","a5bq5_2","a5bq6a","a5bq6b","a5bq6c","a5bq6d","a5bq6a_1","a5bq6a_2","a5bq6a_3","a5bq6a_4","a5bq6e","a5bq6e_1","a5bq6f","a5bq6f_1","a5bq7a","a5bq7b","a5bq7c","a5bq7d","a5bq8","a5bq9","a5bq10","a5bq11e","a5bq11f","a5bq11g","a5bq11h","a5bq12","a5bq13","a5bq14a","a5bq14b","a5bq15","a5bq16","a5bq17","a5bq18","a5bq19","a5bq20","a5bq21","a5bq22","a5bq23a","a5bq23b","hh","wgt_X"
51010401,2,1,4,620,5101007,2,2,20,10,140,1,5101007,,,10,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,1,"H05101-04-01",2792.466796875
51010401,3,2,2,210,5101007,2,2,45,10,110,1,5101007,,,12,2013,12,2013,1,45,10,110,200000,2,0,1,5101007,,,0,0.25,0,0,0.25,0,,4,1,3,0.5,,1,1,"H05101-04-01",2792.466796875
51010401,3,2,3,210,5101007,2,10,24,20,9,1,5101007,,,10,2013,11,2013,0,,,,,,,,,,,3,7,0,0,0,0,,6,2,,0,,1,1,"H05101-04-01",2792.466796875
51020401,1,1,1,812,5102002,2,3,44,20,10,2,,5102001,5102002,7,2013,12,2013,3,44,20,10,36000,2,0,2,,5102001,5102002,0,0,0,0,0,0,,4,2,,0,,3,,"H05102-04-01",2792.466796875
51020401,1,2,2,620,5102002,2,3,20,12,40,2,,5102001,5102002,9,2013,12,2013,0,,,,,,,,,,,0.200000002980232,2.79999995231628,0,0,0,0,,6,2,,0,,3,,"H05102-04-01",2792.466796875
51020401,1,3,3,780,5102002,2,3.5,20,9,100,1,5102001,,,9,2013,12,2013,3,20,9,100,300000,2,0,1,5102001,,,0.200000002980232,0.300000011920929,0,0,0,0,,4,2,,0,,3,,"H05102-04-01",2792.466796875
51020401,1,4,4,630,5102002,2,2.5,20,12,40,2,,5102001,5102002,8,2013,12,2013,0,,,,,,,,,,,0.300000011920929,2.20000004768372,0,0,0,0,,6,2,,0,,3,,"H05102-04-01",2792.466796875
51020401,1,5,8,130,5102002,2,2,45,10,100,2,,5102001,5102002,12,2013,12,2013,1,45,10,100,500000,2,0,2,,5102001,5102002,0,0.300000011920929,0,0.100000001490116,0,0,,4,2,,0.600000023841858,,2,96,"H05102-04-01",2792.466796875
51020401,1,5,7,130,5102002,2,4,12,90,3,2,,5102001,5102002,12,2013,12,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,1,"H05102-04-01",2792.466796875
51020401,1,5,6,210,5102002,2,2,45,20,20,2,,5102001,5102002,12,2013,12,2013,1,45,20,20,28000,2,0,2,,5102001,5102002,0,0.5,0,0,0.5,0,,4,2,,0,,2,96,"H05102-04-01",2792.466796875
51020401,1,5,5,210,5102002,2,5,24,39,2,2,,5102001,5102002,11,2013,11,2013,0,,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,3,,"H05102-04-01",2792.466796875
51020401,2,6,10,130,5102002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05102-04-01",2792.466796875
51020401,2,6,9,210,5102002,2,1,45,20,20,2,,5102001,5102002,11,2013,12,2013,0,,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0.5,,2,96,"H05102-04-01",2792.466796875
51020401,2,7,11,630,5102002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05102-04-01",2792.466796875
51020401,3,8,12,741,5102002,2,18,20,69,4,2,,5102001,5102002,7,2013,12,2013,0,,,,,,,,,,,0,18,0,0,0,0,,6,2,,0,,2,96,"H05102-04-01",2792.466796875
51030401,1,1,2,741,5103002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05103-04-01",2792.466796875
51030401,1,1,1,630,5103002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05103-04-01",2792.466796875
51030401,2,2,3,210,5103002,2,1.5,45,10,100,2,,5103001,5103002,12,2013,12,2013,1,45,10,100,50000,2,0,2,,5103002,5103001,0,0.5,0,0,0,0,,4,2,,0,,2,96,"H05103-04-01",2792.466796875
51030401,2,2,4,130,5103002,2,3,45,39,5,2,,5103001,5103002,11,2013,12,2013,0,,,,,,,,,,,1,2,0,0,0,0,,4,2,,0,,2,96,"H05103-04-01",2792.466796875
51030401,3,3,6,130,5103002,2,1,45,39,5,2,,5103001,5103002,12,2013,12,2013,0,,,,,,,,,,,0,0,0,0,1,0,,4,2,,0,,2,96,"H05103-04-01",2792.466796875
51030401,3,3,5,210,5103002,2,1,45,20,20,2,,5103001,5103002,11,2013,12,2013,0,,,,,,,,,,,0,0.699999988079071,0,0,0.300000011920929,0,,4,2,,0,,2,96,"H05103-04-01",2792.466796875
51040401,1,1,2,620,5104001,2,1.5,20,10,140,1,5104001,,,1,2014,3,2014,0,,,,,,,,,,,0.5,1,0,0,0,0,,6,2,,0,,2,96,"H05104-04-01",2792.466796875
51040401,1,1,1,630,5104001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05104-04-01",2792.466796875
51040401,2,2,3,210,5104001,2,1.5,45,20,20,1,5104001,,,12,2013,12,2013,,45,20,20,20000,2,0,1,5104001,,,0,1,0,0,0,0,,6,2,,0,,2,96,"H05104-04-01",2792.466796875
51040401,2,2,6,130,5104001,2,2,23,20,10,1,5104001,,,11,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,96,"H05104-04-01",2792.466796875
51040401,2,2,4,210,5104001,2,3,24,20,12,1,5104001,,,11,2013,12,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,96,"H05104-04-01",2792.466796875
51040401,2,2,5,130,5104001,2,2,45,10,100,1,5104001,,,1,2014,1,2014,,45,10,100,10000,2,0,1,5104001,,,0,0.5,0,0,0,0,,6,2,,0,,2,96,"H05104-04-01",2792.466796875
51050401,1,1,1,811,5105001,2,1,44,10,80,2,,5105001,5105002,10,2013,11,2013,1,45,10,80,280000,2,0,2,,5105001,5105002,0,0,0,0,0,0,,4,2,,0,,3,,"H05105-04-01",2792.466796875
51050401,1,2,2,741,5105001,2,12,20,67,18,2,,5105001,5105002,9,2013,12,2013,6,20,67,18,108000,5,0,2,,5105001,5105002,0,6,0,0,0,0,,6,2,,0,,2,96,"H05105-04-01",2792.466796875
51050401,2,4,3,130,5105001,2,4,45,10,135,2,,5105001,5105002,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,3,,2,96,"H05105-04-01",2792.466796875
51050401,2,5,4,210,5105001,2,13,45,20,20,2,,5105001,5105002,12,2013,12,2013,7,45,20,20,280000,2,0,2,,5105001,5105002,0.5,2,0,0,0,0,,4,2,,3.5,,2,96,"H05105-04-01",2792.466796875
51050401,2,5,5,630,5105001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05105-04-01",2792.466796875
51060401,1,1,1,741,5106003,2,24,20,68,10,1,5106003,,,9,2013,12,2013,0,,,,,,,,,,,0,24,0,0,0,0,,6,2,,0,,2,96,"H05106-04-01",2792.466796875
51060401,1,2,2,130,5106003,2,2,43,12,50,1,5106003,,,10,2013,11,2013,0,,,,,,,,,,,0,1.70000004768372,0,0,0.300000011920929,0,,4,2,,0,,2,96,"H05106-04-01",2792.466796875
51060401,1,2,3,210,5106003,2,0.5,45,20,20,1,5106003,,,11,2013,12,2013,0,,,,,,,,,,,0,0.300000011920929,0,0,0.200000002980232,0,,4,2,,0,,2,96,"H05106-04-01",2792.466796875
51060401,1,3,4,630,5106003,2,18,20,39,8,1,5106003,,,11,2013,12,2013,0,,,,,,,,,,,5,13,0,0,0,0,,6,2,,0,,1,96,"H05106-04-01",2792.466796875
51060401,2,4,5,741,5106003,2,30,20,68,12,1,5106003,,,8,2013,12,2013,0,,,,,,,,,,,6,24,0,0,0,0,,6,2,,0,,2,96,"H05106-04-01",2792.466796875
51060401,2,5,6,130,5106003,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05106-04-01",2792.466796875
51060401,2,5,7,210,5106003,2,1,45,20,20,1,5106003,,,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,96,"H05106-04-01",2792.466796875
51070401,1,1,2,210,5107001,2,2,24,20,10,1,5107001,,,11,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,96,"H05107-04-01",2792.466796875
51070401,1,1,1,210,5107001,2,1,24,20,20,1,5107001,,,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,96,"H05107-04-01",2792.466796875
51070401,1,1,3,741,5107001,2,12,20,69,5,1,5107001,,,7,2013,12,2013,0,,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,3,,"H05107-04-01",2792.466796875
51070401,2,2,4,630,5107001,2,2,20,10,150,1,5107001,,,1,2014,3,2014,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H05107-04-01",2792.466796875
51080401,1,1,1,741,5108002,2,10,20,68,8,2,,5108001,5108002,7,2013,12,2013,0,,,,,,,,,,,1,9,0,0,0,0,,6,2,,0,,2,96,"H05108-04-01",2792.466796875
51080401,1,1,2,812,5108002,2,2,44,20,15,1,5108001,,,7,2013,12,2013,2,44,20,15,10000,2,0,1,5108001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H05108-04-01",2792.466796875
51080401,2,2,9,812,5108002,2,3,44,20,10,1,5108001,,,7,2013,12,2013,3,44,20,10,54000,2,0,1,5108001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H05108-04-01",2792.466796875
51080401,2,2,3,630,5108002,2,3,20,12,35,2,,5108001,5108002,9,2013,12,2013,0,,,,,,,,,,,0.5,1.5,0,0,0,0,,6,2,,0,,3,,"H05108-04-01",2792.466796875
51080401,3,3,6,630,5108002,2,1,20,12,35,2,,5108001,5108002,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05108-04-01",2792.466796875
51080401,3,3,4,210,5108002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05108-04-01",2792.466796875
51080401,3,3,5,130,5108002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05108-04-01",2792.466796875
51080401,4,4,7,210,5108002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05108-04-01",2792.466796875
51080401,4,4,8,130,5108002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05108-04-01",2792.466796875
51090401,1,1,1,741,5109002,2,15,20,69,3,1,5109002,,,7,2013,12,2013,0,,,,,,,,,,,2,13,0,0,0,0,,6,2,,0,,3,,"H05109-04-01",2792.466796875
51090401,1,2,2,210,5109002,2,8,24,39,2,1,5109002,,,12,2013,12,2013,0,,,,,,,,,,,0,8,0,0,0,0,,6,2,,0,,3,,"H05109-04-01",2792.466796875
51090401,1,2,3,210,5109002,2,2,45,20,20,1,5109002,,,12,2013,12,2013,0,,,,,,,,,,,0.25,1.25,0,0,0.5,0,,4,2,,0,,1,96,"H05109-04-01",2792.466796875
53020401,1,4,9,420,5302002,2,40,20,,,2,,5302001,5302002,11,2013,12,2013,40,20,,,700000,2,0,1,5302001,,,0,0,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,1,5,10,741,5302002,2,15,20,68,9,2,,5302001,5302002,7,2013,12,2013,0,,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,1,5,11,210,5302002,2,20,24,39,7,1,5302002,,,11,2013,12,2013,0,,,,,,,,,,,5,15,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,2,1,4,210,5302002,2,60,45,1,,2,,5302002,5302001,11,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,30,,3,,"H05302-04-01",2792.466796875
53020401,2,1,2,130,5302002,2,3,45,20,15,2,,5302001,5302002,10,2013,12,2013,0,,,,,,,,,,,0,1,0,0,1,0,,4,2,,1,,3,,"H05302-04-01",2792.466796875
53020401,2,1,3,210,5302002,2,5,24,20,9,2,,5302001,5302002,10,2013,12,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,2,1,1,130,5302002,2,3,22,9,70,2,,5302001,5302002,10,2013,12,2013,3,22,9,70,36000,2,0,2,,5302001,5302002,0,0,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,2,2,8,210,5302002,2,2,45,10,100,2,,5302001,5302002,10,2013,12,2013,2,45,10,100,240000,2,0,2,,5302001,5302002,0,0,0,0,0,0,,4,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,2,2,7,741,5302002,2,20,20,68,9,2,,5302001,5302002,8,2013,12,2013,0,,,,,,,,,,,10,10,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,2,2,6,741,5302002,2,40,20,69,6,2,,5302001,5302002,7,2013,12,2013,0,,,,,,,,,,,8,40,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53020401,2,3,5,620,5302002,2,12,20,1,,2,,5302001,5302002,11,2013,1,2013,0,,,,,,,,,,,0,14,0,0,0,0,,6,2,,0,,3,,"H05302-04-01",2792.466796875
53030401,1,1,3,130,5303001,2,40,22,1,,1,5303001,,,12,2013,12,2013,0,,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,1,1,2,210,5303001,2,100,45,1,,1,5303001,,,12,2013,12,2013,0,,,,,,,,,,,0,60,0,0,40,0,,4,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,1,1,4,130,5303001,2,160,45,1,,1,5303001,,,1,2014,1,2014,100,45,1,,60000,2,0,1,5303001,,,0,60,0,0,0,0,,4,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,1,1,1,210,5303001,2,60,14,1,,1,5303001,,,11,2013,11,2013,0,,,,,,,,,,,0,60,0,0,0,0,,6,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,1,2,5,741,5303001,2,30,20,68,18,1,5303001,,,7,2013,12,2013,0,,,,,,,,,,,10,20,0,0,0,0,,6,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,1,2,7,741,5303001,2,15,20,69,7,1,5303001,,,7,2013,12,2013,0,,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,1,2,6,741,5303001,2,20,20,68,12,1,5303001,,,7,2013,12,2013,0,,,,,,,,,,,0,0,20,0,0,0,,6,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,2,3,8,210,5303001,2,80,24,1,,2,,5303001,5303002,12,2013,12,2013,80,45,1,,96000,2,0,2,,5303001,5303002,0,0,0,0,0,0,,4,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,2,3,9,130,5303001,2,250,45,1,,2,,5303001,5303002,1,2014,1,2014,250,45,1,,150000,2,0,2,,5303001,5303002,0,0,0,0,0,0,,4,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,2,4,10,310,5303001,2,50,45,1,,2,,5303001,5303002,1,2014,1,2014,0,,,,,,,,,,,0,30,0,0,20,0,,4,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,2,5,12,130,5303001,2,1400,45,1,,1,5303001,,,1,2013,1,2013,1200,45,1,,720000,2,0,1,5303001,,,130,70,0,0,0,0,,4,2,,0,,1,96,"H05303-04-01",2792.466796875
53030401,2,5,11,210,5303001,2,260,45,1,,1,5303001,,,12,2013,12,2013,260,45,1,,312000,2,0,1,5303001,,,0,0,0,0,0,0,,4,2,,0,,2,96,"H05303-04-01",2792.466796875
53030401,2,6,14,812,5303001,2,200,44,1,,1,5303001,,,11,2013,12,2013,200,44,1,,240000,2,0,1,5303001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H05303-04-01",2792.466796875
53030401,2,6,13,812,5303001,2,35,24,20,20,1,5303001,,,11,2013,12,2013,35,24,20,20,560000,2,0,1,5303001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H05303-04-01",2792.466796875
53040401,1,1,4,210,5304001,2,10,24,39,8,2,,5304001,5304002,10,2013,12,2013,0,,,,,,,,,,,2,8,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,1,3,210,5304001,2,2,45,10,100,2,,5304001,5304002,10,2013,12,2013,1,24,10,100,60000,2,0,2,,5304001,5304002,0,0.5,0,0,0.25,0,,4,2,,0.5,,3,,"H05304-04-01",2792.466796875
53040401,1,1,2,130,5304001,2,5,23,21,7,2,,5304001,5304002,10,2013,12,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,1,1,130,5304001,2,4,45,10,100,2,,5304001,5304002,11,2013,12,2013,2,45,10,100,80000,2,0,2,,5304001,5304002,0,1.5,0,0,0.25,0,,4,2,,0.25,,3,,"H05304-04-01",2792.466796875
53040401,1,2,5,130,5304001,2,5,23,39,8,2,,5304001,5304002,10,2013,12,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,2,6,130,5304001,2,3,21,10,100,2,,5304001,5304002,10,2013,12,2013,0,,,,,,,,,,,0,0,0,3,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,3,9,210,5304001,2,7,24,38,8,2,,5304001,5304002,10,2013,12,2013,0,,,,,,,,,,,0,7,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,3,7,741,5304001,2,50,20,69,6,2,,5304001,5304002,7,2013,12,2013,0,,,,,,,,,,,10,40,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,3,8,630,5304001,2,1,20,10,110,2,,5304001,5304002,7,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,4,10,811,5304001,2,20,24,22,20,2,,5304001,5304002,8,2013,12,2013,20,24,22,20,200000,2,0,2,,5304001,5304002,0,0,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,4,11,630,5304001,2,1,20,10,110,2,,5304001,5304002,7,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,1,5,12,620,5304001,2,15,20,20,15,2,,5304001,5304002,10,2013,12,2013,0,,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,3,,"H05304-04-01",2792.466796875
53040401,2,6,13,130,5304001,2,6,45,10,100,1,5304001,,,11,2013,1,2013,5,45,10,100,24000,2,0,1,5304004,,,0,0,0,0,0,0,,6,2,,1,,3,,"H05304-04-01",2792.466796875
53050401,1,1,1,812,5305001,2,7,44,20,20,2,,5305001,5305002,11,2013,12,2013,7,44,20,20,56000,2,0,1,5305001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H05305-04-01",465.4111328125
53050401,1,2,4,812,5305001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05305-04-01",465.4111328125
53050401,1,2,3,741,5305001,2,30,20,69,5,2,,5305001,5305002,7,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,1,1,"H05305-04-01",465.4111328125
53050401,1,2,2,741,5305001,2,12,20,68,10,2,,5305001,5305002,7,2013,11,2013,0,,,,,,,,,,,2,10,0,0,0,0,,6,2,,0,,1,1,"H05305-04-01",465.4111328125
53050401,1,3,5,310,5305001,2,1,32,10,100,2,,5305001,5305002,12,2013,12,2013,0,,,,,,,,,,,0,0.699999988079071,0,0,0.300000011920929,0,,4,2,,0,,3,,"H05305-04-01",465.4111328125
53050401,1,4,10,630,5305001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05305-04-01",465.4111328125
53050401,1,4,9,210,5305001,2,4.5,45,10,100,2,,5305001,5305002,12,2013,12,2013,3,45,10,100,450000,2,0,2,,5305001,5305002,0,1.10000002384186,0,0,0.400000005960464,0,,4,2,,0,,3,,"H05305-04-01",465.4111328125
53050401,1,4,8,210,5305001,2,1,24,10,100,2,,5305001,5305002,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05305-04-01",465.4111328125
53050401,1,4,6,130,5305001,2,2,12,10,100,2,,5305001,5305002,12,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H05305-04-01",465.4111328125
53050401,1,4,7,130,5305001,2,3,45,10,120,2,,5305001,5305002,1,2014,1,2014,1,45,10,100,60000,2,0,2,,5305001,5305002,0,1.79999995231628,0,0,0.200000002980232,0,,4,2,,0,,3,,"H05305-04-01",465.4111328125
53050401,1,5,11,620,5305001,2,1,20,10,120,2,,5305001,5305002,12,2013,1,2014,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,1,"H05305-04-01",465.4111328125
53050402,1,1,1,130,5305035,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H05305-04-02",465.4111328125
53050403,1,1,4,210,5305003,2,1,45,10,100,2,,5305003,5305039,12,2013,12,2013,0,,,,,,,,,,,0,0.699999988079071,0,0,0.300000011920929,0,,4,2,,0,,3,,"H05305-04-03",465.4111328125
53050403,1,1,3,210,5305003,2,4,24,20,20,2,,5305003,5305039,11,2013,11,2013,0,,,,,,,,,,,1,3,0,0,0,0,,6,2,,0,,3,,"H05305-04-03",465.4111328125
53050403,1,1,2,130,5305003,2,1.5,45,10,100,2,,5305003,5305039,12,2013,1,2014,0,,,,,,,,,,,0,1.29999995231628,0,0,0.200000002980232,0,,4,2,,0,,3,,"H05305-04-03",465.4111328125
53050403,1,1,1,130,5305003,2,1,12,10,70,2,,5305003,5305039,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05305-04-03",465.4111328125
53050403,1,2,5,741,5305003,2,12,20,68,15,2,,5305003,5305039,7,2013,12,2013,0,,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,3,,"H05305-04-03",465.4111328125
53050403,1,2,6,741,5305003,2,20,20,69,5,2,,5305003,5305039,7,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,3,,"H05305-04-03",465.4111328125
53050403,1,3,7,630,5305003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H05305-04-03",465.4111328125
53050403,1,4,8,620,5305003,2,6,20,20,25,2,,5305003,5305039,12,2013,1,2014,0,,,,,,,,,,,1,5,0,0,0,0,,6,2,,0,,3,,"H05305-04-03",465.4111328125
53060401,1,1,4,130,5306001,2,0.5,45,20,18,1,5306001,,,10,2013,12,2013,0,,,,,,,,,,,0,0.25,0,0,0.25,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060401,1,1,3,210,5306001,2,4,24,39,7,1,5306001,,,10,2013,11,2013,0,,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060401,1,1,2,210,5306001,2,40,45,1,,1,5306001,,,10,2013,12,2013,10,45,1,,12000,2,0,1,5306001,,,0,10,0,0,10,0,,4,2,,10,,3,,"H05306-04-01",1396.2333984375
53060401,1,1,1,812,5306001,2,5,24,22,7,1,5306001,,,10,2013,12,2013,5,24,22,8,40000,2,0,1,5306001,,,0,0,0,0,0,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060401,2,2,8,630,5306001,2,5,20,39,5,1,5306001,,,7,2013,10,2013,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060401,2,2,7,130,5306001,2,40,45,1,,1,5306001,,,10,2013,12,2013,40,45,1,,16000,2,0,1,5306001,,,0,0,0,0,0,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060401,2,2,6,210,5306001,2,2,45,22,20,1,5306001,,,10,2013,12,2013,0,,,,,,,,,,,0,0,0,0,0,0,,4,2,,2,,3,,"H05306-04-01",1396.2333984375
53060401,2,2,5,741,5306001,2,15,20,69,6,1,5306001,,,7,2013,12,2013,0,,,,,,,,,,,15,0,0,0,0,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060401,2,3,9,620,5306001,2,4,20,39,5,1,5306001,,,12,2013,2,2014,0,,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,"H05306-04-01",1396.2333984375
53060402,1,1,1,130,5306002,2,2,45,20,20,1,5306002,,,10,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,3,,"H05306-04-02",1396.2333984375
53060402,1,1,3,210,5306002,2,20,24,1,,1,5306002,,,10,2013,12,2013,0,,,,,,,,,,,0,10,0,0,2,0,,4,2,,8,,3,,"H05306-04-02",1396.2333984375
53060402,1,1,5,630,5306002,2,8,20,22,20,1,5306002,,,7,2013,12,2013,0,,,,,,,,,,,2,6,0,0,0,0,,6,2,,0,,3,,"H05306-04-02",1396.2333984375
53060402,1,1,4,210,5306002,2,5,24,38,9,1,5306002,,,10,2013,12,2013,0,,,,,,,,,,,2,3,0,0,0,0,,6,2,,0,,3,,"H05306-04-02",1396.2333984375
53060402,1,1,2,130,5306002,2,5,23,39,8,1,5306002,,,10,2013,12,2013,0,,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,3,,"H05306-04-02",1396.2333984375
53080401,1,1,4,210,5308002,2,4,14,20,20,2,,5308001,5308002,11,2013,12,2013,0,,,,,,,,,,,0.5,3.5,0,0,0,0,,6,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,1,1,5,210,5308002,2,2,45,20,20,2,,5308001,5308002,12,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,1,1,1,812,5308002,2,3,44,10,100,2,,5308001,5308002,9,2013,12,2013,3,24,10,100,210000,2,0,2,,5308001,5308002,0,0,0,0,0,0,,4,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,1,1,3,741,5308002,2,10,20,68,10,2,,5308001,5308002,7,2013,12,2013,0,,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,1,1,2,741,5308002,2,44,20,69,4,2,,5308001,5308002,7,2013,12,2013,0,,,,,,,,,,,0,44,0,0,0,0,,6,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,2,2,7,210,5308002,2,1,24,10,90,2,,5308001,5308002,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,2,2,8,210,5308002,2,3,45,10,110,2,,5308002,5308001,12,2013,12,2013,3,45,10,110,462000,2,0,2,,5308001,5308002,0,0,0,0,0,0,,4,2,,0,,3,,"H05308-04-01",2792.466796875
53080401,2,2,10,130,5308002,2,5,45,10,115,2,,5308001,5308002,1,2014,1,2014,2,45,10,115,120000,2,0,2,,5308001,5308002,0,1.10000002384186,0,0,0.400000005960464,15,4,4,2,,0.5,,3,,"H05308-04-01",2792.466796875
53080401,2,2,9,130,5308002,2,1,12,10,100,2,,5308001,5308002,12,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,"H05308-04-01",2792.466796875
