"District_Name","SubCounty","Parish","Villagecode","HSD_ID","C4H_Element","C4H_Month","C4H_Year","C4HQ82","C4HQ83","C4HQ84","C4HQ85","C4HQ86","C4H_Element_V2","C4H_Month_V2","C4H_Year_V2","C4HQ82_V2","C4HQ83_V2","C4HQ84_V2","C4HQ85_V2","C4HQ86_V2","Health_Response","Reason_Health_Not_Done"
113,113112,11311203,1131120307,1,1,1,4,1272,"1272","1272",2,,1,3,4,1510,"1510",1510,2,,1,
113,113112,11311203,1131120307,2,1,2,4,1659,"1659","1659",2,,1,4,4,2483,"2483",2483,2,,1,
113,113112,11311203,1131120307,3,2,1,4,66,"66","66",2,,2,3,4,64,"64",64,2,,1,
113,113112,11311203,1131120307,4,2,2,4,57,"57","57",2,,2,4,4,50,"50",50,2,,1,
113,113112,11311203,1131120307,5,3,1,4,71,"71","71",2,,3,3,4,103,"103",103,2,,1,
113,113112,11311203,1131120307,6,3,2,4,91,"91","91",2,,3,4,4,93,"93",93,2,,1,
113,113113,11311302,1131130204,,,,,,,,,,,,,,,,,,3,"Hospital Level"
113,113113,11311306,1131130602,1,,,,,,,,,1,3,4,,,172,1,,1,
113,113113,11311306,1131130602,2,,,,,,,,,1,4,4,,,203,1,,1,
113,113113,11311306,1131130602,3,,,,,,,,,2,3,4,,,12,1,,1,
113,113113,11311306,1131130602,4,,,,,,,,,2,4,4,,,8,1,,1,
113,113303,11330301,1133030101,,,,,,,,,,,,,,,,,,,
113,113303,11330301,1133030109,1,1,1,4,881,"-","892",1,"Some names were missed by not being marked",1,3,4,981,"981",996,1,"Missed a page",1,
113,113303,11330301,1133030109,2,1,2,4,875,"-","889",1,"Some names were missed by not being marked",1,4,4,786,"786",777,1,"Included re-attendance in HMIS 105",1,
113,113303,11330301,1133030109,3,2,1,4,15,"-","15",2,,2,3,4,13,"13",13,2,,1,
113,113303,11330301,1133030109,4,2,2,4,24,"-","24",2,,2,4,4,14,"14",14,2,,1,
113,113303,11330301,1133030109,5,3,1,4,32,"-","42",1,"Wrong tallying on the tally sheets",3,3,4,45,"45",45,2,,1,
113,113303,11330301,1133030109,6,3,2,4,38,"-","38",2,,3,4,4,33,"33",33,2,,1,
113,113303,11330305,1133030504,1,1,1,4,534,"-","539",1,"Miscount",1,3,4,659,"659",659,2,,1,
113,113303,11330305,1133030504,2,1,2,4,773,"-","773",2,,1,4,4,730,"730",730,2,,1,
113,113303,11330305,1133030504,3,2,1,4,0,"-","0",2,,2,3,4,15,"15",15,2,,1,
113,113303,11330305,1133030504,4,2,2,4,3,"-","3",2,,2,4,4,8,"8",8,2,,1,
113,113303,11330305,1133030504,5,3,1,4,42,"-","42",2,,3,3,4,45,"45",45,2,,1,
113,113303,11330305,1133030504,6,3,2,4,36,"-","36",2,,3,4,4,49,"49",49,2,,1,
113,113304,11330403,1133040308,1,1,,,,,,,,,,,,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113306,11330606,1133060601,1,1,1,4,1838,"1838","1838",2,,1,3,4,2937,"2937",2937,2,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,2,1,2,4,2599,"2599","2599",2,,1,4,4,2320,"2320",2320,2,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,3,2,1,4,140,"140","140",2,,2,3,4,144,"144",144,2,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,4,2,2,4,166,"166","166",2,,2,4,4,185,"185",185,2,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,5,3,1,4,175,"175","175",2,,3,3,4,238,"238",238,2,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,6,3,2,4,196,"196","196",2,,3,4,4,258,"258",28,2,,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113307,11330701,1133070102,1,1,1,4,773,"-","654",1,"Included re-attendance",1,3,4,657,"-",666,1,"Double counting",1,
113,113307,11330701,1133070102,2,1,2,4,798,"-","736",1,"Included re-attendance",1,4,4,765,"-",765,2,,1,
113,113307,11330701,1133070102,3,3,1,4,137,"-","137",2,,3,3,4,98,"-",98,2,,1,
113,113307,11330701,1133070102,4,3,2,4,262,"-","262",2,,3,4,4,103,"-",103,2,,1,
115,115103,11510302,1151030204,1,,,,,,,,,1,3,5,972,"972",972,2,,1,
115,115103,11510302,1151030204,2,,,,,,,,,1,4,5,1231,"1231",1231,2,,1,
115,115103,11510302,1151030204,3,,,,,,,,,2,3,5,24,"24",24,2,,1,
115,115103,11510302,1151030204,4,,,,,,,,,2,4,5,29,"29",29,2,,1,
115,115103,11510302,1151030204,5,,,,,,,,,3,3,5,54,"54",54,2,,1,
115,115103,11510302,1151030204,6,,,,,,,,,3,4,5,37,"37",37,2,,1,
115,115104,11510403,1151040307,1,1,1,4,1223,"1223","1223",2,,1,3,4,508,"508",508,2,,1,
115,115104,11510403,1151040307,2,1,2,4,884,"884","884",2,,1,4,4,661,"661",661,2,,1,
115,115104,11510403,1151040307,3,2,1,4,7,"7","7",2,,2,3,4,23,"23",23,2,,1,
115,115104,11510403,1151040307,4,2,2,4,11,"11","11",2,,2,4,4,13,"13",13,2,,1,
115,115104,11510403,1151040307,5,3,1,4,11,"11","11",2,,3,3,4,35,"35",35,2,,1,
115,115104,11510403,1151040307,6,3,2,4,62,"62","62",2,,3,4,4,49,"49",49,2,,1,
115,115202,11520209,1152020907,1,1,1,4,1030,"1030","1059",1,"Miscount",1,3,4,894,"-",880,1,"Double count",1,
115,115202,11520209,1152020907,2,1,2,4,1253,"1253","1300",1,"Miscount",1,4,4,1272,"--",1278,1,"Missed some names",1,
115,115202,11520209,1152020907,3,2,1,4,9,"9","9",2,,2,3,4,13,"-",13,2,,1,
115,115202,11520209,1152020907,4,2,2,4,10,"10","10",2,,2,4,4,17,"-",17,2,,1,
115,115202,11520209,1152020907,5,3,1,4,46,"46","46",2,,3,3,4,53,"-",53,2,,1,
115,115202,11520209,1152020907,6,3,2,4,34,"34","32",1,"Miscount",3,4,4,34,"-",34,2,,1,
115,115203,11520307,1152030702,1,1,1,4,1123,"1123","1123",2,,1,3,4,662,"662",662,2,,1,
115,115203,11520307,1152030702,2,1,2,4,1183,"1183","1183",2,,1,4,4,1146,"1146",1146,2,,1,
115,115203,11520307,1152030702,3,2,1,4,23,"23","23",2,,2,3,4,29,"29",29,2,,1,
115,115203,11520307,1152030702,4,2,2,4,14,"14","14",2,,2,4,4,10,"10",10,2,,1,
115,115203,11520307,1152030702,5,3,1,4,40,"40","40",2,,3,3,4,41,"41",41,2,,1,
115,115203,11520307,1152030702,6,3,2,4,34,"34","34",2,,3,4,4,24,"24",24,2,,1,
115,115205,11520504,1152050405,1,1,1,4,982,"982","982",2,,1,3,4,822,"822",822,2,,1,
115,115205,11520504,1152050405,2,1,2,4,1110,"1110","1110",2,,1,4,4,749,"749",749,2,,1,
115,115205,11520504,1152050405,3,2,1,4,0,"0","0",2,,2,3,4,0,"0",0,2,,1,
115,115205,11520504,1152050405,4,2,2,4,4,"4","4",2,,2,4,4,0,"0",0,2,,1,
115,115205,11520504,1152050405,5,3,1,4,20,"20","20",2,,3,3,4,7,"7",7,2,,1,
115,115205,11520504,1152050405,6,3,2,4,11,"11","11",2,,3,4,4,14,"14",14,2,,1,
115,115207,11520703,1152070306,1,1,1,5,667,"-","667",2,,1,3,4,632,"-",621,1,,1,
115,115207,11520703,1152070306,2,1,2,5,797,"-","801",1,"Poor recording",1,4,4,683,"-",681,1,"Miscount",1,
115,115207,11520703,1152070306,3,2,1,5,3,"-","3",2,,2,3,4,1,"-",1,2,,1,
115,115207,11520703,1152070306,4,2,2,5,4,"-","4",2,,2,4,4,0,"-",0,2,,1,
115,115207,11520703,1152070306,5,3,1,5,18,"-","18",2,,3,3,4,39,"-",38,1,,1,
115,115207,11520703,1152070306,6,3,2,5,24,"-","24",2,,3,4,4,53,"-",53,2,,1,
116,116102,11610205,1161020501,1,1,1,4,290,"290","290",2,,1,3,4,178,"178",178,2,,1,
116,116102,11610205,1161020501,2,1,2,4,376,"376","376",2,,1,4,4,234,"234",234,2,,1,
116,116102,11610205,1161020501,3,3,1,4,18,"18","36",2,,2,3,4,0,"0",0,2,,1,
116,116102,11610205,1161020501,4,3,2,4,5,"10","15",2,,2,4,4,1,"1",1,2,,1,
116,116102,11610205,1161020501,5,2,1,4,2,"2","4",2,,3,3,4,18,"18",18,2,,1,
116,116102,11610205,1161020501,6,2,2,4,0,"0","0",2,,3,4,3,8,"8",8,2,,1,
117,117103,11710308,1171030802,,,,,,,,,,,,,,,,,,3,"Refferal Hospital"
117,117104,11710405,1171040504,,,,,,,,,,,,,,,,,,3,"Refferal hospital"
117,117110,11711003,1171100309,1,1,1,4,1388,"1388","1374",1,"Miscount",,,,,,,,,1,
117,117110,11711003,1171100309,2,1,2,4,1494,"1494","1400",1,"Miscount",,,,,,,,,1,
117,117110,11711003,1171100309,3,2,1,4,19,"19","19",2,,,,,,,,,,1,
117,117110,11711003,1171100309,4,2,2,4,16,"16","16",2,,,,,,,,,,1,
117,117110,11711003,1171100309,5,3,1,4,11,"11","11",2,,,,,,,,,,1,
117,117110,11711003,1171100309,6,3,2,4,45,"45","46",1,"Miscount",,,,,,,,,1,
117,117110,11711003,1171100312,1,1,1,4,715,"715","715",2,,1,3,4,1407,"1407",1407,2,,1,
117,117110,11711003,1171100312,2,1,2,4,747,"747","747",2,,1,4,4,1733,"1733",1733,2,,1,
117,117110,11711003,1171100312,3,2,1,4,16,"16","19",2,,2,3,4,10,"10",10,2,,1,
117,117110,11711003,1171100312,4,2,2,4,19,"19","20",2,,2,4,4,16,"16",16,2,,1,
117,117110,11711003,1171100312,5,3,1,4,4,"4","27",2,,3,3,4,80,"80",80,2,,1,
117,117110,11711003,1171100312,6,3,2,4,31,"31","73",2,,3,4,4,0,"0",0,2,,1,
118,118101,11810104,1181010407,1,1,1,4,974,"974","974",2,,1,3,4,952,"952",952,2,,1,
118,118101,11810104,1181010407,2,1,2,4,1313,"1313","1313",2,,1,4,4,1558,"1558",1558,2,,1,
118,118101,11810104,1181010407,3,2,1,4,11,"11","11",2,,2,3,4,0,"0",0,2,,1,
118,118101,11810104,1181010407,4,2,2,4,16,"16","16",2,,2,4,4,19,"19",19,2,,1,
118,118101,11810104,1181010407,5,3,1,4,41,"41","41",2,,3,3,4,27,"27",27,2,,1,
118,118101,11810104,1181010407,6,3,2,4,36,"36","36",2,,3,4,4,47,"47",47,2,,1,
119,119103,11910303,1191030304,1,1,1,4,859,"859","859",2,,1,3,4,644,"644",644,2,,1,
119,119103,11910303,1191030304,2,1,2,4,802,"802","802",2,,1,4,4,640,"640",640,2,,1,
119,119103,11910303,1191030304,3,2,1,4,8,"8","8",2,,2,3,4,9,"9",9,2,,1,
119,119103,11910303,1191030304,4,2,2,4,8,"8","8",2,,2,4,4,9,"9",9,2,,1,
119,119103,11910303,1191030304,5,3,1,4,6,"6","6",2,,3,3,4,12,"12",12,2,,1,
119,119103,11910303,1191030304,6,3,2,4,18,"18","18",2,,3,4,4,16,"16",16,2,,1,
120,120105,12010502,1201050202,,,,,,,,,,,,,,,,,,3,"Not there. Go to mainland at different locations"
122,122102,12210206,1221020604,1,1,1,4,1231,"1231","1231",2,,1,3,4,1160,"1160",1160,2,,1,
122,122102,12210206,1221020604,2,1,2,4,1504,"1504","1504",2,,1,4,4,1418,"1418",1418,2,,1,
122,122102,12210206,1221020604,3,2,1,4,37,"37","37",2,,2,3,4,39,"39",39,2,,1,
122,122102,12210206,1221020604,4,2,2,4,36,"36","36",2,,2,4,4,42,"42",42,2,,1,
122,122102,12210206,1221020604,5,3,1,4,22,"22","22",2,,3,3,4,61,"61",61,2,,1,
122,122102,12210206,1221020604,6,3,2,4,42,"42","42",2,,3,4,4,71,"71",71,2,,1,
122,122105,12210502,1221050203,1,1,1,4,894,"894","894",2,,1,3,4,960,"960",960,2,,1,
122,122105,12210502,1221050203,2,1,2,4,1195,"11195","1195",2,,1,4,4,1354,"1354",1354,2,,1,
122,122105,12210502,1221050203,3,2,1,4,34,"34","34",2,,2,3,4,40,"40",40,2,,1,
122,122105,12210502,1221050203,4,2,2,4,39,"39","39",2,,2,4,4,32,"32",32,2,,1,
122,122105,12210502,1221050203,5,3,1,4,47,"47","47",2,,3,3,4,83,"83",83,2,,1,
122,122105,12210502,1221050203,6,3,2,4,61,"61","61",2,,3,4,4,37,"37",37,2,,1,
122,122106,12210602,1221060206,1,1,1,4,871,"871","871",2,,1,3,4,860,"860",860,2,,1,
122,122106,12210602,1221060206,2,1,2,4,1045,"1045","1045",2,,1,4,4,1384,"1384",1384,2,,1,
122,122106,12210602,1221060206,3,2,1,4,5,"5","5",2,,2,3,4,8,"8",8,2,,1,
122,122106,12210602,1221060206,4,2,2,4,5,"5","5",2,,2,4,4,4,"4",4,2,,1,
122,122106,12210602,1221060206,5,3,1,4,1,"1","1",2,,3,3,4,24,"24",24,2,,1,
122,122106,12210602,1221060206,6,3,2,4,20,"20","20",2,,3,4,4,24,"24",24,2,,1,
123,123108,12310803,1231080303,1,,,,,,,,,1,3,4,1990,"1990",1990,2,,1,
123,123108,12310803,1231080303,2,,,,,,,,,1,4,4,2234,"2234",2234,2,,1,
123,123108,12310803,1231080303,3,,,,,,,,,2,3,4,122,"122",122,2,,1,
123,123108,12310803,1231080303,4,,,,,,,,,2,4,4,111,"111",111,2,,1,
123,123108,12310803,1231080303,5,,,,,,,,,3,3,4,153,"153",153,2,,1,
123,123108,12310803,1231080303,6,,,,,,,,,3,4,4,104,"104",104,2,,1,
124,124101,12410106,1241010603,1,1,1,4,764,"664","664",1,"some patients were not entered",1,3,4,1778,"1778",1778,2,,1,
124,124101,12410106,1241010603,2,1,2,4,1448,"1448","1448",2,,1,4,4,1240,"1240",1240,2,,1,
124,124101,12410106,1241010603,3,2,1,4,12,"12","16",1,"4 were refferals",2,3,4,13,"13",13,2,,1,
124,124101,12410106,1241010603,4,2,2,4,16,"16","18",1,"2 were refferals",2,4,4,18,"18",18,2,,1,
124,124101,12410106,1241010603,5,3,1,4,53,"53","53",2,,3,3,4,58,"58",58,2,,1,
124,124101,12410106,1241010603,6,3,2,4,53,"53","53",2,,3,4,4,302,"302",302,2,,1,
124,124103,12410302,1241030216,1,1,1,4,460,"-","442",1,"Poor record keeping",1,3,5,692,"-",692,2,,1,
124,124103,12410302,1241030216,2,1,2,4,1265,"-","987",1,"Included Re-attendance",1,4,5,676,"-",676,2,,1,
124,124103,12410302,1241030216,5,3,1,4,14,"-","14",2,,3,3,5,32,"-",32,2,,1,
124,124103,12410302,1241030216,6,3,2,4,34,"-","34",2,,3,4,5,15,"-",15,2,,1,
124,124104,12410401,1241040102,1,1,1,4,1138,"1138","1138",2,,1,3,4,1472,"1472",1472,2,,1,
124,124104,12410401,1241040102,2,1,2,4,2593,"2593","2593",2,,1,4,4,1795,"1795",1795,2,,1,
124,124104,12410401,1241040102,3,2,1,4,20,"20","20",2,,2,3,4,37,"37",37,2,,1,
124,124104,12410401,1241040102,4,2,2,4,25,"25","25",2,,2,4,4,46,"46",46,2,,1,
124,124104,12410401,1241040102,5,3,1,4,0,"0","0",2,,3,3,4,24,"24",24,2,,1,
124,124104,12410401,1241040102,6,3,2,4,39,"39","39",2,,3,4,4,5,"5",5,2,,1,
124,124107,12410701,1241070106,1,1,1,4,353,"353","349",1,"Laxity in counting",1,3,4,398,"398",398,2,,1,
124,124107,12410701,1241070106,2,1,2,4,650,"650","666",1,"Poor recording",1,4,4,499,"499",481,1,"Double counting",1,
124,124107,12410701,1241070106,3,3,1,4,3,"3","3",2,,3,3,4,5,"5",5,2,,1,
124,124107,12410701,1241070106,4,3,2,4,5,"5","5",2,,3,4,4,12,"12",12,2,,1,
124,124108,12410802,1241080210,1,1,1,4,686,"686","686",2,,1,3,4,439,"439",439,2,,1,
124,124108,12410802,1241080210,2,1,2,4,936,"936","936",2,,1,4,4,485,"485",485,2,,1,
124,124108,12410802,1241080210,3,3,1,4,43,"43","43",2,,2,3,4,0,"0",0,2,,1,
124,124108,12410802,1241080210,4,3,2,4,67,"67","67",2,,2,4,4,0,"0",0,2,,1,
124,124108,12410802,1241080210,5,,,,,,,,,3,3,4,57,"57",57,2,,1,
124,124108,12410802,1241080210,6,,,,,,,,,3,4,4,44,"44",44,2,,1,
201,201106,20110602,2011060205,1,1,3,4,1126,"1126","1126",2,,1,1,4,1477,,1482,1,,1,
201,201106,20110602,2011060205,1,1,3,4,1126,"1126","1126",2,,1,1,4,1477,,1482,1,,1,
201,201106,20110602,2011060205,1,1,3,4,1126,"1126","1126",2,,,,,,,,,,1,
201,201106,20110602,2011060205,1,1,3,4,1126,"1126","1126",2,,,,,,,,,,1,
201,201106,20110602,2011060205,2,2,3,4,23,"23","23",2,,,,,,,,,,1,
201,201106,20110602,2011060205,2,2,3,4,23,"23","23",2,,,,,,,,,,1,
201,201106,20110602,2011060205,2,2,3,4,23,"23","23",2,,2,2,4,22,,22,2,,1,
201,201106,20110602,2011060205,2,2,3,4,23,"23","23",2,,2,2,4,22,,22,2,,1,
201,201106,20110602,2011060205,3,3,3,4,143,"143","143",2,,3,2,4,49,,49,2,,1,
201,201106,20110602,2011060205,3,3,3,4,143,"143","143",2,,3,2,4,49,,49,2,,1,
201,201106,20110602,2011060205,3,3,3,4,143,"143","143",2,,,,,,,,,,1,
201,201106,20110602,2011060205,3,3,3,4,143,"143","143",2,,,,,,,,,,1,
201,201106,20110602,2011060205,4,,,,,,,,,1,4,4,1209,,1219,1,,1,
201,201106,20110602,2011060205,4,,,,,,,,,1,4,4,1209,,1219,1,,1,
201,201106,20110602,2011060205,5,,,,,,,,,2,4,4,18,,18,2,,1,
201,201106,20110602,2011060205,5,,,,,,,,,2,4,4,18,,18,2,,1,
201,201106,20110602,2011060205,6,,,,,,,,,3,4,4,156,,157,2,,1,
201,201106,20110602,2011060205,6,,,,,,,,,3,4,4,156,,157,2,,1,
201,201106,20110602,2011060205,7,,,,,,,,,1,1,5,1357,,1360,1,,1,
201,201106,20110602,2011060205,7,,,,,,,,,1,1,5,1357,,1360,1,,1,
201,201106,20110602,2011060205,8,,,,,,,,,2,1,5,11,,11,2,,1,
201,201106,20110602,2011060205,8,,,,,,,,,2,1,5,11,,11,2,,1,
201,201106,20110602,2011060205,9,,,,,,,,,3,1,5,19,,19,2,,1,
201,201106,20110602,2011060205,9,,,,,,,,,3,1,5,19,,19,2,,1,
201,201110,20111009,2011100902,1,1,1,4,517,"517","517",2,,1,3,4,500,"500",500,1,,1,
201,201110,20111009,2011100902,2,1,2,4,642,"642","642",2,,2,3,4,0,"0",0,1,,1,
201,201110,20111009,2011100902,3,2,1,4,0,"0","0",2,,3,3,4,33,"33",33,1,,1,
201,201110,20111009,2011100902,4,2,2,4,0,"0","0",2,,1,4,4,583,"583",583,1,,1,
201,201110,20111009,2011100902,5,3,1,4,18,"18","18",2,,2,4,4,0,"0",0,1,,1,
201,201110,20111009,2011100902,6,3,2,4,41,"41","41",2,,3,4,4,33,"33",33,1,,1,
201,201110,20111009,2011100902,8,1,3,4,500,"500","500",2,,1,1,5,505,"505",505,1,,1,
201,201110,20111009,2011100902,9,3,3,4,33,"33","33",2,,2,1,5,0,"0",0,1,,1,
201,201110,20111009,2011100902,10,1,4,4,583,"583","583",2,,3,1,5,32,"32",32,1,,1,
201,201110,20111009,2011100902,11,3,4,4,23,"23","23",2,,,,,,,,,,1,
201,201110,20111009,2011100902,12,2,3,4,0,"0","0",2,,,,,,,,,,1,
201,201110,20111009,2011100902,13,2,4,4,0,"0","0",2,,,,,,,,,,1,
201,201110,20111009,2011100902,14,,,,,,,,,,,,,,,,,1,
203,203202,20320203,2032020304,,,,,,,,,,,,,,,,,,2,
203,203301,20330101,2033010101,1,,,,,,,,,1,1,5,527,,527,2,,1,
203,203301,20330101,2033010101,2,,,,,,,,,2,1,5,0,,0,2,,1,
203,203301,20330101,2033010101,3,,,,,,,,,3,1,5,94,,94,2,,1,
203,203301,20330101,2033010101,4,,,,,,,,,1,4,4,633,,633,2,,1,
203,203301,20330101,2033010101,5,,,,,,,,,2,4,4,0,,0,2,,1,
203,203301,20330101,2033010101,6,,,,,,,,,3,4,4,82,,82,2,,1,
203,203301,20330101,2033010101,7,,,,,,,,,1,3,4,664,,664,2,,1,
203,203301,20330101,2033010101,8,,,,,,,,,2,3,4,0,,0,2,,1,
203,203301,20330101,2033010101,9,,,,,,,,,3,3,4,90,,90,2,,1,
203,203301,20330101,2033010101,10,,,,,,,,,1,2,4,747,,747,2,,1,
203,203301,20330101,2033010101,11,,,,,,,,,2,2,4,0,,0,2,,1,
203,203301,20330101,2033010101,12,,,,,,,,,3,2,4,97,,97,2,,1,
203,203303,20330304,2033030403,1,,,,,,,,,1,3,4,894,"894",894,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,2,,,,,,,,,2,3,4,1,"1",1,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,3,,,,,,,,,3,3,4,24,"24",24,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,4,,,,,,,,,1,4,4,1775,"1775",1775,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,5,,,,,,,,,2,4,4,5,"5",5,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,6,,,,,,,,,3,4,4,28,"28",28,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,7,,,,,,,,,1,1,5,471,"471",471,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,8,,,,,,,,,2,1,5,3,"3",3,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,9,,,,,,,,,3,1,5,28,"28",28,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,10,,,,,,,,,1,2,5,896,"896",896,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,11,,,,,,,,,1,2,5,3,"3",3,2,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,12,,,,,,,,,1,2,5,33,"33",33,2,,3,"Main facility is a Hospital"
204,204101,20410103,2041010302,1,1,2,4,3898,"3898","3898",2,,1,1,5,2319,,2319,2,,,
204,204101,20410103,2041010302,2,2,2,4,148,"148","148",2,,2,1,5,120,,120,2,,,
204,204101,20410103,2041010302,3,3,2,4,179,"179","179",2,,3,1,5,150,,159,1,,,
204,204101,20410103,2041010302,4,,,,,,,,,1,2,4,3673,,3673,2,,,
204,204101,20410103,2041010302,5,,,,,,,,,2,2,4,97,,97,2,,,
204,204101,20410103,2041010302,6,,,,,,,,,3,2,4,145,,145,2,,,
204,204101,20410103,2041010302,7,,,,,,,,,1,3,4,5213,,5,2,,,
204,204101,20410103,2041010302,8,,,,,,,,,2,3,4,111,,111,2,,,
204,204101,20410103,2041010302,9,,,,,,,,,3,3,4,136,,136,2,,,
204,204101,20410103,2041010302,10,,,,,,,,,1,4,4,1786,,2013,2,,,
204,204101,20410103,2041010302,11,,,,,,,,,2,4,4,116,,116,2,,,
204,204101,20410103,2041010302,12,,,,,,,,,3,4,4,163,,163,2,,,
204,204102,20410204,2041020405,1,1,1,4,1068,"1068","1086",2,,1,3,4,945,"945",945,1,,1,
204,204102,20410204,2041020405,2,2,1,4,18,"18","18",2,,2,3,4,36,"36",36,1,,1,
204,204102,20410204,2041020405,3,3,1,4,40,"40","40",2,,3,3,4,117,"117",117,1,,1,
204,204102,20410204,2041020405,4,1,2,4,893,"893","893",2,,1,4,4,1237,"1237",1247,2,,1,
204,204102,20410204,2041020405,5,2,2,4,24,"24","24",2,,2,4,4,25,"25",25,1,,1,
204,204102,20410204,2041020405,6,3,2,4,55,"55","55",2,,3,4,4,38,"38",13,1,,1,
204,204102,20410204,2041020405,7,,,,,,,,,1,1,5,907,"907",1056,2,,1,
204,204102,20410204,2041020405,8,,,,,,,,,2,1,5,21,"21",21,1,,1,
204,204102,20410204,2041020405,9,,,,,,,,,3,1,5,62,"62",62,1,,1,
204,204203,20420301,2042030105,1,1,4,4,273,"273","273",2,,1,4,4,578,"578",578,2,,,
204,204203,20420301,2042030105,2,3,4,4,15,"15","15",2,,2,4,4,0,"0",0,2,,,
204,204203,20420301,2042030105,3,,,,,,,,,3,4,4,15,"15",15,2,,,
204,204203,20420301,2042030105,4,,,,,,,,,1,2,5,614,"614",614,2,,,
204,204203,20420301,2042030105,5,,,,,,,,,2,2,5,0,"0",0,2,,,
204,204203,20420301,2042030105,6,,,,,,,,,3,2,5,8,"8",8,2,,,
204,204203,20420301,2042030105,7,,,,,,,,,1,1,5,545,"545",545,2,,,
204,204203,20420301,2042030105,8,,,,,,,,,2,1,5,0,"0",0,2,,,
204,204203,20420301,2042030105,9,,,,,,,,,3,,5,14,"14",14,2,,,
204,204301,20430101,2043010103,1,1,1,4,1498,"1498","1498",2,,,,,,,,,,1,
204,204301,20430101,2043010103,2,2,1,4,42,"42","42",2,,,,,,,,,,1,
204,204301,20430101,2043010103,3,3,1,4,50,"50","50",2,,,,,,,,,,1,
204,204301,20430101,2043010103,4,1,2,4,2606,"2606","2606",2,,,,,,,,,,1,
204,204301,20430101,2043010103,5,2,2,4,50,"50","50",2,,,,,,,,,,1,
204,204301,20430101,2043010103,6,3,2,4,45,"45","45",2,,,,,,,,,,1,
204,204301,20430102,2043010202,1,,,,,,,,,1,3,4,669,"669",669,2,,,
204,204301,20430102,2043010202,2,,,,,,,,,2,3,4,12,"12",121,2,,,
204,204301,20430102,2043010202,3,,,,,,,,,3,3,4,26,"26",26,2,,,
204,204301,20430102,2043010202,4,,,,,,,,,1,4,4,801,"801",801,2,,,
204,204301,20430102,2043010202,5,,,,,,,,,2,4,4,9,"9",9,2,,,
204,204301,20430102,2043010202,6,,,,,,,,,3,4,4,28,"28",28,2,,,
204,204301,20430102,2043010202,7,,,,,,,,,1,1,5,622,"622",622,2,,,
204,204301,20430102,2043010202,8,,,,,,,,,2,1,5,11,"11",11,2,,,
204,204301,20430102,2043010202,9,,,,,,,,,3,1,5,36,"36",36,2,,,
204,204301,20430102,2043010202,10,,,,,,,,,1,2,5,818,"818",818,2,,,
204,204301,20430102,2043010202,11,,,,,,,,,2,2,5,6,"6",6,2,,,
204,204301,20430102,2043010202,12,,,,,,,,,3,2,5,28,"28",28,2,,,
204,204302,20430205,2043020514,1,,,,,,,,,1,3,4,893,"893",893,2,,2,
204,204302,20430205,2043020514,2,,,,,,,,,2,3,4,24,"24",24,2,,2,
204,204302,20430205,2043020514,3,,,,,,,,,3,3,4,20,"20",20,2,,2,
204,204302,20430205,2043020514,4,,,,,,,,,1,4,4,875,"875",875,2,,2,
204,204302,20430205,2043020514,5,,,,,,,,,2,4,4,16,"16",16,2,,2,
204,204302,20430205,2043020514,6,,,,,,,,,3,4,4,28,"28",28,2,,2,
204,204302,20430205,2043020514,7,,,,,,,,,1,1,5,996,"99",996,2,,2,
204,204302,20430205,2043020514,8,,,,,,,,,2,1,5,14,"14",14,2,,2,
204,204302,20430205,2043020514,9,,,,,,,,,3,1,5,28,"28",28,2,,2,
204,204302,20430205,2043020514,10,,,,,,,,,1,2,5,1337,"1337",1337,2,,2,
204,204302,20430205,2043020514,11,,,,,,,,,2,2,5,19,"19",19,2,,2,
204,204302,20430205,2043020514,12,,,,,,,,,3,2,5,14,"14",14,2,,2,
