"District_Name","SubCounty","Parish","Villagecode","C4BQ16","C4BQ17","C4BQ18","C4BQ19","C4BQ20","C4BQ21","C4BQ22","C4BQ23","C4BQ24","C4BQ25","C4BQ26","C4BQ27","C4BQ28","C4BQ29","C4BQ30","C4BQ31","C4BQ32","C4BQ33","C4BQ34","C4BQ35","C4BQ36","C4BQ37","C4BQ38","C4BQ39","C4BQ40","C4BQ41","C4BQ42","C4BQ43","C4BQ44","Health_Response","Reason_Health_Not_Done"
303,303504,30350402,3035040205,6,3,,2,2,2,1,11,2,2,13,11,0,2,3,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,
304,304102,30410201,3041020101,6,3,,2,1,2,2,,2,2,3,2,0.200000002980232,2,3,2,1,2,1,1,1,1,1,2,2,2,1,1,2,,
304,304204,30420401,3042040105,0,1,4,1,2,2,2,,1,2,0.100000001490116,1.5,0,1,3,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,
304,304204,30420402,3042040201,1,3,,2,1,2,1,3,2,2,3,3,1,2,3,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,
304,304301,30430104,3043010404,3,3,,2,1,1,,,1,2,20,20,0.100000001490116,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,
305,305102,30510208,3051020803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,306102,30610203,3061020306,18,3,,1,1,2,2,,2,2,1.5,3,1.5,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
306,306103,30610301,3061030101,18,3,,1,1,2,2,,2,2,1.5,3,1.5,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
306,306103,30610301,3061030101,18,3,,1,1,2,2,,2,2,1.5,3,1.5,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
306,306106,30610601,3061060103,6,3,,2,1,2,2,,2,2,8,10,0.5,2,3,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,
307,307108,30710802,3071080206,2,1,1,2,1,2,1,2,2,2,5,4.5,0.200000002980232,2,3,2,1,2,1,1,1,1,2,1,2,2,2,1,2,,
307,307108,30710803,3071080301,3,3,,2,1,2,1,14,2,2,14,41,4,2,3,2,1,2,1,1,2,1,2,1,2,2,2,2,2,,
307,307202,30720203,3072020302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"FACILITY MAINLY USED IS HOSPITAL"
308,308102,30810206,3081020606,10,3,,2,1,1,,,2,2,10.3999996185303,11,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
309,309102,30910205,3091020502,12,3,,1,1,1,,,2,2,64,0,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
309,309103,30910305,3091030501,0,3,,2,2,2,1,20,2,2,20,20,3,2,3,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,
309,309204,30920406,3092040606,0,3,,2,1,2,1,20,2,2,20,20,6,2,3,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,
310,310102,31010202,3101020203,8,3,,2,1,2,1,8,2,2,8,8,0.5,2,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
310,310206,31020603,3102060309,0,3,,2,2,2,2,,2,2,6,6,2,2,3,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,
310,310206,31020604,3102060408,0,3,,2,2,2,2,,2,2,6,6,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,
310,310207,31020706,3102070603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"THE COMMUNITY USES THE HOSPITAL"
311,311103,31110302,3111030202,2,3,,2,2,2,1,7,2,2,100,3,0.5,2,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,
311,311103,31110302,3111030202,2,3,,2,2,2,1,7,2,2,100,3,0.5,2,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,
311,311302,31130201,3113020101,2,3,,2,1,2,1,38,2,2,28,70,0.5,2,3,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,
312,312105,31210502,3121050202,0,3,,2,2,2,2,,2,2,45,28,1,2,3,2,2,2,1,1,2,2,1,1,2,2,1,1,2,,
313,313102,31310205,3131020505,5,3,,2,1,1,,,2,2,57.5999984741211,57.5999984741211,0,2,3,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,
313,313104,31310403,3131040312,0,3,,2,1,2,1,20,2,2,20,20,0.5,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,
314,314103,31410304,3141030403,2,3,,2,1,2,1,14,2,2,14,14,0.100000001490116,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,
317,317101,31710101,3171010102,2,3,,2,2,2,1,25,2,2,78,25,0.100000001490116,2,3,2,2,2,1,1,2,1,1,2,2,2,2,2,2,,
317,317102,31710202,3171020201,8,3,,2,1,2,1,8,2,2,8,8,1,1,3,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,
317,317106,31710605,3171060512,17,3,,1,1,1,,,2,2,0.100000001490116,0,0.100000001490116,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,
318,318103,31810302,3181030204,0,3,,2,2,2,2,,1,2,3,3,3,2,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2,1,
318,318103,31810302,3181030204,0,3,,2,2,2,2,,1,2,3,3,3,2,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2,1,
318,318107,31810705,3181070501,3,3,,2,1,2,1,24,2,2,24,24,0.300000011920929,2,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
318,318114,31811402,3181140207,0,3,,2,1,2,1,7,2,2,7,7,0.400000005960464,2,3,3,2,2,1,1,2,2,1,2,2,2,1,1,1,1,
319,319103,31910303,3191030304,25,3,,1,1,1,,,2,2,0.200000002980232,0,0,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
319,319105,31910508,3191050803,6,3,,2,1,2,1,6,2,2,6,6,0.100000001490116,2,3,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,
319,319107,31910702,3191070202,25,3,,1,1,1,,,2,2,0.200000002980232,0,0,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
320,320103,32010303,3201030323,14,3,,2,1,2,1,3,2,2,15,3,0,2,3,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,
320,320108,32010808,3201080801,7,3,,2,1,2,1,10,2,2,38.4000015258789,10,1,2,3,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,
321,321103,32110304,3211030405,0,3,,2,2,2,1,9.60000038146973,2,2,60,9.60000038146973,2,2,3,2,2,2,2,1,2,2,1,1,1,2,1,1,1,,
321,321105,32110505,3211050502,1,3,,2,2,2,1,4,2,2,32,7,0.100000001490116,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,
321,321106,32110601,3211060105,0,3,,2,1,2,1,17,2,2,77,17,0.200000002980232,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,
321,321107,32110706,3211070617,7,3,,2,1,2,1,15,2,2,30,15,0.100000001490116,2,3,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,
322,322108,32210802,3221080206,1,3,,2,2,2,2,,2,2,20.7999992370605,56,0.100000001490116,2,3,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,
322,322111,32211104,3221110412,4,3,,2,1,2,2,,2,2,14.3999996185303,49.5999984741211,0.200000002980232,2,3,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,
323,323104,32310403,3231040301,20,3,,1,1,2,2,,2,2,43,0,0.100000001490116,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,
323,323106,32310604,3231060409,4,3,,2,1,2,2,,1,2,60,20.7999992370605,1.5,1,3,2,1,2,2,1,1,1,1,1,2,2,1,1,2,,
323,323107,32310701,3231070104,11,3,,2,1,2,2,,2,2,27.2000007629395,27.2000007629395,0.100000001490116,2,3,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,
323,323108,32310802,3231080204,11,3,,2,1,2,1,13,2,2,13,13,0.200000002980232,2,3,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,
325,325101,32510102,3251010205,1,3,,2,1,2,1,6,2,2,40,6,0.5,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,
325,325103,32510305,3251030508,4,3,,2,1,1,,,2,2,25,20,0.100000001490116,2,3,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,
325,325103,32510306,3251030601,4,3,,2,1,1,,,2,2,25,20,0.100000001490116,2,3,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,
325,325103,32510306,3251030602,4,3,,2,1,1,,,2,2,25,20,0.100000001490116,2,3,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,
327,327103,32710303,3271030305,1,3,,2,1,2,1,20,2,2,36,20,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,
329,329106,32910602,3291060206,6,3,,2,2,2,2,,2,2,60,16,1,2,3,2,1,2,1,1,1,1,1,2,2,2,1,1,1,,
330,330107,33010701,3301070101,8,1,7,2,1,2,1,5,2,2,0,5,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
330,330107,33010703,3301070303,8,1,7,2,1,2,1,5,2,2,0,5,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
330,330110,33011001,3301100102,8,3,,2,1,2,1,1,2,2,18,1,0.5,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,
402,402207,40220705,4022070507,8,1,2,2,2,2,1,15,2,2,6,15,1.5,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,
402,402208,40220805,4022080505,4,3,,2,1,2,2,,2,2,10,23,3,2,3,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,
403,403101,40310102,4031010202,4,3,,2,2,2,2,,2,2,12,27,0.5,2,3,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,
403,403105,40310505,4031050502,1,3,,2,2,2,2,,2,2,10,6,2,2,3,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,
403,403201,40320102,4032010205,4,3,,2,2,2,2,,2,2,12,10,0,2,3,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,
403,403205,40320504,4032050403,8,3,,2,1,2,1,3,2,2,80,56,0,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,"INCHARGE HAD GONE TO THE REFUGEE CAMP FOR A MEETING"
403,403301,40330104,4033010412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"THE COMMUNITY USES A HOSPITAL"
404,404102,40410203,4041020302,0,1,7,2,2,2,2,,2,2,2,3,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,
404,404207,40420704,4042070409,3,1,7,2,1,2,1,5,2,2,4,5,1,2,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,
404,404403,40440303,4044030303,0,1,0,2,2,2,1,10,2,2,30,20,3,2,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,
405,405104,40510402,4051040205,4,1,0,2,2,2,1,40,2,2,40,5,0,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,
405,405208,40520803,4052080304,0,3,,2,2,2,2,,2,2,20,27,3,2,3,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,
405,405211,40521103,4052110310,6,1,0,2,2,2,1,24,2,2,11,24,0,2,3,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,
405,405301,40530104,4053010409,5,1,0,2,2,2,1,5,2,2,5,0,3,1,3,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,
405,405302,40530203,4053020304,2,1,0,2,2,2,1,2,2,2,5,10,0,2,3,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,
406,406108,40610804,4061080401,1,1,0,2,1,2,1,6,2,2,48,6,5,2,3,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,
406,406201,40620102,4062010203,0,3,,2,2,2,2,,2,2,30,30,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,
406,406210,40621003,4062100306,6,3,,2,1,1,,,2,2,41,6,0.5,2,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
406,406212,40621201,4062120102,0,3,,2,2,2,1,8,2,2,12,10,0.25,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"THEY HAD ALL GONE FOR OUTREACH(THEY ARE ONLY TWO)"
406,406303,40630307,4063030706,0,3,,2,2,2,2,,2,2,7,12,2,2,3,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,
407,407202,40720204,4072020402,0,1,7,2,2,2,1,9,2,2,9,9,0,2,3,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,
407,407205,40720501,4072050104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"THE COMMUNITY USE KAGADI HOSPITAL"
407,407303,40730303,4073030305,7,1,3,1,1,2,1,60,2,2,60,0,0,1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,"INCHARGE NOT AROUND & OTHERS WERE TOO BUSY TO ATTEND TO ME"
407,407306,40730604,4073060419,6,3,,2,1,2,1,8,2,2,30,8,0.25,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,"WEEKEND"
408,408102,40810201,4081020104,4,3,,2,1,1,,,2,2,12,25,8,2,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
408,408112,40811202,4081120206,3,3,,2,2,1,,,2,2,12,12,5,2,3,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,
408,408113,40811304,4081130406,6,3,,2,2,2,1,8,2,2,8,8,0.5,2,3,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,
409,409101,40910104,4091010401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"THEY USE A PRIVATE HOSPITAL & P7 PUPILS HAD ALREADY LEFT SCHOOL."
409,409203,40920305,4092030509,0,3,,2,1,2,1,7,2,2,7,7,3,2,3,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,
409,409301,40930103,4093010304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"THE COMMUNITY USE  MASINDI HOSPITAL"
410,410102,41010204,4101020405,0,3,,2,2,2,2,,2,2,25,20,0.150000005960464,2,3,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,
410,410105,41010502,4101050204,4,1,2,1,2,2,1,1,1,1,3,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
410,410201,41020101,4102010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"IN CHARGE & ASSISTANT IN WORKSOP FOR A WEEK. TO BE DONE DURING SECOND VISIST"
410,410201,41020101,4102010107,3,1,2,2,2,2,1,2,2,2,2,3,0.200000002980232,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,"IN CHARGE NOT AROUND TO BE CAPTURED DURING 2nd VISIT"
410,410303,41030306,4103030601,2,1,5,2,2,2,2,,2,2,20,30,0.5,2,3,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,
411,411103,41110301,4111030105,0,3,,2,2,2,2,,2,2,20,25,0.300000011920929,2,3,3,2,2,2,2,2,2,1,2,1,2,1,2,2,1,
411,411203,41120302,4112030202,13,1,2,2,2,2,2,,2,2,1,0,1,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,
411,411302,41130202,4113020204,11,1,2,1,1,1,,,2,2,1,25,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
411,411304,41130402,4113040203,0,3,,2,1,2,2,,2,2,12,20,0.5,2,3,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,
411,411402,41140202,4114020204,10,3,,2,2,2,2,,2,2,40,20,8,2,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
411,411403,41140303,4114030308,0,3,,2,2,2,2,,2,2,17,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
412,412103,41210304,4121030414,1,3,,2,1,2,1,15,1,2,62,15,1,2,3,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,
412,412201,41220107,4122010704,0,3,,2,2,2,2,,2,2,15,8,0.200000002980232,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,
412,412203,41220304,4122030405,0,3,,2,2,2,2,,2,2,12,20,1,2,3,2,2,2,1,1,2,2,1,2,2,2,2,1,2,3,"NO BODY WAS AT THE HEALTH CENTER/ IT WAS LOCKED FOR THE THREE DAS WE WERE IN THE EA"
414,414116,41411601,4141160106,5,3,,2,1,2,1,8,2,2,8,8,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,
415,415105,41510502,4151050204,8,3,,2,1,1,,,2,2,25,25,0,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
415,415106,41510608,4151060812,6,1,0,2,1,2,1,20,2,2,20,20,0.5,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,
415,415110,41511004,4151100404,1,3,,2,1,2,1,15,2,2,15,15,0.25,2,3,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,
415,415114,41511407,4151140703,2,3,,2,1,2,1,13,2,2,13.5,13,0.25,2,3,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,
417,417101,41710101,4171010109,0,3,,2,2,2,1,10,2,2,16,12,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,
417,417102,41710201,4171020103,10,1,5,1,1,1,,,2,2,3,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
417,417104,41710401,4171040107,0,3,,2,1,2,1,12,2,2,12,12,12,2,3,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,
417,417105,41710501,4171050107,20,1,1,1,1,1,,,2,2,2.5,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,
417,417110,41711004,4171100404,0,3,,2,2,2,2,,2,2,12,15,0.200000002980232,2,3,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,
417,417114,41711404,4171140402,0,3,,2,1,2,2,,2,2,22,14,1.5,2,3,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,
418,418104,41810403,4181040301,0,3,,2,2,2,2,,2,2,16,32,3,2,3,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,
418,418201,41820102,4182010203,0,3,,2,2,2,2,,2,2,10,20,1.5,2,3,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,
418,418202,41820201,4182020104,0,3,,2,2,2,2,,2,2,2.5,2.5,0.100000001490116,2,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,3,"HEALTH WORK NOT FOUND TO BE DONE DURING THE 2nd VISIT"
418,418209,41820907,4182090702,5,3,,2,1,2,1,20,2,2,30,20,0.5,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
419,419204,41920402,4192040205,6,3,,2,1,2,2,,2,2,32,26,13,2,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,
420,420107,42010704,4201070403,6,3,,2,1,2,2,,2,2,22,22,0.5,2,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,
420,420108,42010803,4201080309,4,3,,2,1,2,1,8,2,2,8,8,1,2,3,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,
421,421108,42110801,4211080107,0,3,,2,2,2,2,,2,2,70,50,2,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,
422,422102,42210204,4221020401,4,3,,2,1,2,1,3,2,2,3,3,0.5,2,3,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,
423,423109,42310905,4231090509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"NOT DONE, ITS A WEEKEND"
426,426104,42610402,4261040201,0,3,,2,2,2,2,,2,2,5,6,0.200000002980232,2,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,
